"","LC","YEAR","BIOME","T_MAPCODE","km2"
"1326","nat",2014,"Savanna","SVmp5",4752.448
"1327","nat",2014,"Savanna","SVmp6",2471.538
"1328","nat",2014,"Savanna","SVmp7",2045.8584
"1329","nat",2014,"Savanna","SVmp8",310.3008
"1330","nat",2014,"Savanna","SVs1",2043.156
"1331","nat",2014,"Savanna","SVs2",1681.9944
"1332","nat",2014,"Savanna","SVs3",1056.9168
"1333","nat",2014,"Savanna","SVs4",343.7804
"1334","nat",2014,"Savanna","SVs5",287.8528
"1335","nat",2014,"Savanna","SVs6",7169.2912
"1336","nat",2014,"Savanna","SVs7",4931.6712
"1337","nat",2014,"Savanna","SVs8",903.9
"1338","nat",2014,"Succulent Karoo","SKk1",1670.7816
"1339","nat",2014,"Succulent Karoo","SKk2",129.4096
"1340","nat",2014,"Succulent Karoo","SKk3",1303.0764
"1341","nat",2014,"Succulent Karoo","SKk4",981.4312
"1342","nat",2014,"Succulent Karoo","SKk5",841.0544
"1343","nat",2014,"Succulent Karoo","SKk6",57.8168
"1344","nat",2014,"Succulent Karoo","SKk7",138.4624
"1345","nat",2014,"Succulent Karoo","SKk8",0.6144
"1346","nat",2014,"Succulent Karoo","SKk9",140.5024
"1347","nat",2014,"Succulent Karoo","SKn1",7358.7072
"1348","nat",2014,"Succulent Karoo","SKn2",535.1212
"1349","nat",2014,"Succulent Karoo","SKn3",2905.4704
"1350","nat",2014,"Succulent Karoo","SKn4",4606.0996
"1351","nat",2014,"Succulent Karoo","SKn5",652.5144
"1352","nat",2014,"Succulent Karoo","SKn6",391.8628
"1353","nat",2014,"Succulent Karoo","SKn7",911.934
"1354","nat",2014,"Succulent Karoo","SKr1",1200.1508
"1355","nat",2014,"Succulent Karoo","SKr10",127.5288
"1356","nat",2014,"Succulent Karoo","SKr11",128.9684
"1357","nat",2014,"Succulent Karoo","SKr12",612.0708
"1358","nat",2014,"Succulent Karoo","SKr13",722.4356
"1359","nat",2014,"Succulent Karoo","SKr14",365.3908
"1360","nat",2014,"Succulent Karoo","SKr15",201.5128
"1361","nat",2014,"Succulent Karoo","SKr16",432.6104
"1362","nat",2014,"Succulent Karoo","SKr17",260.4216
"1363","nat",2014,"Succulent Karoo","SKr18",815.808
"1364","nat",2014,"Succulent Karoo","SKr19",370.8944
"1365","nat",2014,"Succulent Karoo","SKr2",191.7144
"1366","nat",2014,"Succulent Karoo","SKr3",170.7744
"1367","nat",2014,"Succulent Karoo","SKr4",828.5516
"1368","nat",2014,"Succulent Karoo","SKr5",18.3652
"1369","nat",2014,"Succulent Karoo","SKr6",65.8684
"1370","nat",2014,"Succulent Karoo","SKr7",327.1344
"1371","nat",2014,"Succulent Karoo","SKr8",50.5576
"1372","nat",2014,"Succulent Karoo","SKr9",3.2652
"1373","nat",2014,"Succulent Karoo","SKs1",347.6924
"1374","nat",2014,"Succulent Karoo","SKs10",134.3972
"1375","nat",2014,"Succulent Karoo","SKs11",286.9512
"1376","nat",2014,"Succulent Karoo","SKs12",426.5624
"1377","nat",2014,"Succulent Karoo","SKs13",115.4816
"1378","nat",2014,"Succulent Karoo","SKs14",651.2588
"1379","nat",2014,"Succulent Karoo","SKs2",528.7648
"1380","nat",2014,"Succulent Karoo","SKs3",308.0868
"1381","nat",2014,"Succulent Karoo","SKs4",443.2376
"1382","nat",2014,"Succulent Karoo","SKs5",565.8908
"1383","nat",2014,"Succulent Karoo","SKs6",123.1816
"1384","nat",2014,"Succulent Karoo","SKs7",2571.8156
"1385","nat",2014,"Succulent Karoo","SKs8",752.856
"1386","nat",2014,"Succulent Karoo","SKs9",891.826
"1387","nat",2014,"Succulent Karoo","SKt1",101.7668
"1388","nat",2014,"Succulent Karoo","SKt2",7340.0296
"1389","nat",2014,"Succulent Karoo","SKt3",5242.878
"1390","nat",2014,"Succulent Karoo","SKv1",455.6388
"1391","nat",2014,"Succulent Karoo","SKv10",229.7436
"1392","nat",2014,"Succulent Karoo","SKv11",1397.6464
"1393","nat",2014,"Succulent Karoo","SKv13",2523.454
"1394","nat",2014,"Succulent Karoo","SKv14",773.9996
"1395","nat",2014,"Succulent Karoo","SKv2",557.3936
"1396","nat",2014,"Succulent Karoo","SKv3",905.4444
"1397","nat",2014,"Succulent Karoo","SKv4",1314.8412
"1398","nat",2014,"Succulent Karoo","SKv5",6941.7856
"1399","nat",2014,"Succulent Karoo","SKv6",4687.19
"1400","nat",2014,"Succulent Karoo","SKv7",512.3764
"1401","nat",2014,"Succulent Karoo","SKv8",3959.0424
"1402","nat",2018,"Albany Thicket","AT15",14.5808
"1403","nat",2018,"Albany Thicket","AT16",51.228
"1404","nat",2018,"Albany Thicket","AT17",577.5332
"1405","nat",2018,"Albany Thicket","AT18",1036.318
"1406","nat",2018,"Albany Thicket","AT19",1062.4632
"1407","nat",2018,"Albany Thicket","AT20",20.066
"1408","nat",2018,"Albany Thicket","AT21",311.724
"1409","nat",2018,"Albany Thicket","AT22",93.6752
"1410","nat",2018,"Albany Thicket","AT23",268.592
"1411","nat",2018,"Albany Thicket","AT24",2601.7712
"1412","nat",2018,"Albany Thicket","AT25",2111.2128
"1413","nat",2018,"Albany Thicket","AT26",30.3004
"1414","nat",2018,"Albany Thicket","AT27",1231.6208
"1415","nat",2018,"Albany Thicket","AT28",909.176
"1416","nat",2018,"Albany Thicket","AT29",768.554
"1417","nat",2018,"Albany Thicket","AT30",626.7168
"1418","nat",2018,"Albany Thicket","AT31",210.2988
"1419","nat",2018,"Albany Thicket","AT32",3455.1392
"1420","nat",2018,"Albany Thicket","AT33",484.4204
"1421","nat",2018,"Albany Thicket","AT34",161.8124
"1422","nat",2018,"Albany Thicket","AT35",18.4276
"1423","nat",2018,"Albany Thicket","AT36",29.9712
"1424","nat",2018,"Albany Thicket","AT37",106.6108
"1425","nat",2018,"Albany Thicket","AT38",854.3688
"1426","nat",2018,"Albany Thicket","AT39",218.4864
"1427","nat",2018,"Albany Thicket","AT40",465.11
"1428","nat",2018,"Albany Thicket","AT41",208.9188
"1429","nat",2018,"Albany Thicket","AT42",52.9968
"1430","nat",2018,"Albany Thicket","AT43",266.2556
"1431","nat",2018,"Albany Thicket","AT44",64.7528
"1432","nat",2018,"Albany Thicket","AT45",431.6956
"1433","nat",2018,"Albany Thicket","AT46",552.8852
"1434","nat",2018,"Albany Thicket","AT47",887.6752
"1435","nat",2018,"Albany Thicket","AT48",11.8832
"1436","nat",2018,"Albany Thicket","AT49",5535.572
"1437","nat",2018,"Albany Thicket","AT50",516.202
"1438","nat",2018,"Albany Thicket","AT51",1703.0044
"1439","nat",2018,"Albany Thicket","AT52",30.2872
"1440","nat",2018,"Albany Thicket","AT53",16.8096
"1441","nat",2018,"Albany Thicket","AT54",184.9368
"1442","nat",2018,"Albany Thicket","AT55",742.8236
"1443","nat",2018,"Albany Thicket","AT56",470.056
"1444","nat",2018,"Albany Thicket","AT57",106.1196
"1445","nat",2018,"Albany Thicket","AT58",2223.332
"1446","nat",2018,"Azonal","AZa1",18.2216
"1447","nat",2018,"Azonal","AZa2",117.42
"1448","nat",2018,"Azonal","AZa3",546.6908
"1449","nat",2018,"Azonal","AZa4",1260.6492
"1450","nat",2018,"Azonal","AZa5",2150.5292
"1451","nat",2018,"Azonal","AZa6",289.3776
"1452","nat",2018,"Azonal","AZa7",884.0252
"1453","nat",2018,"Azonal","AZd1",0.3532
"1454","nat",2018,"Azonal","AZd2",9.6756
"1455","nat",2018,"Azonal","AZd3",215.3868
"1456","nat",2018,"Azonal","AZd4",26.32
"1457","nat",2018,"Azonal","AZi1",1202.8604
"1458","nat",2018,"Azonal","AZi3",1918.3268
"1459","nat",2018,"Azonal","AZi5",4829.3608
"1460","nat",2018,"Azonal","AZi6",4554.0108
"1461","nat",2018,"Azonal","AZi7",1985.2444
"1462","nat",2018,"Azonal","AZi8",146.2984
"1463","nat",2018,"Azonal","AZs3",11.976
"1464","nat",2018,"Desert","Dg1",333.036
"1465","nat",2018,"Desert","Dg10",2084.7316
"1466","nat",2018,"Desert","Dg2",361.418
"1467","nat",2018,"Desert","Dg3",156.5212
"1468","nat",2018,"Desert","Dg4",107.2488
"1469","nat",2018,"Desert","Dg5",592.016
"1470","nat",2018,"Desert","Dg6",8.1068
"1471","nat",2018,"Desert","Dg7",244.1796
"1472","nat",2018,"Desert","Dg8",342.9408
"1473","nat",2018,"Desert","Dg9",1198.7404
"1474","nat",2018,"Desert","Dn1",1.3744
"1475","nat",2018,"Desert","Dn2",1.0276
"1476","nat",2018,"Desert","Dn3",122.9108
"1477","nat",2018,"Desert","Dn4",195.1304
"1478","nat",2018,"Desert","Dn5",384.9772
"1479","nat",2018,"Forest","FOa1",133.9124
"1480","nat",2018,"Forest","FOa2",73.0152
"1481","nat",2018,"Forest","FOa3",20.7156
"1482","nat",2018,"Forest","FOz1",632.7956
"1483","nat",2018,"Forest","FOz2",182.4964
"1484","nat",2018,"Forest","FOz3",884.67
"1485","nat",2018,"Forest","FOz4",289.0336
"1486","nat",2018,"Forest","FOz5",946.6192
"1487","nat",2018,"Forest","FOz6",151.0108
"1488","nat",2018,"Forest","FOz7",517.5788
"1489","nat",2018,"Forest","FOz8",244.6808
"1490","nat",2018,"Forest","FOz9",81.2672
"1491","nat",2018,"Fynbos","FFa1",54.1184
"1492","nat",2018,"Fynbos","FFa2",171.872
"1493","nat",2018,"Fynbos","FFa3",140.9892
"1494","nat",2018,"Fynbos","FFa4",5.288
"1495","nat",2018,"Fynbos","FFb1",258.6304
"1496","nat",2018,"Fynbos","FFb2",128.3692
"1497","nat",2018,"Fynbos","FFb3",97.7444
"1498","nat",2018,"Fynbos","FFb4",54.188
"1499","nat",2018,"Fynbos","FFb5",96.0748
"1500","nat",2018,"Fynbos","FFb6",29.7744
"1501","nat",2018,"Fynbos","FFc1",391.334
"1502","nat",2018,"Fynbos","FFd1",1107.9184
"1503","nat",2018,"Fynbos","FFd10",31.0504
"1504","nat",2018,"Fynbos","FFd11",60.1604
"1505","nat",2018,"Fynbos","FFd2",771.7904
"1506","nat",2018,"Fynbos","FFd3",642.314
"1507","nat",2018,"Fynbos","FFd4",335.8012
"1508","nat",2018,"Fynbos","FFd5",93.2976
"1509","nat",2018,"Fynbos","FFd6",52.3056
"1510","nat",2018,"Fynbos","FFd7",120.5756
"1511","nat",2018,"Fynbos","FFd8",43.8228
"1512","nat",2018,"Fynbos","FFd9",265.0924
"1513","nat",2018,"Fynbos","FFf1",236.0696
"1514","nat",2018,"Fynbos","FFf2",19.4436
"1515","nat",2018,"Fynbos","FFg1",64.0356
"1516","nat",2018,"Fynbos","FFg2",282.3864
"1517","nat",2018,"Fynbos","FFg3",31.4272
"1518","nat",2018,"Fynbos","FFg4",14.1388
"1519","nat",2018,"Fynbos","FFg5",180.4428
"1520","nat",2018,"Fynbos","FFh1",200.652
"1521","nat",2018,"Fynbos","FFh10",278.0868
"1522","nat",2018,"Fynbos","FFh11",5.5004
"1523","nat",2018,"Fynbos","FFh2",101.306
"1524","nat",2018,"Fynbos","FFh3",63.7652
"1525","nat",2018,"Fynbos","FFh4",204.5084
"1526","nat",2018,"Fynbos","FFh5",36.4568
"1527","nat",2018,"Fynbos","FFh6",69.446
"1528","nat",2018,"Fynbos","FFh7",148.8364
"1529","nat",2018,"Fynbos","FFh8",144.684
"1530","nat",2018,"Fynbos","FFh9",247.882
"1531","nat",2018,"Fynbos","FFl1",258.1172
"1532","nat",2018,"Fynbos","FFl2",662.2
"1533","nat",2018,"Fynbos","FFl3",623.1776
"1534","nat",2018,"Fynbos","FFq1",49.024
"1535","nat",2018,"Fynbos","FFq2",1617.9196
"1536","nat",2018,"Fynbos","FFq3",1250.0196
"1537","nat",2018,"Fynbos","FFq4",91.4272
"1538","nat",2018,"Fynbos","FFq5",388.3716
"1539","nat",2018,"Fynbos","FFq6",669.6812
"1540","nat",2018,"Fynbos","FFs1",801.8964
"1541","nat",2018,"Fynbos","FFs10",1009.646
"1542","nat",2018,"Fynbos","FFs11",765.004
"1543","nat",2018,"Fynbos","FFs12",1052.188
"1544","nat",2018,"Fynbos","FFs13",521.0416
"1545","nat",2018,"Fynbos","FFs14",333.4736
"1546","nat",2018,"Fynbos","FFs15",907.226
"1547","nat",2018,"Fynbos","FFs16",1173.9212
"1548","nat",2018,"Fynbos","FFs17",100.3672
"1549","nat",2018,"Fynbos","FFs18",733.4592
"1550","nat",2018,"Fynbos","FFs19",1052.866
"1551","nat",2018,"Fynbos","FFs2",947.7932
"1552","nat",2018,"Fynbos","FFs20",1575.6908
"1553","nat",2018,"Fynbos","FFs21",318.086
"1554","nat",2018,"Fynbos","FFs22",385.4152
"1555","nat",2018,"Fynbos","FFs23",846.3536
"1556","nat",2018,"Fynbos","FFs24",1082.5308
"1557","nat",2018,"Fynbos","FFs25",330.9492
"1558","nat",2018,"Fynbos","FFs26",287.234
"1559","nat",2018,"Fynbos","FFs27",2164.1368
"1560","nat",2018,"Fynbos","FFs28",3703.386
"1561","nat",2018,"Fynbos","FFs29",133.2308
"1562","nat",2018,"Fynbos","FFs3",470.1596
"1563","nat",2018,"Fynbos","FFs30",37.4912
"1564","nat",2018,"Fynbos","FFs31",50.828
"1565","nat",2018,"Fynbos","FFs32",360.442
"1566","nat",2018,"Fynbos","FFs4",2238.5196
"1567","nat",2018,"Fynbos","FFs5",1051.976
"1568","nat",2018,"Fynbos","FFs6",371.6348
"1569","nat",2018,"Fynbos","FFs7",371.3628
"1570","nat",2018,"Fynbos","FFs8",315.9276
"1571","nat",2018,"Fynbos","FFs9",203.54
"1572","nat",2018,"Fynbos","FFt1",395.8584
"1573","nat",2018,"Fynbos","FFt2",182.4516
"1574","nat",2018,"Fynbos","FRa1",178.5072
"1575","nat",2018,"Fynbos","FRa2",36.7452
"1576","nat",2018,"Fynbos","FRc1",13.0508
"1577","nat",2018,"Fynbos","FRc2",28.7568
"1578","nat",2018,"Fynbos","FRd1",197.4632
"1579","nat",2018,"Fynbos","FRd2",565.3716
"1580","nat",2018,"Fynbos","FRg1",253.2452
"1581","nat",2018,"Fynbos","FRg2",157.524
"1582","nat",2018,"Fynbos","FRg3",18.8348
"1583","nat",2018,"Fynbos","FRl1",433.6192
"1584","nat",2018,"Fynbos","FRs1",196.2448
"1585","nat",2018,"Fynbos","FRs10",2.6216
"1586","nat",2018,"Fynbos","FRs11",155.7532
"1587","nat",2018,"Fynbos","FRs12",199.5524
"1588","nat",2018,"Fynbos","FRs13",401.7824
"1589","nat",2018,"Fynbos","FRs14",328.2744
"1590","nat",2018,"Fynbos","FRs15",264.466
"1591","nat",2018,"Fynbos","FRs16",1106.1484
"1592","nat",2018,"Fynbos","FRs17",64.9092
"1593","nat",2018,"Fynbos","FRs18",118.6776
"1594","nat",2018,"Fynbos","FRs19",158.1052
"1595","nat",2018,"Fynbos","FRs2",104.63
"1596","nat",2018,"Fynbos","FRs20",11.6716
"1597","nat",2018,"Fynbos","FRs3",3149.6392
"1598","nat",2018,"Fynbos","FRs4",213.4232
"1599","nat",2018,"Fynbos","FRs5",1199.5956
"1600","nat",2018,"Fynbos","FRs6",1811.7352
"1601","nat",2018,"Fynbos","FRs7",1295.5628
"1602","nat",2018,"Fynbos","FRs8",618.6968
"1603","nat",2018,"Fynbos","FRs9",498.2292
"1604","nat",2018,"Fynbos","FS1",236.9268
"1605","nat",2018,"Fynbos","FS10",306.1472
"1606","nat",2018,"Fynbos","FS11",39.51
"1607","nat",2018,"Fynbos","FS12",91.7228
"1608","nat",2018,"Fynbos","FS13",35.256
"1609","nat",2018,"Fynbos","FS14",85.1672
"1610","nat",2018,"Fynbos","FS2",78.9872
"1611","nat",2018,"Fynbos","FS3",587.502
"1612","nat",2018,"Fynbos","FS4",49.6488
"1613","nat",2018,"Fynbos","FS5",294.3276
"1614","nat",2018,"Fynbos","FS6",192.13
"1615","nat",2018,"Fynbos","FS7",37.5808
"1616","nat",2018,"Fynbos","FS9",12.4376
"1617","nat",2018,"Grassland","Gd1",4241.9476
"1618","nat",2018,"Grassland","Gd10",2755.526
"1619","nat",2018,"Grassland","Gd2",153.9484
"1620","nat",2018,"Grassland","Gd3",2414.0252
"1621","nat",2018,"Grassland","Gd4",6007.3948
"1622","nat",2018,"Grassland","Gd5",1117.4256
"1623","nat",2018,"Grassland","Gd6",21.548
"1624","nat",2018,"Grassland","Gd7",1346.0288
"1625","nat",2018,"Grassland","Gd8",17292.468
"1626","nat",2018,"Grassland","Gd9",1855.9928
"1627","nat",2018,"Grassland","Gh1",8145.6308
"1628","nat",2018,"Grassland","Gh10",5956.364
"1629","nat",2018,"Grassland","Gh11",423.7476
"1630","nat",2018,"Grassland","Gh12",224.0544
"1631","nat",2018,"Grassland","Gh13",2145.5384
"1632","nat",2018,"Grassland","Gh14",3732.7136
"1633","nat",2018,"Grassland","Gh15",5517.9052
"1634","nat",2018,"Grassland","Gh2",5685.028
"1635","nat",2018,"Grassland","Gh3",12395.2932
"1636","nat",2018,"Grassland","Gh4",9263.8896
"1637","nat",2018,"Grassland","Gh5",2601.1916
"1638","nat",2018,"Grassland","Gh6",10567.0592
"1639","nat",2018,"Grassland","Gh7",1292.1448
"1640","nat",2018,"Grassland","Gh8",66.4928
"1641","nat",2018,"Grassland","Gh9",5344.7948
"1642","nat",2018,"Grassland","Gm1",2828.2592
"1643","nat",2018,"Grassland","Gm10",191.496
"1644","nat",2018,"Grassland","Gm11",4291.7392
"1645","nat",2018,"Grassland","Gm12",3851.0776
"1646","nat",2018,"Grassland","Gm13",2149.9184
"1647","nat",2018,"Grassland","Gm14",2986.1004
"1648","nat",2018,"Grassland","Gm15",2005.8116
"1649","nat",2018,"Grassland","Gm16",5378.8324
"1650","nat",2018,"Grassland","Gm17",807.2168
"1651","nat",2018,"Grassland","Gm19",856.5124
"1652","nat",2018,"Grassland","Gm2",2819.304
"1653","nat",2018,"Grassland","Gm20",18.9768
"1654","nat",2018,"Grassland","Gm21",1203.0184
"1655","nat",2018,"Grassland","Gm22",354.1212
"1656","nat",2018,"Grassland","Gm23",762.3952
"1657","nat",2018,"Grassland","Gm24",9.338
"1658","nat",2018,"Grassland","Gm25",107.2648
"1659","nat",2018,"Grassland","Gm26",242.6696
"1660","nat",2018,"Grassland","Gm27",261.5852
"1661","nat",2018,"Grassland","Gm28",91.6264
"1662","nat",2018,"Grassland","Gm29",504.4908
"1663","nat",2018,"Grassland","Gm3",6078.1844
"1664","nat",2018,"Grassland","Gm30",2639.05
"1665","nat",2018,"Grassland","Gm31",539.4976
"1666","nat",2018,"Grassland","Gm4",7518.9212
"1667","nat",2018,"Grassland","Gm5",2469.1272
"1668","nat",2018,"Grassland","Gm6",5509.6956
"1669","nat",2018,"Grassland","Gm7",27.7012
"1670","nat",2018,"Grassland","Gm8",5621.0652
"1671","nat",2018,"Grassland","Gm9",445.0712
"1672","nat",2018,"Grassland","Gs1",283.1792
"1673","nat",2018,"Grassland","Gs10",7637.4216
"1674","nat",2018,"Grassland","Gs11",1027.9996
"1675","nat",2018,"Grassland","Gs12",4746.6104
"1676","nat",2018,"Grassland","Gs13",154.5836
"1677","nat",2018,"Grassland","Gs14",2168.1408
"1678","nat",2018,"Grassland","Gs15",3728.6372
"1679","nat",2018,"Grassland","Gs16",2995.0192
"1680","nat",2018,"Grassland","Gs17",4172.418
"1681","nat",2018,"Grassland","Gs18",1409.0108
"1682","nat",2018,"Grassland","Gs19",1352.3572
"1683","nat",2018,"Grassland","Gs2",1245.6404
"1684","nat",2018,"Grassland","Gs20",2281.9068
"1685","nat",2018,"Grassland","Gs3",1568.3444
"1686","nat",2018,"Grassland","Gs4",4293.0084
"1687","nat",2018,"Grassland","Gs6",3328.7696
"1688","nat",2018,"Grassland","Gs7",2389.8856
"1689","nat",2018,"Grassland","Gs8",1680.63
"1690","nat",2018,"Grassland","Gs9",2050.0268
"1691","nat",2018,"IOCB","CB1",862.2444
"1692","nat",2018,"IOCB","CB2",411.364
"1693","nat",2018,"IOCB","CB3",684.6244
"1694","nat",2018,"IOCB","CB4",646.3276
"1695","nat",2018,"IOCB","CB5",903.3732
"1696","nat",2018,"IOCB","CB6",414.2556
"1697","nat",2018,"NOTVEG","NOTVEG",917.7008
"1698","nat",2018,"Nama-Karoo","NKb1",4639.002
"1699","nat",2018,"Nama-Karoo","NKb2",601.45
"1700","nat",2018,"Nama-Karoo","NKb3",40950.256
"1701","nat",2018,"Nama-Karoo","NKb4",2671.6808
"1702","nat",2018,"Nama-Karoo","NKb5",8551.6056
"1703","nat",2018,"Nama-Karoo","NKb6",40932.062
"1704","nat",2018,"Nama-Karoo","NKl1",20086.0432
"1705","nat",2018,"Nama-Karoo","NKl2",8173.906
"1706","nat",2018,"Nama-Karoo","NKl4",684.3444
"1707","nat",2018,"Nama-Karoo","NKu1",16973.3548
"1708","nat",2018,"Nama-Karoo","NKu2",11709.3512
"1709","nat",2018,"Nama-Karoo","NKu3",40081.0524
"1710","nat",2018,"Nama-Karoo","NKu4",48142.5248
"1711","nat",2018,"Savanna","SVcb1",5179.6104
"1712","nat",2018,"Savanna","SVcb10",940.7776
"1713","nat",2018,"Savanna","SVcb11",2515.0816
"1714","nat",2018,"Savanna","SVcb12",11061.4828
"1715","nat",2018,"Savanna","SVcb13",1926.792
"1716","nat",2018,"Savanna","SVcb14",446.516
"1717","nat",2018,"Savanna","SVcb15",2939.9372
"1718","nat",2018,"Savanna","SVcb16",9946.0684
"1719","nat",2018,"Savanna","SVcb17",8242.6824
"1720","nat",2018,"Savanna","SVcb18",5146.278
"1721","nat",2018,"Savanna","SVcb19",10786.6888
"1722","nat",2018,"Savanna","SVcb2",1076.9268
"1723","nat",2018,"Savanna","SVcb20",6348.794
"1724","nat",2018,"Savanna","SVcb21",3070.8684
"1725","nat",2018,"Savanna","SVcb22",0.5368
"1726","nat",2018,"Savanna","SVcb23",2621.8656
"1727","nat",2018,"Savanna","SVcb24",598.2148
"1728","nat",2018,"Savanna","SVcb25",828.3392
"1729","nat",2018,"Savanna","SVcb26",1758.338
"1730","nat",2018,"Savanna","SVcb27",1260.134
"1731","nat",2018,"Savanna","SVcb28",1826.5564
"1732","nat",2018,"Savanna","SVcb29",374.0792
"1733","nat",2018,"Savanna","SVcb3",897.5916
"1734","nat",2018,"Savanna","SVcb4",3674.8456
"1735","nat",2018,"Savanna","SVcb5",359.8996
"1736","nat",2018,"Savanna","SVcb6",731.9276
"1737","nat",2018,"Savanna","SVcb7",369.8612
"1738","nat",2018,"Savanna","SVcb8",857.7332
"1739","nat",2018,"Savanna","SVcb9",2603.7752
"1740","nat",2018,"Savanna","SVk1",12026.2352
"1741","nat",2018,"Savanna","SVk10",5550.5652
"1742","nat",2018,"Savanna","SVk11",13628.6656
"1743","nat",2018,"Savanna","SVk12",7272.4276
"1744","nat",2018,"Savanna","SVk13",8420.5712
"1745","nat",2018,"Savanna","SVk14",885.446
"1746","nat",2018,"Savanna","SVk15",1617.3084
"1747","nat",2018,"Savanna","SVk16",7906.5756
"1748","nat",2018,"Savanna","SVk17",3803.3468
"1749","nat",2018,"Savanna","SVk18",954.3788
"1750","nat",2018,"Savanna","SVk2",3244.9464
"1751","nat",2018,"Savanna","SVk3",583.794
"1752","nat",2018,"Savanna","SVk4",12546.004
"1753","nat",2018,"Savanna","SVk5",1422.3936
"1754","nat",2018,"Savanna","SVk6",4247.0232
"1755","nat",2018,"Savanna","SVk7",13142.274
"1756","nat",2018,"Savanna","SVk8",3243.4308
"1757","nat",2018,"Savanna","SVk9",5531.512
"1758","nat",2018,"Savanna","SVkd1",37012.5328
"1759","nat",2018,"Savanna","SVkd2",2239.9764
"1760","nat",2018,"Savanna","SVkd3",2898.1824
"1761","nat",2018,"Savanna","SVkd4",762.2864
"1762","nat",2018,"Savanna","SVl1",1596.0408
"1763","nat",2018,"Savanna","SVl10",621.6892
"1764","nat",2018,"Savanna","SVl11",599.1152
"1765","nat",2018,"Savanna","SVl12",368.6232
"1766","nat",2018,"Savanna","SVl13",72.67
"1767","nat",2018,"Savanna","SVl14",3423.7496
"1768","nat",2018,"Savanna","SVl15",1344.7112
"1769","nat",2018,"Savanna","SVl16",2256.1668
"1770","nat",2018,"Savanna","SVl17",43.1824
"1771","nat",2018,"Savanna","SVl18",872.2916
"1772","nat",2018,"Savanna","SVl19",83.7092
"1773","nat",2018,"Savanna","SVl2",183.834
"1774","nat",2018,"Savanna","SVl20",660.5944
"1775","nat",2018,"Savanna","SVl21",271.8556
"1776","nat",2018,"Savanna","SVl22",3691.1412
"1777","nat",2018,"Savanna","SVl23",5737.736
"1778","nat",2018,"Savanna","SVl24",184.52
"1779","nat",2018,"Savanna","SVl25",477.2796
"1780","nat",2018,"Savanna","SVl26",523.9772
"1781","nat",2018,"Savanna","SVl27",428.3168
"1782","nat",2018,"Savanna","SVl3",15006.9544
"1783","nat",2018,"Savanna","SVl4",1970.0104
"1784","nat",2018,"Savanna","SVl5",2981.9072
"1785","nat",2018,"Savanna","SVl6",757.8224
"1786","nat",2018,"Savanna","SVl7",287.4316
"1787","nat",2018,"Savanna","SVl8",1783.0972
"1788","nat",2018,"Savanna","SVl9",1128.4212
"1789","nat",2018,"Savanna","SVmp1",8203.8444
"1790","nat",2018,"Savanna","SVmp2",2727.6976
"1791","nat",2018,"Savanna","SVmp3",276.912
"1792","nat",2018,"Savanna","SVmp4",2801.104
"1793","nat",2018,"Savanna","SVmp5",4742.5676
"1794","nat",2018,"Savanna","SVmp6",2452.8868
"1795","nat",2018,"Savanna","SVmp7",2035.4956
"1796","nat",2018,"Savanna","SVmp8",310.294
"1797","nat",2018,"Savanna","SVs1",1979.2948
"1798","nat",2018,"Savanna","SVs2",1636.8384
"1799","nat",2018,"Savanna","SVs3",1020.0856
"1800","nat",2018,"Savanna","SVs4",332.116
"1801","nat",2018,"Savanna","SVs5",255.7072
"1802","nat",2018,"Savanna","SVs6",7063.0464
"1803","nat",2018,"Savanna","SVs7",4828.0532
"1804","nat",2018,"Savanna","SVs8",866.9884
"1805","nat",2018,"Succulent Karoo","SKk1",1667.568
"1806","nat",2018,"Succulent Karoo","SKk2",129.2048
"1807","nat",2018,"Succulent Karoo","SKk3",1299.5728
"1808","nat",2018,"Succulent Karoo","SKk4",979.5732
"1809","nat",2018,"Succulent Karoo","SKk5",832.2764
"1810","nat",2018,"Succulent Karoo","SKk6",57.1404
"1811","nat",2018,"Succulent Karoo","SKk7",132.458
"1812","nat",2018,"Succulent Karoo","SKk8",0.646
"1813","nat",2018,"Succulent Karoo","SKk9",140.3324
"1814","nat",2018,"Succulent Karoo","SKn1",7343.7548
"1815","nat",2018,"Succulent Karoo","SKn2",534.2448
"1816","nat",2018,"Succulent Karoo","SKn3",2893.0444
"1817","nat",2018,"Succulent Karoo","SKn4",4584.9324
"1818","nat",2018,"Succulent Karoo","SKn5",650.838
"1819","nat",2018,"Succulent Karoo","SKn6",391.562
"1820","nat",2018,"Succulent Karoo","SKn7",908.4916
"1821","nat",2018,"Succulent Karoo","SKr1",1199.7908
"1822","nat",2018,"Succulent Karoo","SKr10",127.1652
"1823","nat",2018,"Succulent Karoo","SKr11",128.19
"1824","nat",2018,"Succulent Karoo","SKr12",611.9304
"1825","nat",2018,"Succulent Karoo","SKr13",722.0072
"1826","nat",2018,"Succulent Karoo","SKr14",365.2504
"1827","nat",2018,"Succulent Karoo","SKr15",200.3552
"1828","nat",2018,"Succulent Karoo","SKr16",432.43
"1829","nat",2018,"Succulent Karoo","SKr17",259.9504
"1830","nat",2018,"Succulent Karoo","SKr18",814.6328
"1831","nat",2018,"Succulent Karoo","SKr19",369.4556
"1832","nat",2018,"Succulent Karoo","SKr2",191.3576
"1833","nat",2018,"Succulent Karoo","SKr3",170.7484
"1834","nat",2018,"Succulent Karoo","SKr4",827.2752
