"","LC","YEAR","BIOME","T_MAPCODE","km2"
"2452","nat",2022,"Fynbos","FFg4",14.1344
"2453","nat",2022,"Fynbos","FFg5",177.678
"2454","nat",2022,"Fynbos","FFh1",198.7996
"2455","nat",2022,"Fynbos","FFh10",277.9484
"2456","nat",2022,"Fynbos","FFh11",5.3668
"2457","nat",2022,"Fynbos","FFh2",101.2808
"2458","nat",2022,"Fynbos","FFh3",63.6852
"2459","nat",2022,"Fynbos","FFh4",203.6124
"2460","nat",2022,"Fynbos","FFh5",35.8028
"2461","nat",2022,"Fynbos","FFh6",67.108
"2462","nat",2022,"Fynbos","FFh7",148.176
"2463","nat",2022,"Fynbos","FFh8",144.4432
"2464","nat",2022,"Fynbos","FFh9",243.7668
"2465","nat",2022,"Fynbos","FFl1",257.4524
"2466","nat",2022,"Fynbos","FFl2",661.6104
"2467","nat",2022,"Fynbos","FFl3",622.3644
"2468","nat",2022,"Fynbos","FFq1",49.024
"2469","nat",2022,"Fynbos","FFq2",1617.4104
"2470","nat",2022,"Fynbos","FFq3",1249.804
"2471","nat",2022,"Fynbos","FFq4",91.3208
"2472","nat",2022,"Fynbos","FFq5",388.316
"2473","nat",2022,"Fynbos","FFq6",668.574
"2474","nat",2022,"Fynbos","FFs1",800.52
"2475","nat",2022,"Fynbos","FFs10",1008.654
"2476","nat",2022,"Fynbos","FFs11",763.5196
"2477","nat",2022,"Fynbos","FFs12",1049.864
"2478","nat",2022,"Fynbos","FFs13",520.876
"2479","nat",2022,"Fynbos","FFs14",333.1052
"2480","nat",2022,"Fynbos","FFs15",906.3568
"2481","nat",2022,"Fynbos","FFs16",1173.312
"2482","nat",2022,"Fynbos","FFs17",100.296
"2483","nat",2022,"Fynbos","FFs18",732.3164
"2484","nat",2022,"Fynbos","FFs19",1047.7296
"2485","nat",2022,"Fynbos","FFs2",937.778
"2486","nat",2022,"Fynbos","FFs20",1567.7116
"2487","nat",2022,"Fynbos","FFs21",318.0388
"2488","nat",2022,"Fynbos","FFs22",385.3768
"2489","nat",2022,"Fynbos","FFs23",846.108
"2490","nat",2022,"Fynbos","FFs24",1082.2572
"2491","nat",2022,"Fynbos","FFs25",330.9052
"2492","nat",2022,"Fynbos","FFs26",287.084
"2493","nat",2022,"Fynbos","FFs27",2155.9756
"2494","nat",2022,"Fynbos","FFs28",3696.5036
"2495","nat",2022,"Fynbos","FFs29",131.6812
"2496","nat",2022,"Fynbos","FFs3",469.3428
"2497","nat",2022,"Fynbos","FFs30",37.4804
"2498","nat",2022,"Fynbos","FFs31",50.79
"2499","nat",2022,"Fynbos","FFs32",354.3128
"2500","nat",2022,"Fynbos","FFs4",2232.7588
"2501","nat",2022,"Fynbos","FFs5",1051.0576
"2502","nat",2022,"Fynbos","FFs6",370.706
"2503","nat",2022,"Fynbos","FFs7",371.0828
"2504","nat",2022,"Fynbos","FFs8",315.7336
"2505","nat",2022,"Fynbos","FFs9",203.276
"2506","nat",2022,"Fynbos","FFt1",395.7416
"2507","nat",2022,"Fynbos","FFt2",181.5708
"2508","nat",2022,"Fynbos","FRa1",174.4068
"2509","nat",2022,"Fynbos","FRa2",36.5332
"2510","nat",2022,"Fynbos","FRc1",12.802
"2511","nat",2022,"Fynbos","FRc2",28.494
"2512","nat",2022,"Fynbos","FRd1",197.2376
"2513","nat",2022,"Fynbos","FRd2",565.3256
"2514","nat",2022,"Fynbos","FRg1",252.788
"2515","nat",2022,"Fynbos","FRg2",153.8836
"2516","nat",2022,"Fynbos","FRg3",18.8332
"2517","nat",2022,"Fynbos","FRl1",432.6812
"2518","nat",2022,"Fynbos","FRs1",196.0464
"2519","nat",2022,"Fynbos","FRs10",2.5132
"2520","nat",2022,"Fynbos","FRs11",153.0492
"2521","nat",2022,"Fynbos","FRs12",195.7052
"2522","nat",2022,"Fynbos","FRs13",397.7656
"2523","nat",2022,"Fynbos","FRs14",326.5452
"2524","nat",2022,"Fynbos","FRs15",264.244
"2525","nat",2022,"Fynbos","FRs16",1104.1168
"2526","nat",2022,"Fynbos","FRs17",64.1688
"2527","nat",2022,"Fynbos","FRs18",118.6764
"2528","nat",2022,"Fynbos","FRs19",155.8908
"2529","nat",2022,"Fynbos","FRs2",104.3384
"2530","nat",2022,"Fynbos","FRs20",11.4372
"2531","nat",2022,"Fynbos","FRs3",3148.2664
"2532","nat",2022,"Fynbos","FRs4",211.3784
"2533","nat",2022,"Fynbos","FRs5",1199.1376
"2534","nat",2022,"Fynbos","FRs6",1809.988
"2535","nat",2022,"Fynbos","FRs7",1293.4608
"2536","nat",2022,"Fynbos","FRs8",616.4812
"2537","nat",2022,"Fynbos","FRs9",486.2376
"2538","nat",2022,"Fynbos","FS1",235.792
"2539","nat",2022,"Fynbos","FS10",305.542
"2540","nat",2022,"Fynbos","FS11",39.448
"2541","nat",2022,"Fynbos","FS12",91.0064
"2542","nat",2022,"Fynbos","FS13",35.1444
"2543","nat",2022,"Fynbos","FS14",84.9324
"2544","nat",2022,"Fynbos","FS2",78.3044
"2545","nat",2022,"Fynbos","FS3",580.8488
"2546","nat",2022,"Fynbos","FS4",49.5296
"2547","nat",2022,"Fynbos","FS5",293.0008
"2548","nat",2022,"Fynbos","FS6",183.1524
"2549","nat",2022,"Fynbos","FS7",37.4948
"2550","nat",2022,"Fynbos","FS9",12.3604
"2551","nat",2022,"Grassland","Gd1",4202.9276
"2552","nat",2022,"Grassland","Gd10",2753.284
"2553","nat",2022,"Grassland","Gd2",153.586
"2554","nat",2022,"Grassland","Gd3",2409.262
"2555","nat",2022,"Grassland","Gd4",5993.8588
"2556","nat",2022,"Grassland","Gd5",1116.0928
"2557","nat",2022,"Grassland","Gd6",21.5476
"2558","nat",2022,"Grassland","Gd7",1345.922
"2559","nat",2022,"Grassland","Gd8",17291.3664
"2560","nat",2022,"Grassland","Gd9",1855.9928
"2561","nat",2022,"Grassland","Gh1",8138.5332
"2562","nat",2022,"Grassland","Gh10",5813.4168
"2563","nat",2022,"Grassland","Gh11",416.9716
"2564","nat",2022,"Grassland","Gh12",221.1288
"2565","nat",2022,"Grassland","Gh13",2123.7648
"2566","nat",2022,"Grassland","Gh14",3675.5048
"2567","nat",2022,"Grassland","Gh15",5468.9772
"2568","nat",2022,"Grassland","Gh2",5660.4316
"2569","nat",2022,"Grassland","Gh3",12357.1816
"2570","nat",2022,"Grassland","Gh4",9249.242
"2571","nat",2022,"Grassland","Gh5",2576.7764
"2572","nat",2022,"Grassland","Gh6",10488.0812
"2573","nat",2022,"Grassland","Gh7",1286.1452
"2574","nat",2022,"Grassland","Gh8",66.1308
"2575","nat",2022,"Grassland","Gh9",5306.9972
"2576","nat",2022,"Grassland","Gm1",2813.2064
"2577","nat",2022,"Grassland","Gm10",183.1432
"2578","nat",2022,"Grassland","Gm11",4209.3672
"2579","nat",2022,"Grassland","Gm12",3707.4124
"2580","nat",2022,"Grassland","Gm13",2126.2596
"2581","nat",2022,"Grassland","Gm14",2950.1124
"2582","nat",2022,"Grassland","Gm15",1967.0736
"2583","nat",2022,"Grassland","Gm16",5328.8756
"2584","nat",2022,"Grassland","Gm17",805.2008
"2585","nat",2022,"Grassland","Gm19",847.0616
"2586","nat",2022,"Grassland","Gm2",2818.7752
"2587","nat",2022,"Grassland","Gm20",18.3784
"2588","nat",2022,"Grassland","Gm21",1192.6756
"2589","nat",2022,"Grassland","Gm22",352.086
"2590","nat",2022,"Grassland","Gm23",759.7868
"2591","nat",2022,"Grassland","Gm24",9.3328
"2592","nat",2022,"Grassland","Gm25",103.7852
"2593","nat",2022,"Grassland","Gm26",242.2212
"2594","nat",2022,"Grassland","Gm27",261.144
"2595","nat",2022,"Grassland","Gm28",91.556
"2596","nat",2022,"Grassland","Gm29",502.7088
"2597","nat",2022,"Grassland","Gm3",6008.3952
"2598","nat",2022,"Grassland","Gm30",2611.3308
"2599","nat",2022,"Grassland","Gm31",536.1616
"2600","nat",2022,"Grassland","Gm4",7447.7704
"2601","nat",2022,"Grassland","Gm5",2462.3852
"2602","nat",2022,"Grassland","Gm6",5464.9784
"2603","nat",2022,"Grassland","Gm7",27.6196
"2604","nat",2022,"Grassland","Gm8",5504.348
"2605","nat",2022,"Grassland","Gm9",435.8432
"2606","nat",2022,"Grassland","Gs1",281.4492
"2607","nat",2022,"Grassland","Gs10",7576.2196
"2608","nat",2022,"Grassland","Gs11",1020.7256
"2609","nat",2022,"Grassland","Gs12",4698.084
"2610","nat",2022,"Grassland","Gs13",148.2664
"2611","nat",2022,"Grassland","Gs14",2135.8588
"2612","nat",2022,"Grassland","Gs15",3708.014
"2613","nat",2022,"Grassland","Gs16",2980.22
"2614","nat",2022,"Grassland","Gs17",4170.7988
"2615","nat",2022,"Grassland","Gs18",1407.3916
"2616","nat",2022,"Grassland","Gs19",1334.6488
"2617","nat",2022,"Grassland","Gs2",1242.8228
"2618","nat",2022,"Grassland","Gs20",2257.522
"2619","nat",2022,"Grassland","Gs3",1563.8912
"2620","nat",2022,"Grassland","Gs4",4242.93
"2621","nat",2022,"Grassland","Gs6",3303.6124
"2622","nat",2022,"Grassland","Gs7",2366.6848
"2623","nat",2022,"Grassland","Gs8",1664.26
"2624","nat",2022,"Grassland","Gs9",2020.0288
"2625","nat",2022,"IOCB","CB1",832.548
"2626","nat",2022,"IOCB","CB2",401.0516
"2627","nat",2022,"IOCB","CB3",672.314
"2628","nat",2022,"IOCB","CB4",641.0904
"2629","nat",2022,"IOCB","CB5",899.2332
"2630","nat",2022,"IOCB","CB6",411.5112
"2631","nat",2022,"NOTVEG","NOTVEG",915.9504
"2632","nat",2022,"Nama-Karoo","NKb1",4637.4332
"2633","nat",2022,"Nama-Karoo","NKb2",601.392
"2634","nat",2022,"Nama-Karoo","NKb3",40919.9956
"2635","nat",2022,"Nama-Karoo","NKb4",2670.3192
"2636","nat",2022,"Nama-Karoo","NKb5",8543.5324
"2637","nat",2022,"Nama-Karoo","NKb6",40909.9712
"2638","nat",2022,"Nama-Karoo","NKl1",20074.7364
"2639","nat",2022,"Nama-Karoo","NKl2",8164.2908
"2640","nat",2022,"Nama-Karoo","NKl4",683.2128
"2641","nat",2022,"Nama-Karoo","NKu1",16965.0208
"2642","nat",2022,"Nama-Karoo","NKu2",11706.3608
"2643","nat",2022,"Nama-Karoo","NKu3",40004.2396
"2644","nat",2022,"Nama-Karoo","NKu4",48084.2452
"2645","nat",2022,"Savanna","SVcb1",5108.8792
"2646","nat",2022,"Savanna","SVcb10",919.6632
"2647","nat",2022,"Savanna","SVcb11",2493.6388
"2648","nat",2022,"Savanna","SVcb12",10862.8848
"2649","nat",2022,"Savanna","SVcb13",1920.4356
"2650","nat",2022,"Savanna","SVcb14",441.2272
"2651","nat",2022,"Savanna","SVcb15",2856.3324
"2652","nat",2022,"Savanna","SVcb16",9880.8072
"2653","nat",2022,"Savanna","SVcb17",8214.646
"2654","nat",2022,"Savanna","SVcb18",5101.8224
"2655","nat",2022,"Savanna","SVcb19",10665.7168
"2656","nat",2022,"Savanna","SVcb2",1075.8564
"2657","nat",2022,"Savanna","SVcb20",6219.6988
"2658","nat",2022,"Savanna","SVcb21",3045.662
"2659","nat",2022,"Savanna","SVcb22",0.5316
"2660","nat",2022,"Savanna","SVcb23",2519.1048
"2661","nat",2022,"Savanna","SVcb24",596.7168
"2662","nat",2022,"Savanna","SVcb25",823.9772
"2663","nat",2022,"Savanna","SVcb26",1747.8652
"2664","nat",2022,"Savanna","SVcb27",1210.104
"2665","nat",2022,"Savanna","SVcb28",1809.8568
"2666","nat",2022,"Savanna","SVcb29",373.6608
"2667","nat",2022,"Savanna","SVcb3",889.586
"2668","nat",2022,"Savanna","SVcb4",3661.8716
"2669","nat",2022,"Savanna","SVcb5",359.8116
"2670","nat",2022,"Savanna","SVcb6",708.9796
"2671","nat",2022,"Savanna","SVcb7",360.9508
"2672","nat",2022,"Savanna","SVcb8",843.362
"2673","nat",2022,"Savanna","SVcb9",2593.0128
"2674","nat",2022,"Savanna","SVk1",12001.9708
"2675","nat",2022,"Savanna","SVk10",5539.6844
"2676","nat",2022,"Savanna","SVk11",13624.6808
"2677","nat",2022,"Savanna","SVk12",7252.688
"2678","nat",2022,"Savanna","SVk13",8409.2552
"2679","nat",2022,"Savanna","SVk14",880.8224
"2680","nat",2022,"Savanna","SVk15",1617.2148
"2681","nat",2022,"Savanna","SVk16",7905.7652
"2682","nat",2022,"Savanna","SVk17",3751.572
"2683","nat",2022,"Savanna","SVk18",953.0492
"2684","nat",2022,"Savanna","SVk2",3227.4224
"2685","nat",2022,"Savanna","SVk3",576.2632
"2686","nat",2022,"Savanna","SVk4",12455.3472
"2687","nat",2022,"Savanna","SVk5",1418.3416
"2688","nat",2022,"Savanna","SVk6",4220.3792
"2689","nat",2022,"Savanna","SVk7",13112.6348
"2690","nat",2022,"Savanna","SVk8",3235.7984
"2691","nat",2022,"Savanna","SVk9",5504.2496
"2692","nat",2022,"Savanna","SVkd1",37004.7196
"2693","nat",2022,"Savanna","SVkd2",2239.5116
"2694","nat",2022,"Savanna","SVkd3",2898.1184
"2695","nat",2022,"Savanna","SVkd4",762.2544
"2696","nat",2022,"Savanna","SVl1",1579.2596
"2697","nat",2022,"Savanna","SVl10",615.1964
"2698","nat",2022,"Savanna","SVl11",596.5872
"2699","nat",2022,"Savanna","SVl12",368.3856
"2700","nat",2022,"Savanna","SVl13",72.4612
"2701","nat",2022,"Savanna","SVl14",3420.6212
"2702","nat",2022,"Savanna","SVl15",1343.736
"2703","nat",2022,"Savanna","SVl16",2251.9056
"2704","nat",2022,"Savanna","SVl17",42.6524
"2705","nat",2022,"Savanna","SVl18",865.0132
"2706","nat",2022,"Savanna","SVl19",80.776
"2707","nat",2022,"Savanna","SVl2",183.8284
"2708","nat",2022,"Savanna","SVl20",648.648
"2709","nat",2022,"Savanna","SVl21",268.5708
"2710","nat",2022,"Savanna","SVl22",3681.678
"2711","nat",2022,"Savanna","SVl23",5704.3004
"2712","nat",2022,"Savanna","SVl24",182.28
"2713","nat",2022,"Savanna","SVl25",472.9328
"2714","nat",2022,"Savanna","SVl26",510.344
"2715","nat",2022,"Savanna","SVl27",426.688
"2716","nat",2022,"Savanna","SVl3",14882.14
"2717","nat",2022,"Savanna","SVl4",1968.0536
"2718","nat",2022,"Savanna","SVl5",2975.3692
"2719","nat",2022,"Savanna","SVl6",757.7016
"2720","nat",2022,"Savanna","SVl7",286.2132
"2721","nat",2022,"Savanna","SVl8",1748.3556
"2722","nat",2022,"Savanna","SVl9",1115.6136
"2723","nat",2022,"Savanna","SVmp1",8133.022
"2724","nat",2022,"Savanna","SVmp2",2718.2392
"2725","nat",2022,"Savanna","SVmp3",276.878
"2726","nat",2022,"Savanna","SVmp4",2800.2144
"2727","nat",2022,"Savanna","SVmp5",4722.0828
"2728","nat",2022,"Savanna","SVmp6",2431.4684
"2729","nat",2022,"Savanna","SVmp7",2027.626
"2730","nat",2022,"Savanna","SVmp8",310.2836
"2731","nat",2022,"Savanna","SVs1",1972.284
"2732","nat",2022,"Savanna","SVs2",1631.75
"2733","nat",2022,"Savanna","SVs3",1014.296
"2734","nat",2022,"Savanna","SVs4",325.9052
"2735","nat",2022,"Savanna","SVs5",250.3336
"2736","nat",2022,"Savanna","SVs6",7037.5756
"2737","nat",2022,"Savanna","SVs7",4782.816
"2738","nat",2022,"Savanna","SVs8",848.6824
"2739","nat",2022,"Succulent Karoo","SKk1",1666.85
"2740","nat",2022,"Succulent Karoo","SKk2",129.1548
"2741","nat",2022,"Succulent Karoo","SKk3",1298.8296
"2742","nat",2022,"Succulent Karoo","SKk4",979.3724
"2743","nat",2022,"Succulent Karoo","SKk5",829.1768
"2744","nat",2022,"Succulent Karoo","SKk6",57.032
"2745","nat",2022,"Succulent Karoo","SKk7",130.8612
"2746","nat",2022,"Succulent Karoo","SKk8",0.6316
"2747","nat",2022,"Succulent Karoo","SKk9",140.2268
"2748","nat",2022,"Succulent Karoo","SKn1",7342.0048
"2749","nat",2022,"Succulent Karoo","SKn2",534.2036
"2750","nat",2022,"Succulent Karoo","SKn3",2891.024
"2751","nat",2022,"Succulent Karoo","SKn4",4581.266
"2752","nat",2022,"Succulent Karoo","SKn5",650.5384
"2753","nat",2022,"Succulent Karoo","SKn6",391.506
"2754","nat",2022,"Succulent Karoo","SKn7",907.9312
"2755","nat",2022,"Succulent Karoo","SKr1",1199.7416
"2756","nat",2022,"Succulent Karoo","SKr10",127.1424
"2757","nat",2022,"Succulent Karoo","SKr11",128.1204
"2758","nat",2022,"Succulent Karoo","SKr12",611.8968
"2759","nat",2022,"Succulent Karoo","SKr13",721.8316
"2760","nat",2022,"Succulent Karoo","SKr14",365.2156
"2761","nat",2022,"Succulent Karoo","SKr15",200.304
"2762","nat",2022,"Succulent Karoo","SKr16",432.3352
"2763","nat",2022,"Succulent Karoo","SKr17",259.666
"2764","nat",2022,"Succulent Karoo","SKr18",812.362
"2765","nat",2022,"Succulent Karoo","SKr19",367.7144
"2766","nat",2022,"Succulent Karoo","SKr2",191.3312
"2767","nat",2022,"Succulent Karoo","SKr3",170.7376
"2768","nat",2022,"Succulent Karoo","SKr4",827.1612
"2769","nat",2022,"Succulent Karoo","SKr5",18.3652
"2770","nat",2022,"Succulent Karoo","SKr6",65.8232
"2771","nat",2022,"Succulent Karoo","SKr7",326.5544
"2772","nat",2022,"Succulent Karoo","SKr8",50.5104
"2773","nat",2022,"Succulent Karoo","SKr9",3.2652
"2774","nat",2022,"Succulent Karoo","SKs1",311.0076
"2775","nat",2022,"Succulent Karoo","SKs10",133.9984
"2776","nat",2022,"Succulent Karoo","SKs11",286.6852
"2777","nat",2022,"Succulent Karoo","SKs12",423.524
"2778","nat",2022,"Succulent Karoo","SKs13",108.1508
"2779","nat",2022,"Succulent Karoo","SKs14",644.0144
"2780","nat",2022,"Succulent Karoo","SKs2",524.9028
"2781","nat",2022,"Succulent Karoo","SKs3",302.72
"2782","nat",2022,"Succulent Karoo","SKs4",441.4408
"2783","nat",2022,"Succulent Karoo","SKs5",565.6908
"2784","nat",2022,"Succulent Karoo","SKs6",122.7916
"2785","nat",2022,"Succulent Karoo","SKs7",2540.0112
"2786","nat",2022,"Succulent Karoo","SKs8",727.288
"2787","nat",2022,"Succulent Karoo","SKs9",884.7432
"2788","nat",2022,"Succulent Karoo","SKt1",101.3284
"2789","nat",2022,"Succulent Karoo","SKt2",7313.0976
"2790","nat",2022,"Succulent Karoo","SKt3",5222.7172
"2791","nat",2022,"Succulent Karoo","SKv1",447.9824
"2792","nat",2022,"Succulent Karoo","SKv10",226.2656
"2793","nat",2022,"Succulent Karoo","SKv11",1369.166
"2794","nat",2022,"Succulent Karoo","SKv13",2513.968
"2795","nat",2022,"Succulent Karoo","SKv14",769.2448
"2796","nat",2022,"Succulent Karoo","SKv2",557.15
"2797","nat",2022,"Succulent Karoo","SKv3",902.9904
"2798","nat",2022,"Succulent Karoo","SKv4",1313.5804
"2799","nat",2022,"Succulent Karoo","SKv5",6923.8212
"2800","nat",2022,"Succulent Karoo","SKv6",4674.8652
"2801","nat",2022,"Succulent Karoo","SKv7",496.252
"2802","nat",2022,"Succulent Karoo","SKv8",3931.7928
"2803","notnat",1990,"Albany Thicket","AT15",0.014
"2804","notnat",1990,"Albany Thicket","AT16",2.0984
"2805","notnat",1990,"Albany Thicket","AT17",132.564
"2806","notnat",1990,"Albany Thicket","AT18",122.5664
"2807","notnat",1990,"Albany Thicket","AT19",11.6024
"2808","notnat",1990,"Albany Thicket","AT20",13.3024
"2809","notnat",1990,"Albany Thicket","AT21",65.1808
"2810","notnat",1990,"Albany Thicket","AT22",105.9704
"2811","notnat",1990,"Albany Thicket","AT23",38.6952
"2812","notnat",1990,"Albany Thicket","AT24",344.4004
"2813","notnat",1990,"Albany Thicket","AT25",12.1024
"2814","notnat",1990,"Albany Thicket","AT26",8.1096
"2815","notnat",1990,"Albany Thicket","AT27",5.5308
"2816","notnat",1990,"Albany Thicket","AT28",110.248
"2817","notnat",1990,"Albany Thicket","AT29",12.8676
"2818","notnat",1990,"Albany Thicket","AT30",40.2868
"2819","notnat",1990,"Albany Thicket","AT31",28.5564
"2820","notnat",1990,"Albany Thicket","AT32",107.18
"2821","notnat",1990,"Albany Thicket","AT33",5.31
"2822","notnat",1990,"Albany Thicket","AT34",4.0012
"2823","notnat",1990,"Albany Thicket","AT35",10.6348
"2824","notnat",1990,"Albany Thicket","AT36",17.8808
"2825","notnat",1990,"Albany Thicket","AT37",54.1736
"2826","notnat",1990,"Albany Thicket","AT38",381.5368
"2827","notnat",1990,"Albany Thicket","AT39",20.0896
"2828","notnat",1990,"Albany Thicket","AT40",94.296
"2829","notnat",1990,"Albany Thicket","AT41",87.1088
"2830","notnat",1990,"Albany Thicket","AT42",5.1832
"2831","notnat",1990,"Albany Thicket","AT43",15.432
"2832","notnat",1990,"Albany Thicket","AT44",74.7432
"2833","notnat",1990,"Albany Thicket","AT45",245.55
"2834","notnat",1990,"Albany Thicket","AT46",14.5596
"2835","notnat",1990,"Albany Thicket","AT47",16.3176
"2836","notnat",1990,"Albany Thicket","AT48",8.0728
"2837","notnat",1990,"Albany Thicket","AT49",85.4252
"2838","notnat",1990,"Albany Thicket","AT50",50.9216
"2839","notnat",1990,"Albany Thicket","AT51",173.52
"2840","notnat",1990,"Albany Thicket","AT52",11.782
"2841","notnat",1990,"Albany Thicket","AT53",7.6104
"2842","notnat",1990,"Albany Thicket","AT54",2.1
"2843","notnat",1990,"Albany Thicket","AT55",10.8528
"2844","notnat",1990,"Albany Thicket","AT56",202.3364
"2845","notnat",1990,"Albany Thicket","AT57",25.028
"2846","notnat",1990,"Albany Thicket","AT58",20.7732
"2847","notnat",1990,"Azonal","AZa1",0.388
"2848","notnat",1990,"Azonal","AZa2",193.9148
"2849","notnat",1990,"Azonal","AZa3",274.1884
"2850","notnat",1990,"Azonal","AZa4",422.572
"2851","notnat",1990,"Azonal","AZa5",950.38
"2852","notnat",1990,"Azonal","AZa6",314.2168
"2853","notnat",1990,"Azonal","AZa7",318.8492
"2854","notnat",1990,"Azonal","AZd1",5.8328
"2855","notnat",1990,"Azonal","AZd2",2.2808
"2856","notnat",1990,"Azonal","AZd3",3.3484
"2857","notnat",1990,"Azonal","AZd4",1.2732
"2858","notnat",1990,"Azonal","AZi1",135.5948
"2859","notnat",1990,"Azonal","AZi3",2.8032
"2860","notnat",1990,"Azonal","AZi5",304.288
"2861","notnat",1990,"Azonal","AZi6",623.9316
"2862","notnat",1990,"Azonal","AZi7",128.7964
"2863","notnat",1990,"Azonal","AZi8",225.2436
"2864","notnat",1990,"Azonal","AZs3",0.8916
"2865","notnat",1990,"Desert","Dg1",0.288
"2866","notnat",1990,"Desert","Dg10",2.8984
"2867","notnat",1990,"Desert","Dg2",0.0024
"2868","notnat",1990,"Desert","Dg3",0.3748
"2869","notnat",1990,"Desert","Dg4",0.2796
"2870","notnat",1990,"Desert","Dg5",0
"2871","notnat",1990,"Desert","Dg6",0
"2872","notnat",1990,"Desert","Dg7",1
"2873","notnat",1990,"Desert","Dg8",0.0156
"2874","notnat",1990,"Desert","Dg9",6.966
"2875","notnat",1990,"Desert","Dn1",14.8796
"2876","notnat",1990,"Desert","Dn2",0.2944
"2877","notnat",1990,"Desert","Dn3",12.4324
"2878","notnat",1990,"Desert","Dn4",15.9104
"2879","notnat",1990,"Desert","Dn5",25.9768
"2880","notnat",1990,"Forest","FOa1",26.3256
"2881","notnat",1990,"Forest","FOa2",22.3484
"2882","notnat",1990,"Forest","FOa3",2.2212
"2883","notnat",1990,"Forest","FOz1",148.7752
"2884","notnat",1990,"Forest","FOz2",28.5884
"2885","notnat",1990,"Forest","FOz3",169.1952
"2886","notnat",1990,"Forest","FOz4",97.762
"2887","notnat",1990,"Forest","FOz5",75.3356
"2888","notnat",1990,"Forest","FOz6",31.678
"2889","notnat",1990,"Forest","FOz7",120.0272
"2890","notnat",1990,"Forest","FOz8",14.054
"2891","notnat",1990,"Forest","FOz9",0.3708
"2892","notnat",1990,"Fynbos","FFa1",107.942
"2893","notnat",1990,"Fynbos","FFa2",266.5868
"2894","notnat",1990,"Fynbos","FFa3",287.4696
"2895","notnat",1990,"Fynbos","FFa4",22.7304
"2896","notnat",1990,"Fynbos","FFb1",15.4208
"2897","notnat",1990,"Fynbos","FFb2",5.2396
"2898","notnat",1990,"Fynbos","FFb3",0.0652
"2899","notnat",1990,"Fynbos","FFb4",6.5132
"2900","notnat",1990,"Fynbos","FFb5",10.9972
"2901","notnat",1990,"Fynbos","FFb6",43.5084
"2902","notnat",1990,"Fynbos","FFc1",396.7596
"2903","notnat",1990,"Fynbos","FFd1",173.8512
"2904","notnat",1990,"Fynbos","FFd10",113.7956
"2905","notnat",1990,"Fynbos","FFd11",11.5736
"2906","notnat",1990,"Fynbos","FFd2",1027.9228
"2907","notnat",1990,"Fynbos","FFd3",303.71
"2908","notnat",1990,"Fynbos","FFd4",316.1112
"2909","notnat",1990,"Fynbos","FFd5",384.6872
"2910","notnat",1990,"Fynbos","FFd6",28.3652
"2911","notnat",1990,"Fynbos","FFd7",114.4216
"2912","notnat",1990,"Fynbos","FFd8",50.7088
"2913","notnat",1990,"Fynbos","FFd9",221.682
"2914","notnat",1990,"Fynbos","FFf1",413.2232
"2915","notnat",1990,"Fynbos","FFf2",19.4688
"2916","notnat",1990,"Fynbos","FFg1",0.6548
"2917","notnat",1990,"Fynbos","FFg2",200.7612
"2918","notnat",1990,"Fynbos","FFg3",54.1636
"2919","notnat",1990,"Fynbos","FFg4",2.2032
"2920","notnat",1990,"Fynbos","FFg5",262.9804
"2921","notnat",1990,"Fynbos","FFh1",198.4808
"2922","notnat",1990,"Fynbos","FFh10",4.2812
"2923","notnat",1990,"Fynbos","FFh11",6.5
"2924","notnat",1990,"Fynbos","FFh2",4.4824
"2925","notnat",1990,"Fynbos","FFh3",9.448
"2926","notnat",1990,"Fynbos","FFh4",86.142
"2927","notnat",1990,"Fynbos","FFh5",42.334
"2928","notnat",1990,"Fynbos","FFh6",181.0316
"2929","notnat",1990,"Fynbos","FFh7",101.1684
"2930","notnat",1990,"Fynbos","FFh8",35.9504
"2931","notnat",1990,"Fynbos","FFh9",266.9536
"2932","notnat",1990,"Fynbos","FFl1",22.118
"2933","notnat",1990,"Fynbos","FFl2",25.6472
"2934","notnat",1990,"Fynbos","FFl3",140.1256
"2935","notnat",1990,"Fynbos","FFq1",0
"2936","notnat",1990,"Fynbos","FFq2",22.044
"2937","notnat",1990,"Fynbos","FFq3",15.718
"2938","notnat",1990,"Fynbos","FFq4",5.076
"2939","notnat",1990,"Fynbos","FFq5",0.3116
"2940","notnat",1990,"Fynbos","FFq6",10.0648
"2941","notnat",1990,"Fynbos","FFs1",166.7368
"2942","notnat",1990,"Fynbos","FFs10",34.756
"2943","notnat",1990,"Fynbos","FFs11",134.1744
"2944","notnat",1990,"Fynbos","FFs12",104.8688
"2945","notnat",1990,"Fynbos","FFs13",7.5076
"2946","notnat",1990,"Fynbos","FFs14",20.2184
"2947","notnat",1990,"Fynbos","FFs15",66.8876
"2948","notnat",1990,"Fynbos","FFs16",34.0336
"2949","notnat",1990,"Fynbos","FFs17",5.8764
"2950","notnat",1990,"Fynbos","FFs18",125.25
"2951","notnat",1990,"Fynbos","FFs19",469.2324
"2952","notnat",1990,"Fynbos","FFs2",312.2756
"2953","notnat",1990,"Fynbos","FFs20",640.3632
"2954","notnat",1990,"Fynbos","FFs21",0.092
"2955","notnat",1990,"Fynbos","FFs22",2.4924
"2956","notnat",1990,"Fynbos","FFs23",4.3304
"2957","notnat",1990,"Fynbos","FFs24",1.244
"2958","notnat",1990,"Fynbos","FFs25",1.2788
"2959","notnat",1990,"Fynbos","FFs26",14.1048
