"","T_MAPCODE","YEAR","km2","prop_nat","A3"
"504","FFa1",2022,52.9628,0.29413123690752,"EN"
"505","FFa2",1750,501.6496,1,"LC"
"506","FFa2",1990,235.0628,0.468579661979198,"VU"
"507","FFa2",2014,192.3232,0.383381547598164,"VU"
"508","FFa2",2018,171.872,0.342613649049057,"VU"
"509","FFa2",2020,169.6896,0.338263202043817,"VU"
"510","FFa2",2022,168.948,0.336784879326127,"VU"
"511","FFa3",1750,477.154,1,"LC"
"512","FFa3",1990,189.6844,0.397532871986822,"VU"
"513","FFa3",2014,164.1436,0.344005499272771,"VU"
"514","FFa3",2018,140.9892,0.295479446887169,"EN"
"515","FFa3",2020,139.3292,0.29200048621619,"EN"
"516","FFa3",2022,136.9996,0.287118205023955,"EN"
"517","FFa4",1750,35.8392,1,"LC"
"518","FFa4",1990,13.1088,0.365767093015469,"VU"
"519","FFa4",2014,7.9916,0.222984888055537,"EN"
"520","FFa4",2018,5.288,0.147547936337865,"EN"
"521","FFa4",2020,5.176,0.144422866581843,"EN"
"522","FFa4",2022,5.122,0.142916136520904,"EN"
"523","FFb1",1750,279.0688,1,"LC"
"524","FFb1",1990,263.648,0.944741941772065,"LC"
"525","FFb1",2014,260.9748,0.935162941898199,"LC"
"526","FFb1",2018,258.6304,0.926762146108773,"LC"
"527","FFb1",2020,258.3268,0.925674242337373,"LC"
"528","FFb1",2022,258.2252,0.925310174408605,"LC"
"529","FFb2",1750,134.5308,1,"LC"
"530","FFb2",1990,129.2912,0.961052784938468,"LC"
"531","FFb2",2014,128.8256,0.957591867438535,"LC"
"532","FFb2",2018,128.3692,0.95419933576549,"LC"
"533","FFb2",2020,128.2904,0.953613596291704,"LC"
"534","FFb2",2022,128.2068,0.952992177256063,"LC"
"535","FFb3",1750,97.8776,1,"LC"
"536","FFb3",1990,97.8124,0.99933386188464,"LC"
"537","FFb3",2014,97.808,0.999288907778695,"LC"
"538","FFb3",2018,97.7444,0.998639116610951,"LC"
"539","FFb3",2020,97.72,0.998389825659804,"LC"
"540","FFb3",2022,97.7068,0.99825496334197,"LC"
"541","FFb4",1750,61.9624,1,"LC"
"542","FFb4",1990,55.4492,0.89488463971699,"LC"
"543","FFb4",2014,54.5776,0.880818044491498,"LC"
"544","FFb4",2018,54.188,0.874530360347566,"LC"
"545","FFb4",2020,54.0752,0.872709901488645,"LC"
"546","FFb4",2022,54.0568,0.872412947206693,"LC"
"547","FFb5",1750,108.3896,1,"LC"
"548","FFb5",1990,97.3924,0.898540081336217,"LC"
"549","FFb5",2014,96.5404,0.890679548591378,"LC"
"550","FFb5",2018,96.0748,0.886383933513916,"LC"
"551","FFb5",2020,95.86,0.884402193568387,"LC"
"552","FFb5",2022,95.8256,0.884084819945825,"LC"
"553","FFb6",1750,78.0444,1,"LC"
"554","FFb6",1990,34.536,0.442517336285499,"VU"
"555","FFb6",2014,31.1996,0.399767311940383,"VU"
"556","FFb6",2018,29.7744,0.381505912019312,"VU"
"557","FFb6",2020,29.3304,0.375816842720298,"VU"
"558","FFb6",2022,29.268,0.375017297845842,"VU"
"559","FFc1",1750,869.1648,1,"LC"
"560","FFc1",1990,472.4052,0.543516258366653,"LC"
"561","FFc1",2014,417.9464,0.480859786314402,"VU"
"562","FFc1",2018,391.334,0.450241427172384,"VU"
"563","FFc1",2020,389.0884,0.447657797462576,"VU"
"564","FFc1",2022,388.6148,0.447112906551209,"VU"
"565","FFd1",1750,1300.9768,1,"LC"
"566","FFd1",1990,1127.1256,0.866368716183102,"LC"
"567","FFd1",2014,1113.306,0.855746236212667,"LC"
"568","FFd1",2018,1107.9184,0.851605040151369,"LC"
"569","FFd1",2020,1107.2972,0.851127552774192,"LC"
"570","FFd1",2022,1106.6752,0.850649450474444,"LC"
"571","FFd10",1750,151.6788,1,"LC"
"572","FFd10",1990,37.8832,0.249759359910548,"EN"
"573","FFd10",2014,34.2408,0.225745456846969,"EN"
"574","FFd10",2018,31.0504,0.204711535165099,"EN"
"575","FFd10",2020,30.6976,0.202385567396367,"EN"
"576","FFd10",2022,29.776,0.196309569959678,"EN"
"577","FFd11",1750,76.61,1,"LC"
"578","FFd11",1990,65.0364,0.848928338337032,"LC"
"579","FFd11",2014,62.1544,0.81130922856024,"LC"
"580","FFd11",2018,60.1604,0.785281294870121,"LC"
"581","FFd11",2020,60.0304,0.783584388461036,"LC"
"582","FFd11",2022,60.0188,0.783432972196841,"LC"
"583","FFd2",1750,2055.6608,1,"LC"
"584","FFd2",1990,1027.738,0.49995505095004,"VU"
"585","FFd2",2014,818.9028,0.398364749670763,"VU"
"586","FFd2",2018,771.7904,0.37544637714549,"VU"
"587","FFd2",2020,760.3436,0.369877948735511,"VU"
"588","FFd2",2022,756.9556,0.368229816903645,"VU"
"589","FFd3",1750,1009.5924,1,"LC"
"590","FFd3",1990,705.8824,0.699175627708766,"LC"
"591","FFd3",2014,659.6652,0.653397549347638,"LC"
"592","FFd3",2018,642.314,0.636211207612102,"LC"
"593","FFd3",2020,639.8112,0.633732187365911,"LC"
"594","FFd3",2022,638.2968,0.632232176074226,"LC"
"595","FFd4",1750,689.0436,1,"LC"
"596","FFd4",1990,372.9324,0.541231933654126,"LC"
"597","FFd4",2014,358.52,0.520315405295108,"LC"
"598","FFd4",2018,335.8012,0.487343906829698,"VU"
"599","FFd4",2020,333.228,0.483609455192676,"VU"
"600","FFd4",2022,330.844,0.480149587050805,"VU"
"601","FFd5",1750,556.9336,1,"LC"
"602","FFd5",1990,172.2464,0.309276366159269,"VU"
"603","FFd5",2014,132.548,0.237996055544144,"EN"
"604","FFd5",2018,93.2976,0.167520149619272,"EN"
"605","FFd5",2020,91.812,0.164852686208913,"EN"
"606","FFd5",2022,88.866,0.15956300715202,"EN"
"607","FFd6",1750,88.5808,1,"LC"
"608","FFd6",1990,60.2156,0.679781623105684,"LC"
"609","FFd6",2014,56.2124,0.634588985423478,"LC"
"610","FFd6",2018,52.3056,0.590484619691852,"LC"
"611","FFd6",2020,51.6908,0.58354406372487,"LC"
"612","FFd6",2022,51.4168,0.580450842620523,"LC"
"613","FFd7",1750,247.4448,1,"LC"
"614","FFd7",1990,133.0232,0.537587373022185,"LC"
"615","FFd7",2014,128.0444,0.517466521826282,"LC"
"616","FFd7",2018,120.5756,0.487282820249203,"VU"
"617","FFd7",2020,119.77,0.484027144639936,"VU"
"618","FFd7",2022,119.5484,0.483131591369065,"VU"
"619","FFd8",1750,97.686,1,"LC"
"620","FFd8",1990,46.9772,0.480900026615892,"VU"
"621","FFd8",2014,45.5852,0.466650287656368,"VU"
"622","FFd8",2018,43.8228,0.448608807812788,"VU"
"623","FFd8",2020,43.4952,0.44525520545421,"VU"
"624","FFd8",2022,43.4192,0.444477202465041,"VU"
"625","FFd9",1750,517.29,1,"LC"
"626","FFd9",1990,295.608,0.571455083222177,"LC"
"627","FFd9",2014,282.4656,0.546048831409848,"LC"
"628","FFd9",2018,265.0924,0.51246380173597,"LC"
"629","FFd9",2020,264.364,0.511055694098088,"LC"
"630","FFd9",2022,264.1432,0.510628854221037,"LC"
"631","FFf1",1750,694.0016,1,"LC"
"632","FFf1",1990,280.7784,0.404578894342607,"VU"
"633","FFf1",2014,258.8616,0.372998563692072,"VU"
"634","FFf1",2018,236.0696,0.34015714084809,"VU"
"635","FFf1",2020,233.9056,0.337038992417309,"VU"
"636","FFf1",2022,233.5072,0.336464930340218,"VU"
"637","FFf2",1750,40.588,1,"LC"
"638","FFf2",1990,21.1192,0.520331132354391,"LC"
"639","FFf2",2014,20.0152,0.493130974672317,"VU"
"640","FFf2",2018,19.4436,0.479047994481127,"VU"
"641","FFf2",2020,19.4044,0.478082191780822,"VU"
"642","FFf2",2022,19.376,0.47738247757958,"VU"
"643","FFg1",1750,64.8176,1,"LC"
"644","FFg1",1990,64.1628,0.989897805534299,"LC"
"645","FFg1",2014,64.0716,0.988490780281899,"LC"
"646","FFg1",2018,64.0356,0.987935375577004,"LC"
"647","FFg1",2020,64.024,0.98775641183876,"LC"
"648","FFg1",2022,64.0224,0.987731727185209,"LC"
"649","FFg2",1750,523.9892,1,"LC"
"650","FFg2",1990,323.228,0.616860042153541,"LC"
"651","FFg2",2014,297.9936,0.568701797670639,"LC"
"652","FFg2",2018,282.3864,0.538916450949752,"LC"
"653","FFg2",2020,280.9016,0.536082804760098,"LC"
"654","FFg2",2022,279.5672,0.533536187387068,"LC"
"655","FFg3",1750,91.7956,1,"LC"
"656","FFg3",1990,37.632,0.409954289748093,"VU"
"657","FFg3",2014,34.3492,0.374192227078422,"VU"
"658","FFg3",2018,31.4272,0.34236063602177,"VU"
"659","FFg3",2020,31.3424,0.341436844467491,"VU"
"660","FFg3",2022,31.2132,0.340029369599414,"VU"
"661","FFg4",1750,16.934,1,"LC"
"662","FFg4",1990,14.7308,0.869894886028109,"LC"
"663","FFg4",2014,14.2204,0.8397543403803,"LC"
"664","FFg4",2018,14.1388,0.834935632455415,"LC"
"665","FFg4",2020,14.1352,0.834723042399906,"LC"
"666","FFg4",2022,14.1344,0.834675800165348,"LC"
"667","FFg5",1750,498.2224,1,"LC"
"668","FFg5",1990,235.242,0.472162632591389,"VU"
"669","FFg5",2014,202.7332,0.406913057301318,"VU"
"670","FFg5",2018,180.4428,0.362173198154077,"VU"
"671","FFg5",2020,178.5104,0.358294608993895,"VU"
"672","FFg5",2022,177.678,0.356623869179708,"VU"
"673","FFh1",1750,427.9772,1,"LC"
"674","FFh1",1990,229.4964,0.53623510785154,"LC"
"675","FFh1",2014,212.8908,0.497434910083995,"VU"
"676","FFh1",2018,200.652,0.468838059597567,"VU"
"677","FFh1",2020,199.2624,0.465591157659801,"VU"
"678","FFh1",2022,198.7996,0.464509791643106,"VU"
"679","FFh10",1750,283.2676,1,"LC"
"680","FFh10",1990,278.9864,0.984886375992171,"LC"
"681","FFh10",2014,278.5096,0.983203161957104,"LC"
"682","FFh10",2018,278.0868,0.981710580384061,"LC"
"683","FFh10",2020,278.0152,0.981457815860338,"LC"
"684","FFh10",2022,277.9484,0.981221996444351,"LC"
"685","FFh11",1750,12.6292,1,"LC"
"686","FFh11",1990,6.1292,0.485319735216799,"VU"
"687","FFh11",2014,6.0388,0.478161720457353,"VU"
"688","FFh11",2018,5.5004,0.435530358217464,"VU"
"689","FFh11",2020,5.3908,0.426852057137428,"VU"
"690","FFh11",2022,5.3668,0.42495169923669,"VU"
"691","FFh2",1750,106.534,1,"LC"
"692","FFh2",1990,102.0516,0.957925169429478,"LC"
"693","FFh2",2014,101.7328,0.954932697542569,"LC"
"694","FFh2",2018,101.306,0.950926464790583,"LC"
"695","FFh2",2020,101.2844,0.950723712617568,"LC"
"696","FFh2",2022,101.2808,0.950689920588732,"LC"
"697","FFh3",1750,75.1268,1,"LC"
"698","FFh3",1990,65.6788,0.87423928611361,"LC"
"699","FFh3",2014,65.1164,0.866753275795056,"LC"
"700","FFh3",2018,63.7652,0.848767683436537,"LC"
"701","FFh3",2020,63.714,0.848086168983638,"LC"
"702","FFh3",2022,63.6852,0.847702817103883,"LC"
"703","FFh4",1750,316.876,1,"LC"
"704","FFh4",1990,230.734,0.728152337191835,"LC"
"705","FFh4",2014,211.3012,0.66682614019364,"LC"
"706","FFh4",2018,204.5084,0.645389363662758,"LC"
"707","FFh4",2020,203.862,0.643349448995822,"LC"
"708","FFh4",2022,203.6124,0.642561759173936,"LC"
"709","FFh5",1750,84.0044,1,"LC"
"710","FFh5",1990,41.6704,0.496050206893925,"VU"
"711","FFh5",2014,38.8444,0.462409111903662,"VU"
"712","FFh5",2018,36.4568,0.433986791168082,"VU"
"713","FFh5",2020,36.1088,0.429844151020661,"VU"
"714","FFh5",2022,35.8028,0.426201484684136,"VU"
"715","FFh6",1750,279.4916,1,"LC"
"716","FFh6",1990,98.46,0.352282501513462,"VU"
"717","FFh6",2014,82.848,0.296423935459957,"EN"
"718","FFh6",2018,69.446,0.248472583791427,"EN"
"719","FFh6",2020,67.5152,0.241564326083503,"EN"
"720","FFh6",2022,67.108,0.240107394998633,"EN"
"721","FFh7",1750,266.618,1,"LC"
"722","FFh7",1990,165.4496,0.620549250238169,"LC"
"723","FFh7",2014,156.1416,0.585637878912902,"LC"
"724","FFh7",2018,148.8364,0.558238378504077,"LC"
"725","FFh7",2020,148.3028,0.556237013254919,"LC"
"726","FFh7",2022,148.176,0.555761426460329,"LC"
"727","FFh8",1750,186.7676,1,"LC"
"728","FFh8",1990,150.8172,0.807512652087407,"LC"
"729","FFh8",2014,147.262,0.788477230526065,"LC"
"730","FFh8",2018,144.684,0.774673979855178,"LC"
"731","FFh8",2020,144.5036,0.77370807356308,"LC"
"732","FFh8",2022,144.4432,0.773384676999651,"LC"
"733","FFh9",1750,563.6392,1,"LC"
"734","FFh9",1990,296.6856,0.526375028564372,"LC"
"735","FFh9",2014,269.4576,0.478067529724689,"VU"
"736","FFh9",2018,247.882,0.439788432032406,"VU"
"737","FFh9",2020,245.5312,0.435617678827165,"VU"
"738","FFh9",2022,243.7668,0.432487307483227,"VU"
"739","FFl1",1750,286.9588,1,"LC"
"740","FFl1",1990,264.8408,0.922922733158906,"LC"
"741","FFl1",2014,262.9836,0.916450723936677,"LC"
"742","FFl1",2018,258.1172,0.899492191910476,"LC"
"743","FFl1",2020,257.5984,0.897684266870366,"LC"
"744","FFl1",2022,257.4524,0.897175483031014,"LC"
"745","FFl2",1750,694.2568,1,"LC"
"746","FFl2",1990,668.6096,0.963058049989572,"LC"
"747","FFl2",2014,667.2504,0.961100272982562,"LC"
"748","FFl2",2018,662.2,0.953825731343215,"LC"
"749","FFl2",2020,661.8244,0.953284721157935,"LC"
"750","FFl2",2022,661.6104,0.952976477868132,"LC"
"751","FFl3",1750,791.6736,1,"LC"
"752","FFl3",1990,651.548,0.823000792245693,"LC"
"753","FFl3",2014,641.656,0.810505743781275,"LC"
"754","FFl3",2018,623.1776,0.7871648113566,"LC"
"755","FFl3",2020,622.448,0.786243219427805,"LC"
"756","FFl3",2022,622.3644,0.78613762035263,"LC"
"757","FFq1",1750,49.024,1,"LC"
"758","FFq1",1990,49.024,1,"LC"
"759","FFq1",2014,49.024,1,"LC"
"760","FFq1",2018,49.024,1,"LC"
"761","FFq1",2020,49.024,1,"LC"
"762","FFq1",2022,49.024,1,"LC"
"763","FFq2",1750,1646.1872,1,"LC"
"764","FFq2",1990,1624.1432,0.986609056369774,"LC"
"765","FFq2",2014,1621.35,0.984912287010858,"LC"
"766","FFq2",2018,1617.9196,0.982828441382608,"LC"
"767","FFq2",2020,1617.482,0.982562614992997,"LC"
"768","FFq2",2022,1617.4104,0.982519120547165,"LC"
"769","FFq3",1750,1268.0852,1,"LC"
"770","FFq3",1990,1252.3672,0.987604933800978,"LC"
"771","FFq3",2014,1251.4956,0.986917598281251,"LC"
"772","FFq3",2018,1250.0196,0.985753638635637,"LC"
"773","FFq3",2020,1249.8856,0.985647967502499,"LC"
"774","FFq3",2022,1249.804,0.985583618513961,"LC"
"775","FFq4",1750,97.856,1,"LC"
"776","FFq4",1990,92.78,0.948127861347286,"LC"
"777","FFq4",2014,92.0184,0.940344996729889,"LC"
"778","FFq4",2018,91.4272,0.934303466317855,"LC"
"779","FFq4",2020,91.3576,0.933592217135383,"LC"
"780","FFq4",2022,91.3208,0.933216154349248,"LC"
"781","FFq5",1750,388.8108,1,"LC"
"782","FFq5",1990,388.4992,0.999198581932395,"LC"
"783","FFq5",2014,388.4596,0.999096732909682,"LC"
"784","FFq5",2018,388.3716,0.998870401748099,"LC"
"785","FFq5",2020,388.3248,0.998750034721258,"LC"
"786","FFq5",2022,388.316,0.998727401605099,"LC"
"787","FFq6",1750,683.2776,1,"LC"
"788","FFq6",1990,673.2128,0.985269822982635,"LC"
"789","FFq6",2014,671.7848,0.983179896428626,"LC"
"790","FFq6",2018,669.6812,0.980101206303265,"LC"
"791","FFq6",2020,669.522,0.979868211690241,"LC"
"792","FFq6",2022,668.574,0.978480781456907,"LC"
"793","FFs1",1750,1014.1516,1,"LC"
"794","FFs1",1990,847.4148,0.835589866446003,"LC"
"795","FFs1",2014,809.5972,0.798299978030898,"LC"
"796","FFs1",2018,801.8964,0.790706635970401,"LC"
"797","FFs1",2020,801.0928,0.789914249506681,"LC"
"798","FFs1",2022,800.52,0.789349442430501,"LC"
"799","FFs10",1750,1050.6224,1,"LC"
"800","FFs10",1990,1015.8664,0.966918656978949,"LC"
"801","FFs10",2014,1012.8076,0.96400723989894,"LC"
"802","FFs10",2018,1009.646,0.960997976056859,"LC"
"803","FFs10",2020,1009.1724,0.960547195643268,"LC"
"804","FFs10",2022,1008.654,0.960053773839202,"LC"
"805","FFs11",1750,914.2348,1,"LC"
"806","FFs11",1990,780.0604,0.853238577223269,"LC"
"807","FFs11",2014,770.7732,0.843080136525103,"LC"
"808","FFs11",2018,765.004,0.836769722613928,"LC"
"809","FFs11",2020,764.088,0.835767791818907,"LC"
"810","FFs11",2022,763.5196,0.835146069696756,"LC"
"811","FFs12",1750,1179.408,1,"LC"
"812","FFs12",1990,1074.5392,0.911083526650659,"LC"
"813","FFs12",2014,1066.5108,0.904276382727606,"LC"
"814","FFs12",2018,1052.188,0.892132324013403,"LC"
"815","FFs12",2020,1050.5472,0.890741117577632,"LC"
"816","FFs12",2022,1049.864,0.89016184390813,"LC"
"817","FFs13",1750,531.504,1,"LC"
"818","FFs13",1990,523.9964,0.985874800565941,"LC"
"819","FFs13",2014,522.7864,0.983598241969957,"LC"
"820","FFs13",2018,521.0416,0.980315482103615,"LC"
"821","FFs13",2020,520.8932,0.980036274421265,"LC"
"822","FFs13",2022,520.876,0.980003913423041,"LC"
"823","FFs14",1750,358.8828,1,"LC"
"824","FFs14",1990,338.6644,0.943662945117459,"LC"
"825","FFs14",2014,335.4396,0.934677281831283,"LC"
"826","FFs14",2018,333.4736,0.929199170314097,"LC"
"827","FFs14",2020,333.2388,0.928544917728016,"LC"
"828","FFs14",2022,333.1052,0.928172651350246,"LC"
"829","FFs15",1750,993.5776,1,"LC"
"830","FFs15",1990,926.69,0.932680044316619,"LC"
"831","FFs15",2014,915.4812,0.921398791599166,"LC"
"832","FFs15",2018,907.226,0.913090230697633,"LC"
"833","FFs15",2020,906.6148,0.912475079953493,"LC"
"834","FFs15",2022,906.3568,0.912215412263722,"LC"
"835","FFs16",1750,1215.3228,1,"LC"
"836","FFs16",1990,1181.2892,0.971996246593909,"LC"
"837","FFs16",2014,1177.8348,0.969153874180588,"LC"
"838","FFs16",2018,1173.9212,0.965933659765126,"LC"
"839","FFs16",2020,1173.596,0.965666076535386,"LC"
"840","FFs16",2022,1173.312,0.965432393764027,"LC"
"841","FFs17",1750,107.4468,1,"LC"
"842","FFs17",1990,101.5704,0.945308748143267,"LC"
"843","FFs17",2014,101.0436,0.94040585666581,"LC"
"844","FFs17",2018,100.3672,0.934110648246388,"LC"
"845","FFs17",2020,100.3344,0.933805380895476,"LC"
"846","FFs17",2022,100.296,0.933447994728554,"LC"
"847","FFs18",1750,878.8052,1,"LC"
"848","FFs18",1990,753.5552,0.857476947109553,"LC"
"849","FFs18",2014,744.0512,0.846662263718967,"LC"
"850","FFs18",2018,733.4592,0.83460953576515,"LC"
"851","FFs18",2020,732.74,0.833791151895778,"LC"
"852","FFs18",2022,732.3164,0.833309133810314,"LC"
"853","FFs19",1750,1571.0644,1,"LC"
"854","FFs19",1990,1101.832,0.701328347838574,"LC"
"855","FFs19",2014,1077.3556,0.685748846450852,"LC"
"856","FFs19",2018,1052.866,0.670160943116017,"LC"
"857","FFs19",2020,1050.336,0.668550569919349,"LC"
"858","FFs19",2022,1047.7296,0.666891567271208,"LC"
"859","FFs2",1750,1343.1468,1,"LC"
"860","FFs2",1990,1030.8712,0.767504490201667,"LC"
"861","FFs2",2014,975.6896,0.72642067121777,"LC"
"862","FFs2",2018,947.7932,0.705651236335447,"LC"
"863","FFs2",2020,939.6116,0.699559869405191,"LC"
"864","FFs2",2022,937.778,0.698194717062945,"LC"
"865","FFs20",1750,2298.4988,1,"LC"
"866","FFs20",1990,1658.1356,0.72139937597531,"LC"
"867","FFs20",2014,1598.6864,0.695535016159243,"LC"
"868","FFs20",2018,1575.6908,0.685530399232751,"LC"
"869","FFs20",2020,1569.6316,0.682894243842981,"LC"
"870","FFs20",2022,1567.7116,0.682058916019447,"LC"
"871","FFs21",1750,318.3396,1,"LC"
"872","FFs21",1990,318.2476,0.999711000453604,"LC"
"873","FFs21",2014,318.214,0.999605452793181,"LC"
"874","FFs21",2018,318.086,0.99920336646776,"LC"
"875","FFs21",2020,318.0468,0.999080227530599,"LC"
"876","FFs21",2022,318.0388,0.999055097135261,"LC"
"877","FFs22",1750,388.3256,1,"LC"
"878","FFs22",1990,385.8332,0.993581674759532,"LC"
"879","FFs22",2014,385.8232,0.993555923173749,"LC"
"880","FFs22",2018,385.4152,0.992505258473817,"LC"
"881","FFs22",2020,385.3908,0.992442424604507,"LC"
"882","FFs22",2022,385.3768,0.992406372384411,"LC"
"883","FFs23",1750,852.1924,1,"LC"
"884","FFs23",1990,847.862,0.994918518400305,"LC"
"885","FFs23",2014,847.2812,0.99423698216506,"LC"
"886","FFs23",2018,846.3536,0.993148495574474,"LC"
"887","FFs23",2020,846.1904,0.992956989524901,"LC"
"888","FFs23",2022,846.108,0.992860297744969,"LC"
"889","FFs24",1750,1084.7884,1,"LC"
"890","FFs24",1990,1083.5444,0.998853232575127,"LC"
"891","FFs24",2014,1083.3672,0.998689882745796,"LC"
"892","FFs24",2018,1082.5308,0.997918856801935,"LC"
"893","FFs24",2020,1082.396,0.997794592936281,"LC"
"894","FFs24",2022,1082.2572,0.997666641715564,"LC"
"895","FFs25",1750,332.5684,1,"LC"
"896","FFs25",1990,331.2896,0.996154775979919,"LC"
"897","FFs25",2014,331.1432,0.995714565785565,"LC"
"898","FFs25",2018,330.9492,0.995131227140041,"LC"
"899","FFs25",2020,330.9168,0.995033803572438,"LC"
"900","FFs25",2022,330.9052,0.994998923529716,"LC"
"901","FFs26",1750,304.1844,1,"LC"
"902","FFs26",1990,290.0796,0.953630758184838,"LC"
"903","FFs26",2014,288.5168,0.948493085115476,"LC"
"904","FFs26",2018,287.234,0.944275906325242,"LC"
"905","FFs26",2020,287.0992,0.943832754079433,"LC"
"906","FFs26",2022,287.084,0.943782784389995,"LC"
"907","FFs27",1750,2402.9412,1,"LC"
"908","FFs27",1990,2197.2576,0.914403398634973,"LC"
"909","FFs27",2014,2182.932,0.908441704690901,"LC"
"910","FFs27",2018,2164.1368,0.900619956909474,"LC"
"911","FFs27",2020,2161.7728,0.899636162549462,"LC"
"912","FFs27",2022,2155.9756,0.897223619121433,"LC"
"913","FFs28",1750,4052.18,1,"LC"
"914","FFs28",1990,3752.0192,0.925926094102434,"LC"
"915","FFs28",2014,3721.6912,0.918441727662641,"LC"
"916","FFs28",2018,3703.386,0.913924356765988,"LC"
"917","FFs28",2020,3698.8704,0.912809993633057,"LC"
"918","FFs28",2022,3696.5036,0.912225912965367,"LC"
"919","FFs29",1750,334.1964,1,"LC"
"920","FFs29",1990,164.0824,0.490975965031341,"VU"
"921","FFs29",2014,144.5876,0.432642601775483,"VU"
"922","FFs29",2018,133.2308,0.398660189038541,"VU"
"923","FFs29",2020,132.838,0.397484832272281,"VU"
"924","FFs29",2022,131.6812,0.394023394626633,"VU"
"925","FFs3",1750,498.2384,1,"LC"
"926","FFs3",1990,474.1984,0.9517500056198,"LC"
"927","FFs3",2014,472.0324,0.947402689154429,"LC"
"928","FFs3",2018,470.1596,0.943643845998221,"LC"
"929","FFs3",2020,469.4724,0.942264586591479,"LC"
"930","FFs3",2022,469.3428,0.94200447014923,"LC"
"931","FFs30",1750,37.5252,1,"LC"
"932","FFs30",1990,37.5252,1,"LC"
"933","FFs30",2014,37.5252,1,"LC"
"934","FFs30",2018,37.4912,0.999093942204172,"LC"
"935","FFs30",2020,37.4848,0.998923390148487,"LC"
"936","FFs30",2022,37.4804,0.998806135610203,"LC"
"937","FFs31",1750,50.8348,1,"LC"
"938","FFs31",1990,50.8348,1,"LC"
"939","FFs31",2014,50.8348,1,"LC"
"940","FFs31",2018,50.828,0.999866233367693,"LC"
"941","FFs31",2020,50.7904,0.999126582577289,"LC"
"942","FFs31",2022,50.79,0.99911871395186,"LC"
"943","FFs32",1750,547.9488,1,"LC"
"944","FFs32",1990,412.8172,0.753386447784903,"LC"
"945","FFs32",2014,366.306,0.668504064613336,"LC"
"946","FFs32",2018,360.442,0.657802334816684,"LC"
"947","FFs32",2020,357.5984,0.65261279886004,"LC"
"948","FFs32",2022,354.3128,0.646616618194985,"LC"
"949","FFs4",1750,2523.64,1,"LC"
"950","FFs4",1990,2284.3552,0.905182672647446,"LC"
"951","FFs4",2014,2259.062,0.895160165475266,"LC"
"952","FFs4",2018,2238.5196,0.887020177204356,"LC"
"953","FFs4",2020,2233.7616,0.88513480528126,"LC"
"954","FFs4",2022,2232.7588,0.884737442741437,"LC"
"955","FFs5",1750,1135.986,1,"LC"
"956","FFs5",1990,1065.9308,0.938330930134702,"LC"
"957","FFs5",2014,1059.318,0.932509731634017,"LC"
"958","FFs5",2018,1051.976,0.926046623814026,"LC"
"959","FFs5",2020,1051.2628,0.925418799175342,"LC"
"960","FFs5",2022,1051.0576,0.925238163146377,"LC"
"961","FFs6",1750,422.8764,1,"LC"
"962","FFs6",1990,383.2364,0.906261025680317,"LC"
"963","FFs6",2014,377.4512,0.89258043248571,"LC"
"964","FFs6",2018,371.6348,0.878826058867319,"LC"
"965","FFs6",2020,370.938,0.87717829606949,"LC"
"966","FFs6",2022,370.706,0.876629672405459,"LC"
"967","FFs7",1750,394.0712,1,"LC"
"968","FFs7",1990,375.8132,0.953668271114459,"LC"
"969","FFs7",2014,373.3496,0.947416608978276,"LC"
"970","FFs7",2018,371.3628,0.942374880478452,"LC"
"971","FFs7",2020,371.17,0.941885628789924,"LC"
"972","FFs7",2022,371.0828,0.94166434898059,"LC"
"973","FFs8",1750,319.7464,1,"LC"
"974","FFs8",1990,316.99,0.991379418188915,"LC"
"975","FFs8",2014,316.5036,0.989858212633512,"LC"
"976","FFs8",2018,315.9276,0.988056785002114,"LC"
"977","FFs8",2020,315.8412,0.987786570857405,"LC"
"978","FFs8",2022,315.7336,0.987450054167928,"LC"
"979","FFs9",1750,219.4464,1,"LC"
"980","FFs9",1990,206.5656,0.941303206614463,"LC"
"981","FFs9",2014,204.9768,0.934063169867448,"LC"
"982","FFs9",2018,203.54,0.927515785175788,"LC"
"983","FFs9",2020,203.404,0.926896043863103,"LC"
"984","FFs9",2022,203.276,0.926312757921752,"LC"
"985","FFt1",1750,404.9544,1,"LC"
"986","FFt1",1990,397.7252,0.982148113466603,"LC"
"987","FFt1",2014,396.6444,0.979479170988141,"LC"
"988","FFt1",2018,395.8584,0.977538211709763,"LC"
"989","FFt1",2020,395.7816,0.977348560726837,"LC"
"990","FFt1",2022,395.7416,0.97724978417323,"LC"
"991","FFt2",1750,211.1624,1,"LC"
"992","FFt2",1990,184.3552,0.873049368637598,"LC"
"993","FFt2",2014,183.2752,0.867934821729626,"LC"
"994","FFt2",2018,182.4516,0.864034506143139,"LC"
"995","FFt2",2020,181.6072,0.860035688171758,"LC"
"996","FFt2",2022,181.5708,0.859863308998193,"LC"
"997","FOa1",1750,176.5124,1,"LC"
"998","FOa1",1990,150.1868,0.850856936963069,"LC"
"999","FOa1",2014,134.9612,0.764598974349677,"LC"
"1000","FOa1",2018,133.9124,0.758464678868944,"LC"
"1001","FOa1",2020,133.7084,0.757309245955418,"LC"
"1002","FOa1",2022,133.4168,0.755657656555496,"LC"
"1003","FOa2",1750,100.4988,1,"LC"
"1004","FOa2",1990,78.1504,0.77762520547509,"LC"
"1005","FOa2",2014,73.7624,0.733962992592946,"LC"
