"","T_MAPCODE","1750","1990","2014","2018","2020","2022","pnat_1990","pnat_2014","pnat_2018","pnat_2020","pnat_2022","ARD9022","ARD9014","ARD1422","ARD1822","ROD9022","ROD9014","ROD1422","ROD1822","nat_2040_ard9022","nat_2040_ard9014","nat_2040_ard1422","nat_2040_ard1822","pred2040lm","pred2040poly","pred2040spline","prclost50_9022","prclost50_9014","prclost50_1422","prclost50_1822","prclost50_lm","prclost50_poly","prclost50_spline","A2b_9022","A2b_9014","A2b_1422","A2b_1822","A2b_lm","A2b_poly","A2b_spline"
"347","SVk18",999.6036,967.8296,963.8112,954.3788,953.4352,953.0492,0.968213399791677,0.964193406266244,0.954757265780155,0.953813291588786,0.953427138517708,0.4618875,0.167433333333335,1.34524999999999,0.332399999999978,0.0477240518372242,0.0172998773062257,0.139576091251066,0.0344880823132143,944.735225,959.457933333333,900.5671,951.209600000001,946.013521495327,911.210565369992,949.246312101911,2,1,7,2,2,6,2,"LC","LC","LC","LC","LC","LC","LC"
"348","SVk2",4206.5528,3349.3636,3284.0676,3244.9464,3233.6,3227.4224,0.796225260740814,0.78070281205076,0.771402750489664,0.768705435006069,0.767236869105744,3.81066250000001,2.72066666666668,7.08064999999999,4.38099999999997,0.113772732826021,0.0812293615021874,0.215606097755113,0.133401638870039,3158.830475,3213.33026666667,2995.3311,3130.3136,3165.53517009346,3032.03436242634,3180.27148980892,6,4,11,7,5,9,5,"LC","LC","LC","LC","LC","LC","LC"
"349","SVk3",1366.9324,632.7872,599.2416,583.794,577.6448,576.2632,0.462925013702214,0.438384224413731,0.427083299803268,0.422584759860839,0.421574029556985,1.766375,1.39773333333333,2.8723,1.8827,0.279142024364589,0.220885209646044,0.479322530345022,0.314180457431527,544.46845,562.900533333333,489.1722,538.6522,545.803373831775,499.221926399438,574.261074522292,14,11,23,15,14,21,9,"LC","LC","LC","LC","LC","LC","LC"
"350","SVk4",16649.7672,13102.4916,12716.5448,12546.004,12495.5028,12455.3472,0.786947435517297,0.763767123422603,0.753524289516793,0.750491142002274,0.748079360533041,20.2232625,16.0811166666667,32.6496999999999,22.6642000000002,0.154346693112934,0.122733272095108,0.256749773727844,0.178226085437926,12091.328475,12298.4357666667,11470.0066,11969.2816,12119.777071028,11616.752391219,12102.7880742038,8,6,12,9,8,11,8,"LC","LC","LC","LC","LC","LC","LC"
"351","SVk5",1457.8836,1432.3584,1427.704,1422.3936,1421.0436,1418.3416,0.982491606325773,0.979299033201279,0.975656492740573,0.974730492887086,0.972877121328479,0.438025000000003,0.193933333333338,1.1703,1.01300000000003,0.0305806842756675,0.0135394418975962,0.0819707726531548,0.070953082711825,1410.45715,1422.66173333333,1373.8434,1381.7084,1413.73039626168,1383.93652031416,1390.25723949045,2,1,4,4,1,3,3,"LC","LC","LC","LC","LC","LC","LC"
"352","SVk6",5313.8536,4398.9956,4302.784,4247.0232,4233.5024,4220.3792,0.827835302048969,0.809729496499489,0.799236019599787,0.796691576147299,0.794221955983131,5.5817625,4.00881666666669,10.3005999999999,6.66099999999983,0.126887203524368,0.0911302722527545,0.239393843613807,0.154806748375002,4119.907475,4198.55476666667,3883.9656,4065.94560000001,4131.96433457944,3942.4402257861,4096.87343917197,6,5,12,8,6,10,7,"LC","LC","LC","LC","LC","LC","LC"
"353","SVk7",13360.5836,13200.418,13182.0172,13142.274,13132.408,13112.6348,0.988012080550134,0.986634835322613,0.983660174844458,0.982921734047606,0.981441768756269,2.743225,0.766699999999977,8.67280000000005,7.4097999999999,0.0207813494996901,0.00580814940860188,0.0657926618393432,0.0562114271858172,13063.25675,13162.083,12766.778,12829.928,13089.5367962617,12847.6834829015,12906.8503216561,1,0,3,3,1,3,2,"LC","LC","LC","LC","LC","LC","LC"
"354","SVk8",3363.508,3263.79,3256.5296,3243.4308,3241.1848,3235.7984,0.970352976713598,0.968194397040233,0.964300010584188,0.963632255371475,0.962030832095538,0.874737499999995,0.302516666666672,2.59139999999996,1.90809999999999,0.0268012801068695,0.00926887657192012,0.0795755088484368,0.0585930494843342,3220.053125,3248.66416666667,3134.22,3168.385,3226.90226168224,3157.93238284134,3178.04263789809,1,0,4,3,1,3,3,"LC","LC","LC","LC","LC","LC","LC"
"355","SVk9",5779.5996,5624.214,5568.2308,5531.512,5519.2396,5504.2496,0.973114815773743,0.963428470027578,0.9570752963579,0.954951896667721,0.952358291394442,3.7488875,2.33263333333332,7.99765000000002,6.8155999999999,0.0666562029823189,0.041474832453625,0.143630001831103,0.122401535511062,5436.769625,5507.58233333333,5224.3315,5283.434,5453.81580560748,5278.91300814269,5360.1173133758,3,2,7,6,3,6,5,"LC","LC","LC","LC","LC","LC","LC"
"356","SVkd1",37063.7256,37040.0648,37036.0064,37012.5328,37007.9424,37004.7196,0.999361618412155,0.999252120515375,0.998618789687996,0.998494938134336,0.998407985191861,1.10453750000011,0.169100000000071,3.91085000000021,1.95330000000104,0.00298200747208225,0.000456532678636327,0.0105595888437912,0.00527405676223513,36984.837925,37031.6098,36844.5223,36942.3997999999,36992.2709775701,36878.356464727,36975.7343203821,0,0,1,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
"357","SVkd2",2242.3668,2242.0984,2242.096,2239.9764,2239.5172,2239.5116,0.999880305041976,0.999879234744289,0.998933983503502,0.998729199879342,0.998726702518071,0.0808375000000012,0.0000999999999938457,0.323050000000023,0.116200000000049,0.00360543944012454,0.00000446010754897491,0.0144083928609669,0.00518265051987287,2238.056525,2242.0934,2225.9459,2236.2884,2238.51807850467,2228.61038996827,2240.25592866242,0,0,1,0,0,1,0,"LC","LC","LC","LC","LC","LC","LC"
"358","SVkd3",2898.1244,2897.932,2897.932,2897.932,2897.932,2897.932,0.999933612235555,0.999933612235555,1.00002001294354,0.999998757817297,0.999997929695495,0,0,0,0,0,0,0,0,2897.932,2897.932,2897.932,2897.932,2898.23094579439,2898.82651358687,2898.31448535031,0,0,0,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
"359","SVkd4",762.4428,762.3372,762.3372,762.2864,762.2544,762.2544,0.999861497806786,0.999861497806786,0.999794869857778,0.999752899496198,0.999752899496198,0.00258750000000063,0,0.0103500000000025,0.00799999999998136,0.000339416730549241,0,0.00135766692219697,0.00104940438430413,762.207825,762.3372,761.8197,761.937200000001,762.229491588785,761.890310273181,762.331530573248,0,0,0,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
"360","SVl1",2090.6908,1703.552,1607.7448,1596.0408,1585.8384,1579.2596,0.814827328842696,0.769001709865466,0.76340356020125,0.758523642042142,0.755376930916805,3.88413749999999,3.99196666666667,3.56064999999998,4.19529999999997,0.228002285812232,0.234331952688657,0.221468606211631,0.260943154659867,1509.345125,1503.95366666667,1525.5195,1493.787,1508.6321364486,1518.54062265928,1530.37382229299,11,12,10,12,11,11,10,"LC","LC","LC","LC","LC","LC","LC"
"361","SVl10",942.7836,672.2176,638.034,621.6892,618.5128,615.1964,0.713013675672763,0.676755514202835,0.659418767997237,0.656049596110921,0.652531927793398,1.7819125,1.42431666666666,2.85469999999999,1.6232,0.265079715258868,0.211883275098222,0.447421297297635,0.254406504982493,583.121975,601.001766666667,529.4826,591.0576,584.869160747663,543.053274459051,582.862399044587,13,11,21,12,13,19,13,"LC","LC","LC","LC","LC","LC","LC"
"362","SVl11",630.6152,611.7144,602.654,599.1152,598.9264,596.5872,0.970027998056501,0.955660440788614,0.950048777764951,0.949749387582158,0.946039993961452,0.472724999999997,0.377516666666665,0.758349999999993,0.631999999999977,0.0772787104570363,0.0617145299614763,0.125835056267774,0.104869460751937,588.07815,592.838566666667,573.7969,580.114400000001,589.580405607476,579.029194412426,569.816947452231,4,3,6,5,4,5,7,"LC","LC","LC","LC","LC","LC","LC"
"363","SVl12",468.3948,384.416,372.4024,368.6232,368.4948,368.3856,0.820709367396905,0.795060918695084,0.786992511445473,0.78671838372245,0.786485247060813,0.50095,0.500566666666666,0.502099999999999,0.0593999999999966,0.130314555065346,0.130214836704681,0.134827272863977,0.0159504879667791,359.3685,359.387666666667,359.311,381.446,358.218908411215,359.414333248841,366.715736942675,7,7,7,1,7,7,5,"LC","LC","LC","LC","LC","LC","LC"
"364","SVl13",109.4832,76.1768,73.9276,72.67,72.5552,72.4612,0.695785289432534,0.675241498238999,0.66375480439008,0.662706241688222,0.661847662472416,0.1161125,0.0937166666666667,0.183299999999999,0.0521999999999991,0.152425016540469,0.123025208024841,0.247945287010533,0.0706096234694473,70.371175,71.4909666666667,67.0118000000001,73.5668,70.3331869158878,67.8511185139273,71.4451812101912,8,6,12,3,8,11,6,"LC","LC","LC","LC","LC","LC","LC"
"365","SVl14",4460.3124,3502.5956,3441.3408,3423.7496,3421.8328,3420.6212,0.785280331485301,0.771547033342328,0.767603094348279,0.767173348664995,0.766901708499163,2.5617,2.55228333333334,2.58994999999999,0.782100000000014,0.0731371900313014,0.0728683417901096,0.0752599103233248,0.0227266070247973,3374.5106,3374.98143333333,3373.0981,3463.4906,3369.77158130841,3373.31487030352,3408.50816783439,4,4,4,1,4,4,3,"LC","LC","LC","LC","LC","LC","LC"
"366","SVl15",1335.0152,1334.6324,1334.5932,1334.5932,1334.5932,1334.5932,0.999713261691702,0.999683898730142,1.00726283865532,1.0067996229556,1.00653236008099,0.00122499999999803,0.00163333333333071,0,0,0.0000917855733157709,0.000122380764421028,0,0,1334.57115,1334.55073333333,1334.6324,1334.6324,1348.46508785047,1380.7041060751,1343.56293248408,0,0,0,0,-1,-3,-1,"LC","LC","LC","LC","LC","LC","LC"
"367","SVl16",2583.6644,2319.5988,2266.5748,2256.1668,2252.8552,2251.9056,0.897794156237939,0.877271366977847,0.873242980009323,0.871961234593781,0.871593694599035,2.11541250000001,2.20933333333335,1.83364999999998,1.06529999999998,0.0911973441269242,0.0952463561083644,0.0808996023427057,0.0470004343117191,2213.828175,2209.13213333333,2227.9163,2266.3338,2209.96764299065,2222.77543956632,2248.12877197452,5,5,4,2,5,4,3,"LC","LC","LC","LC","LC","LC","LC"
"368","SVl17",134.5176,56.8588,45.588,43.1824,42.7248,42.6524,0.422686696759383,0.338899891166658,0.321016729409386,0.317614944066799,0.317076724532701,0.44395,0.469616666666667,0.36695,0.1325,0.780793826109591,0.825934888999885,0.80492673510573,0.290646661402124,34.6613,33.3779666666667,38.5113,50.2338,33.6059514018691,37.3174703904826,42.5995589171974,39,41,32,12,41,34,25,"VU","VU","VU","LC","VU","VU","LC"
"369","SVl18",1124.2472,932.5992,885.522,872.2916,866.8908,865.0132,0.829532152715168,0.787657732214054,0.775889501881793,0.771085576197121,0.769415480865774,2.1120625,1.96155,2.56360000000001,1.81960000000001,0.226470545975163,0.210331512186585,0.289501559532119,0.205483319443222,826.996075,834.5217,804.4192,841.6192,826.27474953271,807.359005774443,855.830972929936,11,11,14,10,11,13,8,"LC","LC","LC","LC","LC","LC","LC"
"370","SVl19",152.9456,97.448,88.1284,83.7092,81.0864,80.776,0.637141571905305,0.57620748815265,0.547313554623343,0.530164973689992,0.528135493927252,0.521,0.388316666666666,0.91905,0.7333,0.534644117888515,0.398486030156254,1.04285338211065,0.832081372179683,71.398,78.0321666666667,51.4955,60.783,72.1763514018692,54.6020598314476,83.5420105095541,27,20,47,38,26,44,14,"LC","LC","VU","VU","LC","VU","LC"
"371","SVl2",181.636,181.6164,181.6164,181.6164,181.6164,181.6164,0.99989209187606,0.99989209187606,1.01210112532758,1.01207910326147,1.01207029443502,0,0,0,0,0,0,0,0,181.6164,181.6164,181.6164,181.6164,184.844426168224,192.828182351037,184.297959235668,0,0,0,0,-2,-6,-1,"LC","LC","LC","LC","LC","LC","LC"
"372","SVl20",1645.0052,876.9992,695.062,660.5944,651.9612,648.648,0.533128527496448,0.422528755532201,0.401575873437968,0.396327744131143,0.394313647154428,7.135975,7.58071666666666,5.80175,2.98659999999998,0.813680901875395,0.864392654710137,0.834709709349669,0.429688286800312,520.20045,497.963366666667,586.9117,727.669200000001,505.483609345791,566.999866075839,627.822299044587,41,43,33,17,42,35,28,"VU","VU","VU","LC","VU","VU","LC"
"373","SVl21",335.058,289.8676,275.1308,271.8556,270.8504,268.5708,0.865126634791588,0.821143801968614,0.811368777942923,0.808368700344418,0.801565102161417,0.665524999999999,0.614033333333332,0.82,0.82119999999999,0.229596201852156,0.211832344606066,0.298040059491704,0.298476215676322,256.59135,259.165933333333,248.8676,248.8076,257.611543925233,251.768858665828,244.793650318472,11,11,14,14,11,13,16,"LC","LC","LC","LC","LC","LC","LC"
"374","SVl22",5173.6088,3867.7848,3745.9936,3691.1412,3684.1444,3681.678,0.747599006712684,0.72405814680074,0.713455798977302,0.71210339676243,0.711626669569605,5.8158375,5.07463333333334,8.03944999999999,2.36580000000004,0.150366108786611,0.131202577075471,0.214614621872285,0.0631554736238747,3576.992925,3614.05313333333,3465.8123,3749.4948,3571.33409345794,3490.87445318557,3661.43529936305,8,7,10,3,8,10,5,"LC","LC","LC","LC","LC","LC","LC"
"375","SVl23",8564.76,6110.1372,5832.8444,5737.736,5714.6308,5704.3004,0.71340436859877,0.681028353392273,0.669923733998384,0.667226028516853,0.666019876797482,12.6824,11.5538666666667,16.068,8.35889999999995,0.207563260608943,0.189093408028001,0.275474518058462,0.143307440191615,5476.0172,5532.44386666667,5306.7372,5692.1922,5468.38794205607,5340.0416360565,5630.84020828026,10,9,13,7,11,13,8,"LC","LC","LC","LC","LC","LC","LC"
"376","SVl24",694.624,234.4816,196.7136,184.52,182.8452,182.28,0.337566222877413,0.283194361265951,0.265640116091583,0.263229027502649,0.262415349887133,1.6313,1.57366666666667,1.8042,0.560000000000002,0.695704908188958,0.671125865170941,0.917170953101362,0.284677826037449,152.9166,155.798266666667,144.2716,206.4816,150.206168224299,145.812318880265,177.942141401274,35,34,38,12,36,38,24,"VU","VU","VU","LC","VU","VU","LC"
"377","SVl25",660.6068,520.7136,492.0456,477.2796,475.112,472.9328,0.788235301241223,0.744838836051945,0.722486659235115,0.719205433549882,0.715906648251274,1.49315,1.1945,2.3891,1.08670000000001,0.286750720549646,0.229396735556744,0.485544429215503,0.220853514389725,446.0561,460.9886,401.2586,466.3786,446.778061682242,412.573791387365,451.056792356687,14,11,23,10,14,21,13,"LC","LC","LC","LC","LC","LC","LC"
"378","SVl26",703.5132,601.252,538.3892,523.9772,518.7536,510.344,0.854642101953453,0.765286564630202,0.744800808286184,0.737375787689556,0.725422067418209,2.840875,2.61928333333333,3.50565,3.40830000000001,0.472493230791748,0.435638190531314,0.651136761287187,0.633055046423667,459.20825,470.287833333333,425.9695,430.836999999999,462.773786915886,436.666348845944,426.317608598726,24,22,29,28,23,27,29,"LC","LC","LC","LC","LC","LC","LC"
"379","SVl27",539.908,442.2076,436.782,428.3168,428.0332,426.688,0.81904250353764,0.808993384058025,0.793314416530224,0.792789141853797,0.790297606258844,0.484987500000001,0.226066666666668,1.26175,0.407200000000003,0.109674166613147,0.0511222933904049,0.288874083638978,0.0932272850071668,417.958225,430.904266666667,379.1201,421.8476,419.553087850467,389.694685554641,410.393114012738,5,3,14,5,5,12,7,"LC","LC","LC","LC","LC","LC","LC"
"380","SVl3",19839.1584,15762.6916,15175.7436,15006.9544,14942.614,14882.14,0.794524207236533,0.764938879665379,0.756430998605263,0.753187897325322,0.750139683344632,27.5172375,24.4561666666667,36.70045,31.2036000000003,0.174571946202386,0.155152224551971,0.241836255061663,0.205614965714104,14386.829725,14539.8832666667,13927.6691,14202.5116,14413.6626542056,14038.6519911376,14337.8970369427,9,8,12,10,9,11,9,"LC","LC","LC","LC","LC","LC","LC"
"381","SVl4",2722.0444,2027.8216,1977.182,1970.0104,1969.22,1968.0536,0.744962719932121,0.726359202663998,0.723724565256908,0.723434195268821,0.723005693808668,1.86775,2.10998333333333,1.14105000000001,0.489199999999983,0.0921062286741595,0.10405172394521,0.0577109239311306,0.0247422847264431,1934.4341,1922.32243333333,1970.7691,2003.3616,1929.50399439252,1962.29807554696,1955.56873598726,5,5,3,1,5,3,4,"LC","LC","LC","LC","LC","LC","LC"
"382","SVl5",3568.624,3098.4716,2993.8592,2981.9072,2977.3808,2975.3692,0.868253870399347,0.838939378315003,0.835590188263039,0.834321800223279,0.833758109568282,3.84694999999999,4.35885,2.31124999999997,1.6345,0.12415637438794,0.140677423023661,0.0771996892839841,0.054595085834364,2906.1241,2880.5291,2982.9091,3016.7466,2896.72209719626,2962.23231470254,2962.67227802548,6,7,4,3,7,4,4,"LC","LC","LC","LC","LC","LC","LC"
"383","SVl6",760.2468,758.7256,758.638,757.8224,757.7924,757.7016,0.997999070828052,0.9978838450882,0.996811035574237,0.996771574704425,0.996652139805126,0.032,0.00364999999999801,0.117050000000006,0.0302000000000078,0.00421759856264241,0.000481069836051137,0.0154289661208648,0.00398081825587537,757.1256,758.5431,752.8731,757.2156,757.304207476635,753.985633932486,756.578420063694,0,0,1,0,0,1,0,"LC","LC","LC","LC","LC","LC","LC"
"384","SVl7",323.4536,293.2524,288.9228,287.4316,286.722,286.2132,0.906628956981774,0.89324342038549,0.888633176443236,0.886439353279728,0.88486633013205,0.219975000000002,0.180400000000001,0.338700000000003,0.304600000000008,0.0750121738134118,0.0615169730921217,0.117228546864423,0.105426086137891,282.25365,284.2324,276.3174,278.0224,282.659955140187,277.624576456331,282.080468789809,4,3,6,5,4,5,4,"LC","LC","LC","LC","LC","LC","LC"
"385","SVl8",3399.5656,1997.3848,1815.4912,1783.0972,1757.1012,1748.3556,0.587541184673712,0.534036230981982,0.524507366470587,0.51686050711891,0.514287943141912,7.7821625,7.5789,8.39194999999998,8.68539999999996,0.389617588959323,0.37944115725723,0.462241293155262,0.478404962800148,1608.276675,1618.4398,1577.7873,1563.1148,1607.6398953271,1571.59833529885,1714.09143057325,19,19,21,22,20,21,14,"LC","LC","LC","LC","LC","LC","LC"
"386","SVl9",3562.4732,1337.354,1193.8972,1128.4212,1121.308,1115.6136,0.375400438100138,0.335131559726541,0.316752193391939,0.314755490651831,0.3131570505569,6.9293875,5.97736666666666,9.78545000000003,3.20190000000002,0.518141606485643,0.446954708077791,0.819622493460913,0.268188919448008,990.884625,1038.48566666667,848.081499999999,1177.259,986.514110280374,883.576531696531,1056.82037006369,26,22,37,12,26,34,21,"LC","LC","VU","LC","LC","VU","LC"
"387","SVmp1",8796.3576,8406.836,8233.5284,8203.8444,8158.2776,8133.022,0.955717853034988,0.936015652660597,0.93264107407366,0.927460884491554,0.924589741553936,8.55668749999998,7.22115,12.5632999999999,17.7056,0.1017824958165,0.0858961683087431,0.152587073119222,0.215042678422048,7979.001625,8045.7785,7778.671,7521.556,8005.7746,7810.62560112862,7965.77699203821,5,4,7,11,5,7,5,"LC","LC","LC","LC","LC","LC","LC"
"388","SVmp2",2779.8908,2741.032,2726.9184,2726.9184,2720.6736,2718.2392,0.986021465303601,0.980944431342411,0.981224730122493,0.978698012166521,0.977822294314582,0.712275000000005,0.588066666666672,1.0849,2.16980000000001,0.0259856506600436,0.021454206542159,0.0397848355124966,0.0795696710249932,2705.41825,2711.62866666667,2686.787,2632.542,2709.33426168224,2687.43990020075,2710.13638343949,1,1,2,4,1,2,1,"LC","LC","LC","LC","LC","LC","LC"
"389","SVmp3",277.0592,276.9384,276.928,276.912,276.8908,276.878,0.999563992099883,0.9995264549959,0.999468705605156,0.99939218766242,0.999345988149825,0.00188750000000049,0.000433333333333508,0.00625000000000142,0.00849999999999795,0.000681559509262885,0.000156472823318654,0.00225690432170146,0.00306938987751255,276.844025,276.916733333333,276.6259,276.5134,276.867807476636,276.67230004903,276.787635031847,0,0,0,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
"390","SVmp4",2804.706,2800.6376,2800.5668,2800.5668,2800.5668,2800.2144,0.998549437980309,0.998524194692777,0.998715729919642,0.998698330591513,0.998398548724893,0.0132250000000056,0.00294999999999845,0.044050000000027,0.088100000000054,0.000472213898720977,0.000105333156992481,0.00157289588664791,0.00314579177329582,2799.97635,2800.4901,2798.4351,2796.2326,2800.7733364486,2799.39614448134,2790.92097993631,0,0,0,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
"391","SVmp5",5315.1356,4833.8992,4752.448,4742.5676,4730.6428,4722.0828,0.909459243147061,0.894134855186009,0.89227593741917,0.890032382240634,0.888421887110463,3.49426249999999,3.39379999999998,3.79565000000002,5.12120000000004,0.0722866231881706,0.0702083320231415,0.0798672599889577,0.107759201152754,4659.186075,4664.2092,4644.1167,4577.8392,4663.19259813084,4644.85028004477,4655.8068401274,4,4,4,5,4,4,4,"LC","LC","LC","LC","LC","LC","LC"
"392","SVmp6",3154.1124,2563.3996,2471.538,2452.8868,2444.4892,2431.4684,0.812716629882943,0.783592239769261,0.777678943844867,0.77501651494728,0.770888317106264,4.12285,3.82756666666667,5.00869999999998,5.3546,0.16083524394714,0.149316035887135,0.202655188793374,0.216650522872802,2357.2571,2372.02126666667,2312.9646,2295.6696,2363.33588411215,2327.40451283199,2302.99494585988,8,7,10,10,8,9,10,"LC","LC","LC","LC","LC","LC","LC"
"393","SVmp7",2225.5536,2094.296,2045.8584,2035.4956,2030.1208,2027.626,0.941022494358257,0.91925820164475,0.914601921966741,0.912186882400855,0.911065902883669,2.0834375,2.01823333333332,2.27905000000001,1.9674,0.0994815202817556,0.0963681033308244,0.111398227756135,0.0961650131797977,1990.124125,1993.38433333333,1980.3435,1995.926,1989.5104,1980.54685992026,2011.98650700637,5,5,5,5,5,5,4,"LC","LC","LC","LC","LC","LC","LC"
"394","SVmp8",310.438,310.3024,310.3008,310.294,310.2928,310.2836,0.999563197804393,0.999558043796185,0.999536139261302,0.999532273755146,0.999502638207951,0.000587499999999963,0.0000666666666665113,0.00215000000000032,0.00260000000000105,0.000189331439266974,0.0000214844186401753,0.000692876073796883,0.00083789664738249,310.273025,310.299066666667,310.1949,310.1724,310.283293457944,310.22028554354,310.181021019108,0,0,0,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
"395","SVs1",2706.5924,2083.5492,2043.156,1979.2948,1975.5564,1972.284,0.769805309436323,0.754881303886023,0.731286617076143,0.729905396911629,0.728696348958935,3.47703749999999,1.68305,8.85899999999998,1.75269999999995,0.16688050850923,0.0807780301036327,0.433593910597134,0.0857839538439526,1909.697325,1999.3967,1640.5992,1995.9142,1915.76736448598,1707.97786723036,1931.79612707007,8,4,21,4,8,18,7,"LC","LC","LC","LC","LC","LC","LC"
"396","SVs2",2215.6012,1724.7276,1681.9944,1636.8384,1633.782,1631.75,0.778446771016372,0.759159364961528,0.738778440813265,0.737398950677586,0.736481818117809,2.90555,1.78055,6.28055000000001,1.27210000000002,0.168464283867203,0.103236592259554,0.37339898396808,0.0756304539420597,1579.4501,1635.7001,1410.7001,1661.1226,1581.64417943925,1452.50557578101,1607.49108757962,8,5,18,4,8,16,7,"LC","LC","LC","LC","LC","LC","LC"
"397","SVs3",1533.5048,1109.0464,1056.9168,1020.0856,1016.3196,1014.296,0.723210256661733,0.689216492833932,0.665198830809007,0.662743018476369,0.661423426910695,2.96095,2.17206666666667,5.32759999999999,1.44739999999999,0.266981615917963,0.195849936185417,0.504069951390686,0.136945500345911,960.9989,1000.44306666667,842.666400000001,1036.6764,961.332175700934,871.26071863974,993.896970700637,13,10,24,7,13,21,10,"LC","LC","LC","LC","LC","LC","LC"
"398","SVs4",803.1036,369.5864,343.7804,332.116,327.4648,325.9052,0.460197663165749,0.42806482252103,0.413540668974713,0.407749137222147,0.405807171079796,1.3650375,1.07525,2.2344,1.5527,0.36934191842557,0.290933324386396,0.649949793530987,0.451654602763858,301.334525,315.8239,257.8664,291.9514,302.793342056074,266.261311170523,318.555613694267,18,15,30,21,18,28,14,"LC","LC","VU","LC","LC","LC","LC"
"399","SVs5",1812.6008,375.5448,287.8528,255.7072,252.3812,250.3336,0.207185608656909,0.158806506098861,0.141071988934353,0.139237056499148,0.138107408978303,3.91285,3.65383333333333,4.6899,1.3434,1.04191297549587,0.972942065323054,1.62927023812171,0.466696867287726,179.9023,192.853133333333,141.0498,308.3748,174.455469158878,150.369739300813,229.543659235669,52,49,62,18,54,60,39,"EN","VU","EN","LC","EN","EN","VU"
"400","SVs6",10185.4844,7324.1972,7169.2912,7063.0464,7044.2944,7037.5756,0.719081873023143,0.703873367083062,0.693442365882962,0.691601314513819,0.690941669892499,8.95692499999998,6.45441666666666,16.4644499999999,6.36770000000001,0.122292242486316,0.088124561510532,0.229652409711018,0.0888191011128131,6876.35095,7001.47636666667,6500.9747,7005.8122,6881.57457196261,6586.02922304227,6990.44369012739,6,4,11,4,6,10,5,"LC","LC","LC","LC","LC","LC","LC"
"401","SVs7",7762.2768,5224.1444,4931.6712,4828.0532,4803.496,4782.816,0.673017019954764,0.635338229628709,0.62198931117736,0.618825651772686,0.616161484991105,13.7915125,12.1863833333333,18.6069,11.3093000000001,0.263995621943375,0.233270415215424,0.377294009381647,0.229319829756698,4534.568775,4614.82523333333,4293.7994,4658.67939999999,4536.71830654205,4351.57718305596,4594.08683025477,13,12,18,11,13,17,12,"LC","LC","LC","LC","LC","LC","LC"
"402","SVs8",1527.7652,962.1904,903.9,866.9884,857.2884,848.6824,0.629802537719801,0.591648507244438,0.567487988337475,0.56113884515762,0.555505780600317,3.547125,2.42876666666667,6.90219999999999,4.57649999999998,0.368651048690571,0.252420588135848,0.763602168381457,0.506306007301691,784.83415,840.752066666667,617.0804,733.365400000001,793.890207476635,657.953961860181,769.896415286624,18,13,36,24,17,32,20,"LC","LC","VU","LC","LC","VU","LC"
"403","SKk1",1673.774,1671.1736,1670.7816,1667.568,1667.2184,1666.85,0.998446385234805,0.998212183962709,0.996292211493308,0.996083342195541,0.99586324079595,0.135112500000005,0.0163333333333355,0.491450000000015,0.179500000000019,0.00808488717150662,0.000977357070105435,0.0294143770795665,0.0107434747904824,1664.417975,1670.35693333333,1646.6011,1662.1986,1665.24388224299,1651.06399985568,1662.94061401274,0,0,1,1,0,1,0,"LC","LC","LC","LC","LC","LC","LC"
"404","SKk2",129.9056,129.4136,129.4096,129.2048,129.1948,129.1548,0.996212634405291,0.99618184281509,0.994605313396805,0.994528334421303,0.994220418519294,0.00808750000000025,0.000166666666666278,0.0318500000000022,0.0125000000000028,0.00624934319113312,0.0001287860523672,0.0246117753242434,0.00965925248204371,129.009225,129.405266666667,127.8211,128.7886,129.075059813084,128.141040606122,128.684287261147,0,0,1,0,0,1,1,"LC","LC","LC","LC","LC","LC","LC"
"405","SKk3",1320.886,1305.072,1303.0764,1299.5728,1299.2172,1298.8296,0.988027732900493,0.986516928788707,0.98386446672915,0.983595253488946,0.983301814085394,0.195074999999996,0.0831499999999987,0.530849999999987,0.185799999999972,0.0149474511751073,0.00637129598979969,0.0407382099775567,0.014258565345821,1295.31825,1300.9145,1278.5295,1295.782,1295.96720186916,1282.75818064886,1294.66028694267,1,0,2,1,1,2,1,"LC","LC","LC","LC","LC","LC","LC"
"406","SKk4",983.548,981.674,981.4312,979.5732,979.4672,979.3724,0.998094653235023,0.997847791871876,0.995958712742032,0.995850939659274,0.99575455392111,0.0719250000000002,0.0101166666666662,0.257350000000002,0.050200000000018,0.00732677039424496,0.00103055257312165,0.0262219093911017,0.00511497902247432,978.07775,981.168166666667,968.8065,979.163999999999,978.385968224299,971.122846365764,978.189227707005,0,0,1,0,0,1,0,"LC","LC","LC","LC","LC","LC","LC"
"407","SKk5",988.53,858.4188,841.0544,832.2764,831.094,829.1768,0.868379108373039,0.850813227721971,0.841933375820663,0.840737256330106,0.838797810890919,0.913812500000002,0.723516666666669,1.4847,0.774900000000002,0.106452992408834,0.0842848114075168,0.17652841480884,0.0921343494546848,812.728175,822.242966666667,784.1838,819.6738,813.67691588785,791.939108818931,808.823937261145,5,4,9,5,5,8,6,"LC","LC","LC","LC","LC","LC","LC"
