"","T_MAPCODE","1750","1990","2014","2018","2020","2022","pnat_1990","pnat_2014","pnat_2018","pnat_2020","pnat_2022","ARD9022","ARD9014","ARD1422","ARD1822","ROD9022","ROD9014","ROD1422","ROD1822","nat_2040_ard9022","nat_2040_ard9014","nat_2040_ard1422","nat_2040_ard1822","pred2040lm","pred2040poly","pred2040spline","prclost50_9022","prclost50_9014","prclost50_1422","prclost50_1822","prclost50_lm","prclost50_poly","prclost50_spline","A2b_9022","A2b_9014","A2b_1422","A2b_1822","A2b_lm","A2b_poly","A2b_spline"
"121","FFh11",12.6292,6.1292,6.0388,5.5004,5.3908,5.3668,0.485319735216799,0.478161720457353,0.435530358217464,0.426852057137427,0.42495169923669,0.023825,0.00376666666666666,0.0840000000000001,0.0334000000000001,0.388713045748222,0.0614544584393829,1.39100483539776,0.55309001788435,4.93795,5.94086666666667,1.9292,4.4592,5.06125233644859,2.61234470891884,5.28044394904459,19,3,69,27,17,57,14,"LC","LC","EN","LC","LC","EN","LC"
"122","FFh2",106.534,102.0516,101.7328,101.306,101.2844,101.2808,0.957925169429478,0.954932697542568,0.950926464790583,0.950723712617568,0.950689920588732,0.0240874999999998,0.0132833333333332,0.0564999999999998,0.00629999999999953,0.0236032556079472,0.0130162911050225,0.0555376437097964,0.00619269301542819,100.847225,101.387433333333,99.2266,101.7366,100.860856074766,99.6221449956983,101.208386305732,1,1,3,0,1,2,1,"LC","LC","LC","LC","LC","LC","LC"
"123","FFh3",75.1268,65.6788,65.1164,63.7652,63.714,63.6852,0.87423928611361,0.866753275795056,0.848767683436537,0.848086168983638,0.847702817103883,0.0622999999999998,0.0234333333333332,0.1789,0.0199999999999996,0.0948555698337969,0.0356786867807165,0.274738775485131,0.0307142286735747,62.5638,64.5071333333333,56.7338,64.6788,62.679476635514,58.1850166239581,63.210070700637,5,2,14,2,5,11,4,"LC","LC","LC","LC","LC","LC","LC"
"124","FFh4",316.876,230.734,211.3012,204.5084,203.862,203.6124,0.728152337191835,0.66682614019364,0.645389363662758,0.643349448995822,0.642561759173936,0.84755,0.809700000000001,0.961099999999998,0.223999999999997,0.367327745369126,0.350923574332348,0.454848339716007,0.10600980969346,188.3565,190.249,182.679,219.534,186.864994392523,183.93377674126,201.144170063694,18,18,21,5,19,20,13,"LC","LC","LC","LC","LC","LC","LC"
"125","FFh5",84.0044,41.6704,38.8444,36.4568,36.1088,35.8028,0.496050206893925,0.462409111903662,0.433986791168082,0.429844151020661,0.426201484684136,0.1833625,0.11775,0.3802,0.163500000000001,0.440030573260636,0.282574681308555,0.97877686358909,0.420910092574479,32.502275,35.7829,22.6604,33.4954,32.830459813084,25.0948091732425,32.7806487261146,22,14,46,20,21,40,21,"LC","LC","VU","LC","LC","VU","LC"
"126","FFh6",279.4916,98.46,82.848,69.446,67.5152,67.108,0.352282501513462,0.296423935459957,0.248472583791427,0.241564326083503,0.240107394998633,0.97975,0.6505,1.9675,0.584499999999998,0.995074141783465,0.660674385537274,2.37483101583623,0.705508883738893,49.4725,65.935,0.0850000000000222,69.2350000000001,50.0324056074764,11.3353169875204,64.9552114649683,50,33,100,30,49,88,34,"EN","VU","CR","VU","VU","CR","VU"
"127","FFh7",266.618,165.4496,156.1416,148.8364,148.3028,148.176,0.620549250238169,0.585637878912902,0.558238378504077,0.556237013254919,0.555761426460329,0.539800000000001,0.387833333333333,0.995700000000003,0.165100000000002,0.326262499274704,0.234411768498282,0.637690404094747,0.105737356348342,138.4596,146.057933333333,115.6646,157.1946,138.290510280374,121.136349700732,146.656876433121,16,12,30,5,16,27,11,"LC","LC","VU","LC","LC","LC","LC"
"128","FFh8",186.7676,150.8172,147.262,144.684,144.5036,144.4432,0.807512652087407,0.788477230526066,0.774673979855178,0.773708073563081,0.773384676999651,0.199187500000001,0.148133333333334,0.352350000000001,0.0602000000000018,0.132072137660692,0.0982204505410085,0.239267428121308,0.0408795208539894,140.857825,143.410533333333,133.1997,147.8072,140.771020560748,135.054203920553,143.708331847134,7,5,12,2,7,10,5,"LC","LC","LC","LC","LC","LC","LC"
"129","FFh9",563.6392,296.6856,269.4576,247.882,245.5312,243.7668,0.526375028564372,0.478067529724689,0.439788432032407,0.435617678827165,0.432487307483227,1.6537125,1.1345,3.21135,1.0288,0.557395606662407,0.38239132603672,1.19178304861322,0.381804038928575,213.999975,239.9606,136.1181,245.2456,215.320041121495,155.292243803251,225.63570955414,28,19,54,17,27,48,24,"LC","LC","EN","LC","LC","VU","LC"
"130","FFl1",286.9588,264.8408,262.9836,258.1172,257.5984,257.4524,0.922922733158906,0.916450723936677,0.899492191910476,0.897684266870366,0.897175483031014,0.2308875,0.0773833333333324,0.691400000000002,0.166200000000003,0.0871797321258657,0.029218811200288,0.262906127986689,0.0631978572047852,253.296425,260.971633333333,230.2708,256.5308,253.950188785047,235.753998290424,256.181094585987,4,1,13,3,4,11,3,"LC","LC","LC","LC","LC","LC","LC"
"131","FFl2",694.2568,668.6096,667.2504,662.2,661.8244,661.6104,0.963058049989572,0.961100272982562,0.953825731343215,0.953284721157935,0.952976477868132,0.218724999999999,0.0566333333333328,0.704999999999998,0.147400000000005,0.0327134100377858,0.00847031411653868,0.105657486304991,0.0220906574203634,657.67335,665.777933333333,633.3596,661.2396,658.412231775701,639.333284427875,659.132501273886,2,0,5,1,2,4,1,"LC","LC","LC","LC","LC","LC","LC"
"132","FFl3",791.6736,651.548,641.656,623.1776,622.448,622.3644,0.823000792245693,0.810505743781275,0.7871648113566,0.786243219427805,0.78613762035263,0.911987499999999,0.412166666666669,2.41144999999999,0.203299999999984,0.139972419530103,0.0632596012368496,0.375816636951885,0.0316836435722544,605.948625,630.939666666667,530.975500000001,641.383000000001,606.921287850467,549.394492231977,619.474435031848,7,3,19,2,7,16,5,"LC","LC","LC","LC","LC","LC","LC"
"133","FFq1",49.024,49.024,49.024,49.024,49.024,49.024,1,1,1,1,1,0,0,0,0,0,0,0,0,49.024,49.024,49.024,49.024,49.024,49.024,49.024,0,0,0,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
"134","FFq2",1646.1872,1624.1432,1621.35,1617.9196,1617.482,1617.4104,0.986609056369774,0.984912287010857,0.982828441382608,0.982562614992997,0.982519120547165,0.2104,0.116383333333336,0.492449999999991,0.127299999999991,0.0129545227292766,0.00716582954836348,0.0303728374502724,0.00785148178986592,1613.6232,1618.32403333333,1599.5207,1617.7782,1613.87718878505,1602.7806588638,1617.0710589172,1,0,2,0,1,1,0,"LC","LC","LC","LC","LC","LC","LC"
"135","FFq3",1268.0852,1252.3672,1251.4956,1250.0196,1249.8856,1249.804,0.987604933800978,0.986917598281251,0.985753638635637,0.985647967502499,0.985583618513961,0.0800999999999945,0.0363166666666643,0.211449999999985,0.0538999999999987,0.006395887723664,0.00289984172906032,0.0168957845317223,0.00430684694376862,1248.3622,1250.55136666667,1241.7947,1249.6722,1248.5416411215,1243.40301334542,1248.93131624204,0,0,1,0,0,1,0,"LC","LC","LC","LC","LC","LC","LC"
"136","FFq4",97.856,92.78,92.0184,91.4272,91.3576,91.3208,0.948127861347286,0.940344996729889,0.934303466317855,0.933592217135383,0.933216154349248,0.0455999999999999,0.0317333333333334,0.0871999999999993,0.0265999999999984,0.0491485233886612,0.0342027735862615,0.0947636559644585,0.028907262025854,90.5,91.1933333333333,88.42,91.4500000000001,90.5250878504672,88.9191127820384,90.969349044586,2,2,5,1,2,4,2,"LC","LC","LC","LC","LC","LC","LC"
"137","FFq5",388.8108,388.4992,388.4596,388.3716,388.3248,388.316,0.999198581932395,0.999096732909683,0.9988704017481,0.998750034721258,0.998727401605099,0.00572499999999998,0.00164999999999793,0.0179500000000061,0.0139000000000067,0.00147361950809679,0.000424711299276274,0.00462081513753454,0.00357823567753421,388.21295,388.4167,387.6017,387.8042,388.249177570093,387.722762037799,388.32606910828,0,0,0,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
"138","FFq6",683.2776,673.2128,671.7848,669.6812,669.522,668.574,0.985269822982635,0.983179896428626,0.980101206303265,0.979868211690241,0.978480781456907,0.144962500000002,0.0594999999999999,0.401350000000008,0.276800000000009,0.0215329387676529,0.00883821579150009,0.0597438346327586,0.0412036711756516,665.964675,670.2378,653.1453,659.3728,667.006859813084,656.944315290896,657.803155414011,1,0,3,2,1,2,2,"LC","LC","LC","LC","LC","LC","LC"
"139","FFs1",1014.1516,847.4148,809.5972,801.8964,801.0928,800.52,0.835589866446003,0.798299978030898,0.790706635970401,0.789914249506681,0.789349442430501,1.4654625,1.57573333333333,1.13465000000001,0.344099999999997,0.172933314357975,0.185945930296867,0.140149941230035,0.042502617350949,774.141675,768.628133333333,790.6823,830.2098,770.516704672897,786.625441005763,794.66461910828,9,9,7,2,9,7,6,"LC","LC","LC","LC","LC","LC","LC"
"140","FFs10",1050.6224,1015.8664,1012.8076,1009.646,1009.1724,1008.654,0.966918656978949,0.96400723989894,0.960997976056859,0.960547195643268,0.960053773839202,0.2253875,0.127450000000001,0.519199999999998,0.24799999999999,0.0221867265223065,0.0125459410804414,0.0512634383865206,0.0244863881353172,1004.597025,1009.4939,989.9064,1003.4664,1005.24879439252,993.612619776682,1003.40081178344,1,1,3,1,1,2,1,"LC","LC","LC","LC","LC","LC","LC"
"141","FFs11",914.2348,780.0604,770.7732,765.004,764.088,763.5196,0.853238577223269,0.843080136525103,0.836769722613928,0.835767791818907,0.835146069696756,0.5169,0.386966666666666,0.906700000000001,0.371100000000013,0.0662640995492144,0.0496072697276603,0.117635122757252,0.0481464586469811,754.2154,760.712066666667,734.7254,761.505399999999,754.524442990654,739.362832089697,758.37052611465,3,2,6,2,3,5,3,"LC","LC","LC","LC","LC","LC","LC"
"142","FFs12",1179.408,1074.5392,1066.5108,1052.188,1050.5472,1049.864,0.911083526650659,0.904276382727606,0.892132324013403,0.890741117577632,0.89016184390813,0.771099999999997,0.334516666666663,2.08085,0.581000000000017,0.071760992991228,0.031131173871243,0.195108197685387,0.0544767104093102,1035.9842,1057.81336666667,970.4967,1045.4892,1037.85262616822,986.173973912319,1043.56450541401,4,2,10,3,3,8,3,"LC","LC","LC","LC","LC","LC","LC"
"143","FFs13",531.504,523.9964,522.7864,521.0416,520.8932,520.876,0.985874800565941,0.983598241969957,0.980315482103615,0.980036274421265,0.980003913423041,0.0975125000000006,0.0504166666666682,0.238799999999998,0.0414000000000101,0.0186093835759178,0.0096215673746362,0.0456783114480403,0.00791910424601904,519.120775,521.475566666667,512.0564,521.926399999999,519.223041121495,513.733952527822,520.716924522293,1,0,2,0,1,2,1,"LC","LC","LC","LC","LC","LC","LC"
"144","FFs14",358.8828,338.6644,335.4396,333.4736,333.2388,333.1052,0.943662945117459,0.934677281831283,0.929199170314097,0.928544917728016,0.928172651350246,0.173724999999999,0.134366666666667,0.291799999999995,0.0920999999999879,0.0512970952955195,0.0396754623948272,0.086990325531033,0.0274565078183935,329.97815,331.946066666667,324.0744,334.059400000001,329.975429906542,325.491190874863,331.819946496815,3,2,4,1,3,4,2,"LC","LC","LC","LC","LC","LC","LC"
"145","FFs15",993.5776,926.69,915.4812,907.226,906.6148,906.3568,0.932680044316619,0.921398791599166,0.913090230697633,0.912475079953493,0.912215412263723,0.635412500000001,0.467033333333338,1.14054999999999,0.217299999999994,0.0685679677130433,0.0503980115608605,0.124584753897731,0.0237361509990587,894.919375,903.338333333333,869.662500000001,915.825,894.748072897196,875.802824174584,903.362358598727,3,3,6,1,3,5,3,"LC","LC","LC","LC","LC","LC","LC"
"146","FFs16",1215.3228,1181.2892,1177.8348,1173.9212,1173.596,1173.312,0.971996246593909,0.969153874180588,0.965933659765126,0.965666076535386,0.965432393764027,0.249287500000001,0.143933333333327,0.565350000000024,0.152300000000025,0.0211030033966281,0.0121844281089954,0.0479990912138123,0.0129305060438039,1168.824825,1174.09253333333,1153.0217,1173.6742,1169.18904485981,1156.96667784305,1170.15027898089,1,1,2,1,1,2,1,"LC","LC","LC","LC","LC","LC","LC"
"147","FFs17",107.4468,101.5704,101.0436,100.3672,100.3344,100.296,0.945308748143267,0.94040585666581,0.934110648246388,0.933805380895476,0.933447994728554,0.039825,0.0219500000000004,0.0934499999999989,0.0177999999999976,0.039209257815269,0.0216106267180206,0.0924848283315311,0.0176161577774323,99.57915,100.4729,96.8979000000001,100.6804,99.6295345794392,97.5784709769929,99.8062538216561,2,1,5,1,2,4,2,"LC","LC","LC","LC","LC","LC","LC"
"148","FFs18",878.8052,753.5552,744.0512,733.4592,732.74,732.3164,0.857476947109553,0.846662263718967,0.83460953576515,0.833791151895778,0.833309133810314,0.663712499999999,0.396000000000001,1.46684999999999,0.285699999999991,0.088077489213796,0.0525508947453353,0.197143691186842,0.0383978951986088,720.369575,733.7552,680.2127,739.2702,720.90688411215,690.117611696902,727.233108280255,4,3,10,2,4,8,3,"LC","LC","LC","LC","LC","LC","LC"
"149","FFs19",1571.0644,1101.832,1077.3556,1052.866,1050.336,1047.7296,0.701328347838574,0.685748846450852,0.670160943116017,0.668550569919349,0.666891567271208,1.69070000000001,1.01985,3.70325000000003,1.28410000000002,0.153444445251182,0.0925594827523616,0.343735160424286,0.119189987038636,1017.297,1050.8395,916.669499999999,1037.627,1020.24664672897,942.006862569728,1019.90163726114,8,5,17,6,7,15,7,"LC","LC","LC","LC","LC","LC","LC"
"150","FFs2",1343.1468,1030.8712,975.6896,947.7932,939.6116,937.778,0.767504490201667,0.72642067121777,0.705651236335447,0.699559869405191,0.698194717062945,2.9091625,2.29923333333333,4.73895,2.50379999999998,0.282204265673539,0.223037886142646,0.485702625097162,0.256618498342094,885.413075,915.909533333333,793.9237,905.681200000001,886.442758878504,811.906958909128,933.613449681529,14,11,23,12,14,21,9,"LC","LC","LC","LC","LC","LC","LC"
"151","FFs20",2298.4988,1658.1356,1598.6864,1575.6908,1569.6316,1567.7116,0.721399375975311,0.695535016159243,0.685530399232751,0.682894243842981,0.682058916019447,2.82575,2.47705,3.87184999999999,1.9948,0.170417304833211,0.149387661660482,0.242189462548752,0.124777442280112,1516.8481,1534.2831,1464.5431,1558.3956,1515.75604299065,1474.56322589526,1557.79011178344,9,7,12,6,9,11,6,"LC","LC","LC","LC","LC","LC","LC"
"152","FFs21",318.3396,318.2476,318.214,318.086,318.0468,318.0388,0.999711000453604,0.999605452793181,0.99920336646776,0.999080227530599,0.99905509713526,0.00652499999999989,0.00139999999999911,0.0219000000000023,0.011800000000008,0.0020502904028184,0.000439909051945437,0.00688216106142478,0.00370819637099814,317.92135,318.1776,317.1526,317.6576,317.957936448598,317.319122132899,318.028424203821,0,0,0,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
"153","FFs22",388.3256,385.8332,385.8232,385.4152,385.3908,385.3768,0.993581674759532,0.993555923173749,0.992505258473817,0.992442424604507,0.992406372384411,0.0142624999999992,0.000416666666666288,0.0557999999999979,0.00960000000000605,0.00369654555388162,0.000107991398009888,0.0144625828617869,0.00248818629880371,385.120075,385.812366666667,383.0432,385.3532,385.18773271028,383.555818333534,385.197351273885,0,0,1,0,0,1,0,"LC","LC","LC","LC","LC","LC","LC"
"154","FFs23",852.1924,847.862,847.2812,846.3536,846.1904,846.108,0.994918518400305,0.99423698216506,0.993148495574474,0.992956989524901,0.992860297744969,0.0548125000000006,0.0241999999999981,0.146650000000008,0.0614000000000203,0.00646479026067929,0.00285423807176145,0.0173083033118176,0.00724670864879574,845.121375,846.652,840.5295,844.791999999999,845.300814953271,841.613299640137,845.423776433121,0,0,1,0,0,1,0,"LC","LC","LC","LC","LC","LC","LC"
"155","FFs24",1084.7884,1083.5444,1083.3672,1082.5308,1082.396,1082.2572,0.998853232575127,0.998689882745796,0.997918856801935,0.997794592936281,0.997666641715564,0.0402249999999995,0.00738333333333685,0.138749999999987,0.0683999999999969,0.00371235364236108,0.000681405702741563,0.0128072919320418,0.00631364877947172,1081.53315,1083.17523333333,1076.6069,1080.1244,1081.80253271028,1077.83616916288,1080.87331433121,0,0,1,0,0,1,0,"LC","LC","LC","LC","LC","LC","LC"
"156","FFs25",332.5684,331.2896,331.1432,330.9492,330.9168,330.9052,0.996154775979919,0.995714565785565,0.995131227140041,0.995033803572438,0.994998923529716,0.0120125000000009,0.00610000000000118,0.0297499999999999,0.0110000000000099,0.00362598161849961,0.00184128931303644,0.00898402866192026,0.00332182572373822,330.688975,330.9846,329.8021,330.7396,330.71643364486,330.007866882522,330.821333757961,0,0,0,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
"157","FFs26",304.1844,290.0796,288.5168,287.234,287.0992,287.084,0.953630758184838,0.948493085115476,0.944275906325242,0.943832754079433,0.943782784389995,0.0936125000000008,0.0651166666666683,0.179099999999998,0.0374999999999943,0.0322713144943666,0.0224478614375738,0.0620761078730938,0.0129975100236778,285.398975,286.823766666667,281.1246,288.2046,285.393502803738,282.11312573707,287.010361464968,2,1,3,1,2,3,1,"LC","LC","LC","LC","LC","LC","LC"
"158","FFs27",2402.9412,2197.2576,2182.932,2164.1368,2161.7728,2155.9756,0.914403398634973,0.908441704690901,0.900619956909474,0.899636162549462,0.897223619121433,1.29006249999999,0.596900000000005,3.36954999999995,2.0403,0.0587123922110903,0.0271656814385353,0.15435890811074,0.093466035588832,2132.754475,2167.4126,2028.7801,2095.2426,2139.6580317757,2057.32987032388,2092.67414585987,3,1,8,5,3,6,5,"LC","LC","LC","LC","LC","LC","LC"
"159","FFs28",4052.18,3752.0192,3721.6912,3703.386,3698.8704,3696.5036,0.925926094102434,0.918441727662641,0.913924356765988,0.912809993633057,0.912225912965367,1.73486250000001,1.26366666666667,3.14845000000003,1.72059999999999,0.0462381029393454,0.0336796428618133,0.0845972927576588,0.0462316701611351,3665.276075,3688.83586666667,3594.5967,3665.9892,3667.51763364486,3610.59222406542,3678.2021611465,2,2,4,2,2,4,2,"LC","LC","LC","LC","LC","LC","LC"
