"","T_MAPCODE","A3_fin","A3_prplost","A2b_fin","A2b_prplost50","B1_fin","B2_fin","RoD","D3_fin","D3_prpdeg","prp_invmax","RLE","Criteria_triggered","Criteria_used"
"14","AT28","LC",0.118658094086193,"LC",0.0204262392987044,"LC","LC",0,"LC",0.190803478585977,0.0238375216904932,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"15","AT29","LC",0.021103370574576,"LC",0.00747169018216334,"LC","LC",0,"LC",0.427637853884614,0.000610892955721979,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"16","AT30","LC",0.0722975932055741,"LC",0.0208227617015343,"LC","LC",0,"LC",0.1184672633727,0.0000876343460111021,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"17","AT31","LC",0.127098823263633,"LC",0.0150857357433762,"LC","LC",0,"LC",0.0151842267528923,0.0277150849683153,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"18","AT32","LC",0.04046478155734,"LC",0.0171694773064176,"LC","LC",0,"LC",0.3762141661481,0.00101418126568755,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"19","AT33","LC",0.015728165763058,"LC",0.0077891249170599,"LC","LC",0,"LC",0.247222602092979,0.00107339758844994,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"20","AT34","LC",0.0432592090276766,"LC",0.0176921839760869,"LC","LC",0,"LC",0.0675407486128789,0.00635600034637604,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_lk"
"21","AT35","LC",0.390518648250607,"LC",0.0911581115985402,"LC","LC",0.2,"LC",0.000106148661200011,0.0213775687913619,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"22","AT36","LC",0.370679528569761,"LC",0.175510277118351,"CR","EN",0.4,"LC",0.00651919931458836,0.278856620660924,"CR","B1i_rod","A3_nat, A3_wc, A2b, B1i_rod, B2i_rod, D3_step"
"23","AT37","LC",0.371902585244703,"LC",0.208536099444122,"CR","EN",0.4,"LC",0.00949548703500809,0.0978033906482033,"CR","B1i_rod","A3_nat, A3_wc, A2b, B1i_rod, B2i_rod, D3_step"
"24","AT38","LC",0.341703089582555,"LC",0.102329528133857,"LC","LC",0.2,"LC",0.000233349086204359,0.0582946912864871,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"25","AT39","LC",0.117447518827819,"LC",0.0608057979359525,"LC","LC",0.1,"LC",0.000717511844639975,0.000486671828337573,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"26","AT40","LC",0.179202969911799,"LC",0.120952312372466,"EN","VU",0.2,"LC",0,0.0924993522756715,"EN","B1iii_sp","A3_nat, A3_wc, A2b, B1iii_sp, B2iii_sp, D3_step"
"27","AT41","LC",0.324061789480804,"LC",0.0889467399352488,"LC","LC",0.2,"LC",0.00637094288133631,0.0418501185381323,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"28","AT42","LC",0.135758248073723,"LC",0.0841019914693121,"LC","LC",0.2,"LC",0.00098936433341578,0,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"29","AT43","LC",0.064161339106759,"LC",0.028340347865652,"LC","LC",0.1,"LC",0.0939117670944863,0.00336417663431881,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_lk"
"30","AT44","EN",0.790891069724187,"VU",0.448405219445772,"CR","EN",0.9,"LC",0.0259117082533589,0.0178641439755151,"CR","B1i_rod","A3_nmb, A2b, B1i_rod, B2i_rod, D3_nmb"
"31","AT45","LC",0.382383305510332,"LC",0.0726119618530541,"LC","LC",0.1,"LC",0.000224953287761164,0.00614084643145184,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"32","AT46","LC",0.0327621429535585,"LC",0.0146611417948745,"LC","LC",0,"LC",0.000488182213661548,0.000844822239546955,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"33","AT47","LC",0.026820397998804,"LC",0.0141604827689549,"LC","LC",0,"LC",0.0230858186298158,0.000141284761467989,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"34","AT48","VU",0.630234431802551,"LC",0.0778202210663199,"LC","LC",0.2,"LC",0.0430993250783866,0.00899822088408376,"VU","A3_nmb","A3_nmb, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_nmb"
"35","AT49","LC",0.021799088696023,"LC",0.0105849090949235,"LC","LC",0,"EN",0.70633983240596,0.000455900299180951,"EN","D3_step","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"36","AT50","LC",0.107524573087621,"LC",0.0331666542605229,"LC","LC",0.1,"LC",0.0470171049456508,0.0299711471155652,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"37","AT51","LC",0.137360708663551,"LC",0.0839566143660357,"LC","LC",0.2,"LC",0.203539989485787,0.0115254786479184,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"38","AT52","LC",0.306334409864944,"LC",0.0772635691564934,"LC","LC",0.2,"LC",0,0.00205015607639807,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"39","AT53","LC",0.389376743362309,"LC",0.23589321992161,"CR","EN",0.5,"LC",0,0.113404553584377,"CR","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_step"
"40","AT54","LC",0.015028734223878,"LC",0.00607085751350597,"LC","LC",0,"LC",0,0.0977613748464028,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"41","AT55","LC",0.0295054009155307,"LC",0.0165452713044256,"LC","LC",0,"LC",0.13424767357085,0.000903454919487334,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_lk"
"42","AT56","LC",0.335892942252304,"LC",0.104312459591909,"LC","LC",0.2,"LC",0.00000631137815253339,0.0406318972111123,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"43","AT57","LC",0.230221034138597,"LC",0.09103035788241,"EN","EN",0.2,"LC",0.0199296223338029,0.10356214031709,"EN","B1iii_sp, B2iii_sp","A3_nat, A2b, B1iii_sp, B2iii_sp, D3_step"
"44","AT58","LC",0.013785455939073,"LC",0.00719532144969053,"LC","LC",0,"LC",0.000898818376173872,0.000281997638134724,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"45","AZa1","LC",0.0143937128945458,"LC",0.01105566596056,"LC","LC",0,"LC",0,0.115996217036532,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"46","AZa2","VU",0.617275998248846,"VU",0.405450111294406,"EN","VU",0.8,"LC",0,0.283719713116024,"EN","B1i_rod","A3_nat, A3_wc, A2b, B1i_rod, B2i_rod, "
"47","AZa3","LC",0.387976678309685,"LC",0.164347737137318,"LC","LC",0.3,"LC",0,0.0501017357221579,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"48","AZa4","LC",0.30152722494084,"LC",0.133219820066965,"LC","LC",0.3,"LC",0,0.0759815983943773,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"49","AZa5","LC",0.348828790199308,"LC",0.121824507888611,"LC","LC",0.2,"LC",0,0.00594555901128238,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"50","AZa6","VU",0.562248548529675,"LC",0.24488516157335,"EN","LC",0.5,"LC",0.00451474592540354,0.0196748867949331,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"51","AZa7","LC",0.325864559214513,"LC",0.157819175534252,"LC","LC",0.3,"LC",0,0.00571259409861521,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"52","AZd1","CR",0.950748400720452,"EN",0.746790651744569,"CR","CR",1.5,"LC",0,0,"CR","A3_nat, B1i_rod, B2i_rod","A3_nat, A2b, B1i_rod, B2i_rod, "
"53","AZd2","LC",0.279903147699758,"LC",0.202671190284586,"EN","CR",0.4,"LC",0,0,"CR","B2i_rod","A3_nat, A2b, B1i_rod, B2i_rod, "
"54","AZd3","LC",0.022280412281212,"LC",0.0112156392026321,"LC","LC",0,"LC",0,0.00242359811390539,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"55","AZd4","LC",0.064418707352166,"LC",0.0312201554898976,"LC","LC",0.1,"LC",0,0.000959269128283213,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"56","AZi1","LC",0.120079641922222,"LC",0.0358500704219618,"LC","LC",0.1,"LC",0,0.0202041849549998,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"57","AZi3","LC",0.00243278019696502,"LC",0.00152134191266242,"LC","LC",0,"LC",0,0.000226677260259549,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"58","AZi5","LC",0.069916232489456,"LC",0.0184920304671702,"LC","LC",0,"LC",0,0.00371942974005279,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"59","AZi6","LC",0.14481773870173,"LC",0.0480963696037557,"LC","LC",0.1,"LC",0,0.00126465917091351,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"60","AZi7","LC",0.068750582130764,"LC",0.0137797297888801,"LC","LC",0,"LC",0,0.00168597475090988,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"61","AZi8","VU",0.614099341852615,"VU",0.327801430835966,"EN","VU",0.7,"LC",0,0.0475214027160652,"EN","B1i_rod","A3_nat, A3_wc, A2b, B1i_rod, B2i_rod, "
"62","AZs3","LC",0.204617613513763,"LC",0.0133024977639381,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A3_kzn, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"63","CB1","VU",0.640674844636071,"VU",0.322750034023032,"EN","LC",0.6,"LC",0,0.0118570941255039,"EN","B1i_rod","A3_nat, A3_kzn, A2b, B1i_rod, B2i_rod, B2i_invmax, B2iii_sp, "
"64","CB2","VU",0.654950633751557,"VU",0.31246783373522,"EN","VU",0.6,"LC",0,0.0167599381226755,"EN","B1i_rod","A3_nat, A3_kzn, A2b, B1i_rod, B2i_rod, "
"65","CB3","EN",0.821466653673887,"EN",0.628870309546553,"EN","LC",1.3,"LC",0,0.1734897681738,"EN","A3_nat, A3_kzn, A2b, B1i_rod","A3_nat, A3_kzn, A2b, B1i_rod, B2i_rod, B2i_invmax, B2iii_sp, "
"66","CB4","VU",0.506816511762729,"LC",0.147871194271573,"LC","LC",0.3,"LC",0,0.040267020064565,"VU","A3_nat","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"67","CB5","LC",0.45513764658692,"LC",0.180843439212503,"EN","VU",0.4,"LC",0,0.0693844488837823,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, "
"68","CB6","VU",0.602113875725427,"LC",0.232036810958451,"EN","VU",0.5,"LC",0,0.208312191745935,"EN","B1i_rod","A3_nat, A3_kzn, A2b, B1i_rod, B2i_rod, "
"69","Dg1","LC",0.00903632031606305,"LC",0.0127906640702741,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"70","Dg10","LC",0.00494994863098697,"LC",0.00557995804086706,"LC","LC",0,"LC",0,0.00011207709368743,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"71","Dg2","LC",0.000101817779376012,"LC",0.000148715814730354,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"72","Dg3","LC",0.022487886428552,"LC",0.0315526107495856,"LC","LC",0.1,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"73","Dg4","LC",0.00562896337277696,"LC",0.0047549293154761,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"74","Dg5","LC",0.000593632130422961,"LC",0.000927550203786584,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"75","Dg6","LC",0.01420302543898,"LC",0.0221922272484069,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"76","Dg7","LC",0.011981953387141,"LC",0.01244640348481,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"77","Dg8","LC",0.000800701167136042,"LC",0.00118012632305282,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"78","Dg9","LC",0.016198162546491,"LC",0.0164674688528055,"LC","LC",0,"LC",0,0.0000547460118865609,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"79","Dn1","CR",0.920832163250023,"EN",0.607152539309597,"CR","CR",1.2,"LC",0,0,"CR","A3_nat, B1i_rod, B2i_rod","A3_nat, A2b, B1i_rod, B2i_rod, "
"80","Dn2","LC",0.345346123930516,"LC",0.298381928868952,"CR","CR",0.6,"LC",0,0,"CR","B1i_rod, B2i_rod","A3_nat, A2b, B1i_rod, B2i_rod, "
"81","Dn3","LC",0.123811484079747,"LC",0.0599507804533689,"LC","LC",0.1,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"82","Dn4","LC",0.102544158278606,"LC",0.0492841031822277,"CR","EN",0.1,"LC",0,0,"CR","B1iii_sp","A3_nat, A2b, B1iii_sp, B2iii_sp, "
"83","Dn5","LC",0.080978187587323,"LC",0.0314428695677887,"LC","LC",0.1,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"84","FFa1","EN",0.70586876309248,"VU",0.415097014552876,"CR","EN",0.8,"LC",0,0.0439553800025678,"CR","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, "
"85","FFa2","VU",0.621020786836253,"VU",0.4394756422539,"EN","EN",0.9,"LC",0,0.233328598148543,"EN","B1i_rod, B1iii_sp, B2i_rod, B2iii_sp","A3_nat, A3_wc, A2b, B1i_rod, B1iii_sp, B2i_rod, B2iii_sp, "
"86","FFa3","EN",0.712881794976045,"VU",0.433984028206853,"EN","VU",0.9,"LC",0,0.213308651996064,"EN","A3_nat, B1i_rod, B1iii_sp","A3_nat, A2b, B1i_rod, B1iii_sp, B2i_rod, B2iii_sp, "
"87","FFa4","CR",0.957465800807837,"CR",0.951984544733309,"CR","EN",1.9,"LC",0.213011542497377,0.31518937914877,"CR","A3_coct, A2b, B1i_rod, B1i_invmax, B1iii_sp","A3_coct, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_coct"
"88","FFb1","LC",0.062052523074541,"LC",0.0321380211494117,"LC","LC",0.1,"LC",0,0.0185156212484297,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"89","FFb2","LC",0.0221720062439605,"LC",0.0131051069214302,"EN","VU",0,"LC",0,0.139034746986899,"EN","B1iii_sp","A3_nat, A3_wc, A2b, B1iii_sp, B2iii_sp, "
"90","FFb3","LC",0.010734754277959,"LC",0.00168690268309531,"LC","LC",0,"LC",0.00000408788962698007,0.0142753626154986,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"91","FFb4","LC",0.119381777551007,"LC",0.0392363640954241,"LC","LC",0.1,"LC",0,0.189504373177843,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"92","FFb5","LC",0.115915180054175,"LC",0.0251367149798137,"LC","LC",0.1,"LC",0.000317387677976986,0.0596416823896746,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"93","FFb6","VU",0.624982702154158,"LC",0.238338255733148,"EN","EN",0.5,"LC",0,0.371559382260489,"EN","B1i_rod, B1i_invmax, B2i_rod, B2i_invmax","A3_nat, A2b, B1i_rod, B1i_invmax, B2i_rod, B2i_invmax, D3_step"
"94","FFc1","VU",0.552887093448791,"LC",0.277140260098746,"EN","VU",0.6,"LC",0,0.320277045547416,"EN","B1i_rod, B1i_invmax, B1iii_sp","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"95","FFd1","LC",0.149350549525556,"LC",0.0283497686504506,"LC","LC",0.1,"LC",0,0.00194637053401034,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"96","FFd10","EN",0.702014367997975,"VU",0.334383051062212,"CR","EN",0.7,"VU",0,0.557334766254702,"CR","B1i_rod, B1i_invmax","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B2i_rod, B2i_invmax, D3_inv"
"97","FFd11","LC",0.216567027803159,"LC",0.120547877803815,"CR","EN",0.2,"VU",0,0.551947056588936,"CR","B1i_invmax","A3_nat, A2b, B1i_invmax, B2i_invmax, D3_inv"
"98","FFd2","VU",0.567701162129114,"VU",0.411678365497821,"EN","VU",0.8,"LC",0,0.0230692526747936,"EN","B1i_rod","A3_nat, A3_wc, A2b, B1i_rod, B2i_rod, "
"99","FFd3","LC",0.297738270407585,"LC",0.149603531693098,"EN","VU",0.3,"LC",0,0.0630296125564158,"EN","B1iii_sp","A3_nat, A3_wc, A2b, B1iii_sp, B2iii_sp, "
"100","FFd4","VU",0.519850412949195,"LC",0.176340604892468,"EN","VU",0.4,"LC",0,0.378059750214603,"EN","B1i_rod, B1i_invmax, B1iii_sp","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"101","FFd5","CR",0.953784056508577,"EN",0.756369218747097,"CR","EN",1.5,"LC",0.439338606660554,0.334850223932663,"CR","A3_coct, B1i_rod, B1i_invmax, B1iii_sp","A3_coct, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_coct"
"102","FFd6","LC",0.355283238664584,"LC",0.2283150047496,"CR","EN",0.5,"LC",0,0.321739198083117,"CR","B1i_rod, B1i_invmax, B1iii_sp","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"103","FFd7","VU",0.516868408630935,"LC",0.158275962388516,"CR","EN",0.3,"LC",0,0.202676070946997,"CR","B1iii_sp","A3_nat, A2b, B1iii_sp, B2iii_sp, "
"104","FFd8","VU",0.510785092496294,"LC",0.118341982919374,"CR","EN",0.2,"LC",0,0.0672513542395991,"CR","B1iii_sp","A3_nat, A3_wc, A2b, B1iii_sp, B2iii_sp, "
"105","FFd9","LC",0.411649977882334,"LC",0.16631400368055,"EN","VU",0.3,"LC",0,0.153528843445525,"EN","B1iii_sp","A3_nat, A3_wc, A2b, B1iii_sp, B2iii_sp, "
"106","FFf1","VU",0.567150329245976,"LC",0.263058874899209,"EN","VU",0.5,"LC",0,0.352258088829809,"EN","B1i_rod, B1i_invmax, B1iii_sp","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"107","FFf2","VU",0.52261752242042,"LC",0.128970320845486,"CR","EN",0.3,"LC",0,0.289781172584641,"CR","B1iii_sp","A3_nat, A2b, B1iii_sp, B2iii_sp, "
"108","FFg1","LC",0.012268272814791,"LC",0.00341903719912472,"LC","LC",0,"LC",0,0.000324886289798571,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"109","FFg2","LC",0.358138018795692,"LC",0.211058447906741,"EN","VU",0.4,"LC",0,0.334269542349746,"EN","B1i_rod, B1i_invmax, B1iii_sp","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"110","FFg3","VU",0.589044855708908,"LC",0.266511878188775,"CR","EN",0.5,"LC",0.128730295031221,0.340612305050427,"CR","B1i_rod, B1i_invmax, B1iii_sp","A3_nat, A3_coct, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_coct"
"111","FFg4","LC",0.138353641258147,"LC",0.0632603117278085,"LC","LC",0.1,"LC",0,0.216153497849219,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"112","FFg5","VU",0.563117225963716,"VU",0.382345627056393,"CR","EN",0.8,"LC",0,0.489370659282522,"CR","B1i_rod, B1i_invmax","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B2i_rod, B2i_invmax, D3_step"
"113","FFh1","VU",0.535490208356894,"LC",0.208995653090855,"CR","EN",0.4,"LC",0,0.0290362757269129,"CR","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, "
"114","FFh10","LC",0.018778003555649,"LC",0.00581345542291684,"LC","LC",0,"LC",0.00152566076650327,0.137365064882547,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"115","FFh11","VU",0.57504830076331,"LC",0.194356522874111,"CR","CR",0.4,"LC",0.00431715918764441,0.348811209659387,"CR","B1i_rod, B1i_invmax, B2i_rod, B2i_invmax","A3_nat, A2b, B1i_rod, B1i_invmax, B2i_rod, B2i_invmax, D3_coct"
"116","FFh2","LC",0.0318804988227872,"LC",0.0118016278039735,"LC","LC",0,"LC",0,0.0000750389017464317,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"117","FFh3","LC",0.0867409699183658,"LC",0.0474277849168984,"LC","LC",0.1,"LC",0.000026625627699173,0.0329056044418483,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, D3_step"
"118","FFh4","LC",0.313367307136392,"LC",0.183663872684563,"EN","VU",0.4,"LC",0,0.19190186845202,"EN","B1i_rod, B1iii_sp","A3_nat, A3_wc, A2b, B1i_rod, B1iii_sp, B2i_rod, B2iii_sp, "
"119","FFh5","VU",0.573798515315864,"LC",0.220015286630318,"EN","EN",0.4,"LC",0,0.292982671746344,"EN","B1i_rod, B1iii_sp, B2i_rod, B2iii_sp","A3_nat, A2b, B1i_rod, B1iii_sp, B2i_rod, B2iii_sp, "
"120","FFh6","EN",0.759892605001367,"VU",0.497537070891733,"CR","EN",1,"LC",0,0.360267032246528,"CR","B1i_rod, B1i_invmax, B1iii_sp","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"121","FFh7","LC",0.402129246077053,"LC",0.163131249637352,"CR","EN",0.3,"LC",0,0.154786200194363,"CR","B1iii_sp","A3_nat, A3_wc, A2b, B1iii_sp, B2iii_sp, "
"122","FFh8","LC",0.154061018633753,"LC",0.0660360688303458,"LC","LC",0.1,"LC",0,0.0315279639332277,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"123","FFh9","VU",0.567512692516773,"LC",0.278697803331203,"EN","VU",0.6,"VU",0.00115534481276681,0.549234760434973,"EN","B1i_rod, B1i_invmax","A3_nat, A2b, B1i_rod, B1i_invmax, B2i_rod, B2i_invmax, D3_inv"
"124","FFl1","LC",0.0873178381015437,"LC",0.0435898660629328,"CR","EN",0.1,"LC",0,0.452276226595674,"CR","B1i_invmax, B1iii_sp","A3_nat, A3_wc, A2b, B1i_invmax, B1iii_sp, B2i_invmax, B2iii_sp, "
"125","FFl2","LC",0.0406248613758772,"LC",0.0163567050188929,"LC","LC",0,"LC",0,0.22080426788938,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"126","FFl3","LC",0.203012901609063,"LC",0.0699862097650517,"LC","LC",0.1,"LC",0,0.156079621520768,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
"127","FFq1","LC",0,"LC",0,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_invmax, B1iii_sp, B2i_rod, B2i_invmax, B2iii_sp, "
