"","BIOME","T_Name","T_MAPCODE","nat_1750","nat_1990","nat_2014","nat_2018","nat_2020","nat_2022","pnat_1990","pnat_2014","pnat_2018","pnat_2020","pnat_2022","ARD","nat_2040","prplost9040","ROD","A2b","A3"
"54","Azonal","Cape Seashore Vegetation","AZd3",220.1216,216.7732,216.07,215.3868,215.3684,215.2172,0.984788407861836,0.981593809966855,0.978490070942606,0.978406480781532,0.977719587718788,0.0486250000000004,214.34195,0.0112156392026321,0.0224312784052643,"LC","LC"
"55","Azonal","Subtropical Seashore Vegetation","AZd4",28.0788,26.8056,26.68,26.32,26.306,26.27,0.954656181888115,0.950183056255965,0.937361995526874,0.936863398720743,0.935581292647834,0.0167375,25.968725,0.0312201554898976,0.0624403109797951,"LC","LC"
"56","Azonal","Namaqualand Riviere","AZi1",1363.9048,1228.31,1215.0272,1202.8604,1201.3252,1200.1276,0.900583383825616,0.890844580941426,0.881924016984177,0.880798425227333,0.879920358077778,0.880699999999997,1184.275,0.0358500704219618,0.0717001408439236,"LC","LC"
"57","Azonal","Southern Kalahari Mekgacha","AZi3",1919.2856,1916.4824,1916.2628,1918.3268,1915.0608,1914.6164,0.998539456556127,0.998425038983255,0.999500439121723,0.997798764290213,0.997567219803035,0.0583124999999995,1913.566775,0.00152134191266242,0.00304268382532496,"LC","LC"
"58","Azonal","Bushmanland Vloere","AZi5",5176.9952,4872.7072,4846.1312,4829.3608,4825.7488,4815.0392,0.94122304768604,0.936089567940878,0.932850159876525,0.93215245785818,0.930083767510544,1.80212499999999,4782.60095,0.0184920304671702,0.0369840609343403,"LC","LC"
"59","Azonal","Southern Karoo Riviere","AZi6",5302.936,4679.0044,4604.9892,4554.0108,4543.3332,4534.9768,0.882342234565908,0.868384834363455,0.858771593698283,0.856758067606322,0.85518226129827,4.50086249999998,4453.961275,0.0480963696037557,0.0961927392075114,"LC","LC"
"60","Azonal","Tanqua Wash Riviere","AZi7",2130.1056,2001.3092,1995.2164,1985.2444,1984.6736,1983.6596,0.939535204264052,0.936674876588278,0.931993418542254,0.931725450606768,0.931249417869236,0.551549999999999,1973.7317,0.0137797297888801,0.0275594595777603,"LC","LC"
"61","Azonal","Muscadel Riviere","AZi8",407.1792,181.9356,164.8276,146.2984,144.5692,143.7668,0.446819483902911,0.404803585251899,0.35929733149434,0.355050552680491,0.353079921567703,1.192775,122.29685,0.327801430835966,0.655602861671932,"VU","VU"
"62","Azonal","Subtropical Dune Thicket","AZs3",12.9664,12.0748,12.0156,11.976,11.9752,11.972,0.93123766041461,0.926672013820336,0.923617966436328,0.923556268509378,0.923309476801579,0.00321250000000001,11.914175,0.0133024977639381,0.0266049955278763,"LC","LC"
"63","Desert","Noms Mountain Desert","Dg1",335.9332,335.6452,335.6452,333.036,333.016,332.8976,0.999142686700808,0.999142686700808,0.991375666352715,0.991316130706938,0.990963679683937,0.0858624999999993,331.352075,0.0127906640702741,0.0255813281405482,"LC","LC"
"64","Desert","Eastern Gariep Rocky Desert","Dg10",2094.648,2091.7496,2090.4224,2084.7316,2084.4008,2084.2796,0.998616283022255,0.997982668209647,0.995265839415501,0.995107913119531,0.995050051369013,0.233437500000008,2080.077725,0.00557995804086706,0.0111599160817341,"LC","LC"
"65","Desert","Richtersberg Mountain Desert","Dg2",361.43,361.4276,361.4276,361.418,361.398,361.3932,0.999993359710041,0.999993359710041,0.999966798550203,0.999911462800542,0.999898182220624,0.00107500000000016,361.37385,0.000148715814730354,0.00029743162946055,"LC","LC"
"66","Desert","Richtersveld Sheet Wash Desert","Dg3",160.0684,159.6936,159.6936,156.5212,156.5132,156.4688,0.997658500990826,0.997658500990826,0.977839473625025,0.977789494990892,0.977512113571448,0.100775000000001,154.65485,0.0315526107495856,0.0631052214991712,"LC","LC"
"67","Desert","Kwaggarug Mountain Desert","Dg4",107.7996,107.52,107.5172,107.2488,107.242,107.1928,0.997406298353612,0.997380324231259,0.994890519074282,0.994827439062854,0.994371036627223,0.0102249999999997,107.00875,0.0047549293154761,0.00950985863095211,"LC","LC"
"68","Desert","Kahams Mountain Desert","Dg5",592.286,592.286,592.286,592.016,591.9524,591.9344,1,1,0.999544139148992,0.999436758592977,0.999406367869577,0.0109874999999988,591.736625,0.000927550203786584,0.00185510040757317,"LC","LC"
"69","Desert","Helskloof Canyon Desert","Dg6",8.2236,8.2236,8.2236,8.1068,8.1068,8.1068,1,1,0.98579697456102,0.98579697456102,0.98579697456102,0.00364999999999999,8.0411,0.0221922272484069,0.0443844544968139,"LC","LC"
"70","Desert","Northern Nababiepsberge Mountain Desert","Dg7",247.0048,246.0048,245.4416,244.1796,244.1176,244.0452,0.995951495679436,0.993671378046095,0.988562165593543,0.988311158325668,0.988018046612859,0.0612374999999998,242.942925,0.01244640348481,0.02489280696962,"LC","LC"
"71","Desert","Southern Nababiepsberge Mountain Desert","Dg8",343.1992,343.1836,343.1836,342.9408,342.932,342.9244,0.999954545348591,0.999954545348591,0.999247084492038,0.999221443406628,0.999199298832864,0.00810000000000066,342.7786,0.00118012632305282,0.00236025264610566,"LC","LC"
"72","Desert","Eastern Gariep Plains Desert","Dg9",1217.99,1211.024,1203.2272,1198.7404,1198.4944,1198.2608,0.994280741221192,0.98787937503592,0.984195600949105,0.983993628847528,0.98380183745351,0.398849999999996,1191.0815,0.0164674688528055,0.0329349377056108,"LC","LC"
"73","Desert","Alexander Bay Coastal Duneveld","Dn1",17.0928,2.2132,2.1032,1.3744,1.3716,1.3532,0.129481419077038,0.123045960872414,0.0804081250585042,0.0802443133951137,0.0791678367499766,0.026875,0.86945,0.607152539309597,1.21430507861919,"EN","CR"
"74","Desert","Namib Lichen Fields","Dn2",1.5428,1.2484,1.2336,1.0276,1.0224,1.01,0.809178117708063,0.799585169821105,0.666061705989111,0.662691210785585,0.654653876069484,0.00745,0.8759,0.298381928868952,0.596763857737904,"LC","LC"
"75","Desert","Western Gariep Plains Desert","Dn3",139.9224,127.49,126.932,122.9108,122.8844,122.5984,0.911147893403772,0.907159968668348,0.878421182026609,0.878232506017621,0.876188515920253,0.1528625,119.846875,0.0599507804533689,0.119901560906738,"LC","LC"
"76","Desert","Western Gariep Lowland Desert","Dn4",217.0148,201.1044,200.7652,195.1304,195.1072,194.7612,0.926685184604921,0.925122157567134,0.899157108178797,0.899050203027628,0.897455841721394,0.198225,191.19315,0.0492841031822277,0.0985682063644554,"LC","LC"
"77","Desert","Western Gariep Hills Desert","Dn5",418.2756,392.2988,389.8536,384.9772,384.9532,384.4044,0.937895492828174,0.932049586444918,0.920391244433096,0.920333865996486,0.919021812412677,0.246700000000001,379.9638,0.0314428695677887,0.0628857391355774,"LC","LC"
"78","Forest","Lowveld Riverine Forest","FOa1",176.5124,150.1868,134.9612,133.9124,133.7084,133.4168,0.850856936963069,0.764598974349677,0.758657182158307,0.757501455988361,0.755849447404262,0.5240625,123.983675,0.174470226411376,0.348940452822752,"LC","LC"
"79","Forest","Swamp Forest","FOa2",100.4988,78.1504,73.7624,73.0152,72.8896,72.8692,0.77762520547509,0.733962992592946,0.726528077947199,0.725278311780837,0.725075324282479,0.1650375,69.898525,0.105589670686266,0.211179341372533,"LC","LC"
"80","Forest","Mangrove Forest","FOa3",23.8196,21.5984,20.992,20.7156,20.6628,20.558,0.906749063796201,0.881291037632874,0.869687148398798,0.867470486490117,0.863070748459252,0.0325125000000001,19.972775,0.0752659919253279,0.150531983850656,"LC","LC"
"81","Forest","Southern Afrotemperate Forest","FOz1",788.0828,639.3076,635.1924,632.7956,632.4848,632.212,0.811218821169552,0.805997034829335,0.802955730032428,0.802561355228156,0.802215198707547,0.2217375,628.220725,0.0173420040681512,0.0346840081363024,"LC","LC"
"82","Forest","Northern Afrotemperate Forest","FOz2",214.0732,185.4848,182.878,182.4964,182.454,182.4208,0.866455025664119,0.85427788251869,0.852495314686752,0.852297251594314,0.852142164455896,0.0957499999999998,180.6973,0.0258107402870747,0.0516214805741493,"LC","LC"
"83","Forest","Southern Mistbelt Forest","FOz3",1062.2748,893.0796,885.7284,884.67,884.4928,884.3512,0.84072369974323,0.833803456506734,0.832807104150451,0.832640292323606,0.832506993482289,0.272762500000002,879.441475,0.0152708952259129,0.0305417904518256,"LC","LC"
"84","Forest","Northern Mistbelt Forest","FOz4",389.3584,291.5964,289.4344,289.0336,288.9716,288.9104,0.748915138340408,0.74336241365282,0.742333027873548,0.742173791550407,0.7420166098895,0.0839375000000011,287.399525,0.0143927531341266,0.0287855062682533,"LC","LC"
"85","Forest","Scarp Forest","FOz5",1029.478,954.1424,947.846,946.6192,946.326,946.1864,0.926821554224568,0.920705444895374,0.91951377299952,0.919228968467515,0.919093365764009,0.248624999999997,941.71115,0.0130287156298681,0.0260574312597362,"LC","LC"
"86","Forest","Southern Coastal Forest","FOz6",185.2344,153.5564,151.6972,151.0108,150.932,150.9288,0.828984249145947,0.818947236582406,0.815241661376073,0.814816254432222,0.814798979023335,0.0821125,149.450775,0.0267369188128922,0.0534738376257844,"LC","LC"
"87","Forest","Northern Coastal Forest","FOz7",680.3208,560.2936,523.4512,517.5788,516.17,514.9484,0.823572643964436,0.769418192123481,0.760786381953925,0.758715594172631,0.756919970696177,1.4170375,489.441725,0.126454906855977,0.252909813711954,"LC","LC"
"88","Forest","Sand Forest","FOz8",265.4308,251.3768,245.148,244.6808,244.4464,244.2452,0.947052113017781,0.92358535633393,0.921825198884229,0.920942106191143,0.920184093179842,0.2228625,240.233675,0.0443283747744422,0.0886567495488843,"LC","LC"
"89","Forest","Ironwood Dry Forest","FOz9",81.6428,81.272,81.2672,81.2672,81.2604,81.2604,0.995458264537718,0.995399471845649,0.995399471845649,0.995316182198553,0.995316182198553,0.000362500000000043,81.253875,0.000223016537060706,0.000446033074121522,"LC","LC"
"90","Fynbos","Kouebokkeveld Alluvium Fynbos","FFa1",180.0652,72.1232,61.3016,54.1184,53.1612,52.9628,0.40053936018731,0.340441129102125,0.300548912282884,0.295233060024924,0.29413123690752,0.5987625,42.185075,0.415097014552876,0.830194029105752,"VU","EN"
"91","Fynbos","Breede Alluvium Fynbos","FFa2",501.6496,235.0628,192.3232,171.872,169.6896,168.948,0.468579661979198,0.383381547598164,0.342613649049057,0.338263202043817,0.336784879326127,2.0660875,131.758425,0.4394756422539,0.8789512845078,"VU","VU"
"92","Fynbos","Swartland Alluvium Fynbos","FFa3",477.154,189.6844,164.1436,140.9892,139.3292,136.9996,0.397532871986822,0.344005499272771,0.295479446887169,0.29200048621619,0.287118205023955,1.6464,107.3644,0.433984028206853,0.867968056413707,"VU","EN"
"93","Fynbos","Lourensford Alluvium Fynbos","FFa4",35.8392,13.1088,7.9916,5.288,5.176,5.122,0.365767093015469,0.222984888055537,0.147547936337865,0.144422866581843,0.142916136520904,0.2495875,0.629424999999999,0.951984544733309,1.90396908946662,"CR","EN"
"94","Fynbos","Northern Inland Shale Band Vegetation","FFb1",279.0688,263.648,260.9748,258.6304,258.3268,258.2252,0.944741941772065,0.935162941898199,0.926762146108773,0.925674242337373,0.925310174408605,0.169462500000002,255.174875,0.0321380211494117,0.0642760422988233,"LC","LC"
"95","Fynbos","Western Coastal Shale Band Vegetation","FFb2",134.5308,129.2912,128.8256,128.3692,128.2904,128.2068,0.961052784938468,0.957591867438535,0.95419933576549,0.953613596291704,0.952992177256063,0.0338875000000005,127.596825,0.0131051069214302,0.0262102138428605,"LC","LC"
"96","Fynbos","Central Inland Shale Band Vegetation","FFb3",97.8776,97.8124,97.808,97.7444,97.72,97.7068,0.99933386188464,0.999288907778695,0.998639116610951,0.998389825659804,0.99825496334197,0.00329999999999986,97.6474,0.00168690268309531,0.00337380536619065,"LC","LC"
"97","Fynbos","Central Coastal Shale Band Vegetation","FFb4",61.9624,55.4492,54.5776,54.188,54.0752,54.0568,0.89488463971699,0.880818044491498,0.874530360347566,0.872709901488645,0.872412947206693,0.0435124999999998,53.273575,0.0392363640954241,0.0784727281908483,"LC","LC"
"98","Fynbos","Eastern Inland Shale Band Vegetation","FFb5",108.3896,97.3924,96.5404,96.0748,95.86,95.8256,0.898540081336217,0.890679548591378,0.886383933513916,0.884402193568387,0.884084819945825,0.0489625,94.944275,0.0251367149798137,0.0502734299596273,"LC","LC"
"99","Fynbos","Eastern Coastal Shale Band Vegetation","FFb6",78.0444,34.536,31.1996,29.7744,29.3304,29.268,0.442517336285499,0.399767311940383,0.381505912019312,0.375816842720298,0.375017297845842,0.164625,26.30475,0.238338255733148,0.476676511466296,"LC","VU"
"100","Fynbos","Swellendam Silcrete Fynbos","FFc1",869.1648,472.4052,417.9464,391.334,389.0884,388.6148,0.543516258366653,0.480859786314402,0.450241427172384,0.447657797462576,0.447112906551209,2.61845,341.4827,0.277140260098746,0.554280520197491,"LC","VU"
