VegCode,Threat,SubThreat,SubSubThreat,NATIONAL STATUS,Taxon
FFh7,Habitat loss,Agriculture,Crops,EN,Stoebe rugulosa
FFh7,Invasive Alien Species (direct effects),Competitors,,EN,Stoebe rugulosa
FFh7,Invasive Alien Species (direct effects),,,EN,Stoebe rugulosa
FFh7,Pollution (affecting habitat and/or species),Land pollution,Agricultural,EN,Stoebe rugulosa
FFh7,Habitat degradation,Fires,Too frequent fires,EN,Stoebe rugulosa
FRc2,Habitat degradation,Agriculture,Livestock,EN,Stoebe rugulosa
FRc2,Habitat degradation,Agriculture,,EN,Stoebe rugulosa
FRc2,Habitat loss,Agriculture,Crops,EN,Stoebe rugulosa
FRc2,Invasive Alien Species (direct effects),Competitors,,EN,Stoebe rugulosa
FRc2,Invasive Alien Species (direct effects),,,EN,Stoebe rugulosa
FRc2,Pollution (affecting habitat and/or species),Land pollution,Agricultural,EN,Stoebe rugulosa
FRc2,Habitat degradation,Fires,Too frequent fires,EN,Stoebe rugulosa
FRs12,Habitat degradation,Agriculture,Livestock,EN,Stoebe rugulosa
FRs12,Habitat degradation,Agriculture,,EN,Stoebe rugulosa
FRs12,Habitat loss,Agriculture,Crops,EN,Stoebe rugulosa
FRs12,Invasive Alien Species (direct effects),Competitors,,EN,Stoebe rugulosa
FRs12,Invasive Alien Species (direct effects),,,EN,Stoebe rugulosa
FRs12,Pollution (affecting habitat and/or species),Land pollution,Agricultural,EN,Stoebe rugulosa
FRs12,Habitat degradation,Fires,Too frequent fires,EN,Stoebe rugulosa
FRs13,Habitat degradation,Agriculture,Livestock,EN,Stoebe rugulosa
FRs13,Habitat degradation,Agriculture,,EN,Stoebe rugulosa
FRs13,Habitat loss,Agriculture,Crops,EN,Stoebe rugulosa
FRs13,Invasive Alien Species (direct effects),Competitors,,EN,Stoebe rugulosa
FRs13,Invasive Alien Species (direct effects),,,EN,Stoebe rugulosa
FRs13,Pollution (affecting habitat and/or species),Land pollution,Agricultural,EN,Stoebe rugulosa
FRs13,Habitat degradation,Fires,Too frequent fires,EN,Stoebe rugulosa
FRs8,Habitat degradation,Agriculture,Livestock,EN,Stoebe rugulosa
FRs8,Habitat degradation,Agriculture,,EN,Stoebe rugulosa
FRs8,Habitat loss,Agriculture,Crops,EN,Stoebe rugulosa
FRs8,Invasive Alien Species (direct effects),Competitors,,EN,Stoebe rugulosa
FRs8,Invasive Alien Species (direct effects),,,EN,Stoebe rugulosa
FRs8,Pollution (affecting habitat and/or species),Land pollution,Agricultural,EN,Stoebe rugulosa
FRs8,Habitat degradation,Fires,Too frequent fires,EN,Stoebe rugulosa
FFd7,Habitat loss,Agriculture,Crops,VU,Stoebe schultzii
FFd7,Habitat loss,Infrastructure development,Human settlement,VU,Stoebe schultzii
FFd7,Habitat degradation,Agriculture,Livestock,VU,Stoebe schultzii
FFd7,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Stoebe schultzii
FFd7,Invasive Alien Species (direct effects),Competitors,,VU,Stoebe schultzii
FFd9,Habitat loss,Agriculture,Crops,VU,Stoebe schultzii
FFd9,Habitat loss,Infrastructure development,Human settlement,VU,Stoebe schultzii
FFd9,Habitat degradation,Agriculture,Livestock,VU,Stoebe schultzii
FFd9,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Stoebe schultzii
FFd9,Invasive Alien Species (direct effects),Competitors,,VU,Stoebe schultzii
FFf1,Habitat loss,Agriculture,Crops,VU,Stoebe schultzii
FFf1,Habitat loss,Infrastructure development,Human settlement,VU,Stoebe schultzii
FFf1,Habitat degradation,Agriculture,Livestock,VU,Stoebe schultzii
FFf1,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Stoebe schultzii
FFf1,Invasive Alien Species (direct effects),Competitors,,VU,Stoebe schultzii
FFf2,Habitat loss,Agriculture,Crops,VU,Stoebe schultzii
FFf2,Habitat loss,Infrastructure development,Human settlement,VU,Stoebe schultzii
FFf2,Habitat degradation,Agriculture,Livestock,VU,Stoebe schultzii
FFf2,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Stoebe schultzii
FFf2,Invasive Alien Species (direct effects),Competitors,,VU,Stoebe schultzii
FFl1,Habitat loss,Agriculture,Crops,VU,Stoebe schultzii
FFl1,Habitat loss,Infrastructure development,Human settlement,VU,Stoebe schultzii
FFl1,Habitat degradation,Agriculture,Livestock,VU,Stoebe schultzii
FFl1,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Stoebe schultzii
FFl1,Invasive Alien Species (direct effects),Competitors,,VU,Stoebe schultzii
FFl2,Habitat loss,Agriculture,Crops,VU,Stoebe schultzii
FFl2,Habitat loss,Infrastructure development,Human settlement,VU,Stoebe schultzii
FFl2,Habitat degradation,Agriculture,Livestock,VU,Stoebe schultzii
FFl2,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Stoebe schultzii
FFl2,Invasive Alien Species (direct effects),Competitors,,VU,Stoebe schultzii
FFd6,Habitat loss,Agriculture,Crops,EN,Pteronia tenuifolia
FFd6,Invasive Alien Species (direct effects),Competitors,,EN,Pteronia tenuifolia
FFd6,Habitat loss,Infrastructure development,Human settlement,EN,Pteronia tenuifolia
FFd6,Habitat degradation,Agriculture,Livestock,EN,Pteronia tenuifolia
FFd7,Habitat loss,Agriculture,Crops,EN,Pteronia tenuifolia
FFd7,Invasive Alien Species (direct effects),Competitors,,EN,Pteronia tenuifolia
FFd7,Habitat loss,Infrastructure development,Human settlement,EN,Pteronia tenuifolia
FFd7,Habitat degradation,Agriculture,Livestock,EN,Pteronia tenuifolia
FFf1,Habitat loss,Agriculture,Crops,EN,Pteronia tenuifolia
FFf1,Invasive Alien Species (direct effects),Competitors,,EN,Pteronia tenuifolia
FFf1,Habitat loss,Infrastructure development,Human settlement,EN,Pteronia tenuifolia
FFf1,Habitat degradation,Agriculture,Livestock,EN,Pteronia tenuifolia
FFs12,Habitat loss,Agriculture,Crops,EN,Pteronia tenuifolia
FFs12,Invasive Alien Species (direct effects),Competitors,,EN,Pteronia tenuifolia
FFs12,Habitat loss,Infrastructure development,Human settlement,EN,Pteronia tenuifolia
FFs12,Habitat degradation,Agriculture,Livestock,EN,Pteronia tenuifolia
FRs11,Habitat loss,Agriculture,Crops,EN,Pteronia tenuifolia
FRs11,Invasive Alien Species (direct effects),Competitors,,EN,Pteronia tenuifolia
FRs11,Habitat loss,Infrastructure development,Human settlement,EN,Pteronia tenuifolia
FRs11,Habitat degradation,Agriculture,Livestock,EN,Pteronia tenuifolia
Dn5,Habitat loss,Infrastructure development,Tourism/recreation,EN,Pteronia anisata
Dn5,Habitat degradation,Agriculture,Livestock,EN,Pteronia anisata
FFf1,Habitat degradation,Fires,Too frequent fires,EN,Pteronia scabra
FFf1,Invasive Alien Species (direct effects),Competitors,,EN,Pteronia scabra
FFs12,Habitat degradation,Fires,Too frequent fires,EN,Pteronia scabra
FFs12,Invasive Alien Species (direct effects),Competitors,,EN,Pteronia scabra
SVcb23,Habitat loss,Agriculture,Crops,CR,Kleinia venteri
NKl1,Natural disasters,Drought,,DDD,Helichrysum albertense
NKl1,Habitat degradation,Agriculture,Livestock,DDD,Helichrysum albertense
NKu1,Natural disasters,Drought,,DDD,Helichrysum albertense
NKu1,Habitat degradation,Agriculture,Livestock,DDD,Helichrysum albertense
AZa3,Habitat loss,Infrastructure development,Human settlement,VU,Helichrysum dunense
AZa3,Habitat loss,Extraction,Mining,VU,Helichrysum dunense
AZd2,Habitat loss,Infrastructure development,Human settlement,VU,Helichrysum dunense
AZd2,Habitat loss,Extraction,Mining,VU,Helichrysum dunense
AZd3,Habitat loss,Infrastructure development,Human settlement,VU,Helichrysum dunense
AZd3,Habitat loss,Extraction,Mining,VU,Helichrysum dunense
Dn1,Habitat loss,Infrastructure development,Human settlement,VU,Helichrysum dunense
Dn1,Habitat loss,Extraction,Mining,VU,Helichrysum dunense
FS1,Habitat loss,Infrastructure development,Human settlement,VU,Helichrysum dunense
FS1,Habitat loss,Extraction,Mining,VU,Helichrysum dunense
FS3,Habitat loss,Infrastructure development,Human settlement,VU,Helichrysum dunense
FS3,Habitat loss,Extraction,Mining,VU,Helichrysum dunense
FS5,Habitat loss,Infrastructure development,Human settlement,VU,Helichrysum dunense
FS5,Habitat loss,Extraction,Mining,VU,Helichrysum dunense
SKs1,Habitat loss,Infrastructure development,Human settlement,VU,Helichrysum dunense
SKs1,Habitat loss,Extraction,Mining,VU,Helichrysum dunense
SKs7,Habitat loss,Infrastructure development,Human settlement,VU,Helichrysum dunense
SKs7,Habitat loss,Extraction,Mining,VU,Helichrysum dunense
SKs8,Habitat loss,Infrastructure development,Human settlement,VU,Helichrysum dunense
SKs8,Habitat loss,Extraction,Mining,VU,Helichrysum dunense
FFa2,Habitat loss,Agriculture,Crops,VU,Helichrysum incarnatum
FFa2,Invasive Alien Species (direct effects),Competitors,,VU,Helichrysum incarnatum
FFd8,Habitat loss,Agriculture,Crops,VU,Helichrysum incarnatum
FFd8,Invasive Alien Species (direct effects),Competitors,,VU,Helichrysum incarnatum
FFq4,Habitat loss,Agriculture,Crops,VU,Helichrysum incarnatum
FFq4,Invasive Alien Species (direct effects),Competitors,,VU,Helichrysum incarnatum
FRa1,Habitat loss,Agriculture,Crops,VU,Helichrysum incarnatum
FRa1,Invasive Alien Species (direct effects),Competitors,,VU,Helichrysum incarnatum
FRs8,Habitat loss,Agriculture,Crops,VU,Helichrysum incarnatum
FRs8,Invasive Alien Species (direct effects),Competitors,,VU,Helichrysum incarnatum
Gs1,Habitat degradation,Agriculture,Livestock,EN,Helichrysum ingomense
SKr1,Habitat degradation,Agriculture,Livestock,EN,Helichrysum jubilatum
SKr12,Habitat degradation,Agriculture,Livestock,EN,Helichrysum jubilatum
SKr13,Habitat degradation,Agriculture,Livestock,EN,Helichrysum jubilatum
Gm30,Invasive Alien Species (direct effects),Competitors,,EN,Helichrysum lesliei
Gm30,Habitat degradation,Fires,Too frequent fires,EN,Helichrysum lesliei
Gm30,Habitat degradation,Fires,Too irregular fires,EN,Helichrysum lesliei
Gm31,Invasive Alien Species (direct effects),Competitors,,EN,Helichrysum lesliei
Gm31,Habitat degradation,Fires,Too frequent fires,EN,Helichrysum lesliei
Gm31,Habitat degradation,Fires,Too irregular fires,EN,Helichrysum lesliei
Gm17,Habitat degradation,Agriculture,Livestock,NT,Helichrysum mimetes
Gm17,Invasive Alien Species (direct effects),Competitors,,NT,Helichrysum mimetes
Gm22,Habitat degradation,Agriculture,Livestock,NT,Helichrysum mimetes
Gm22,Invasive Alien Species (direct effects),Competitors,,NT,Helichrysum mimetes
Gm23,Habitat degradation,Agriculture,Livestock,NT,Helichrysum mimetes
Gm23,Invasive Alien Species (direct effects),Competitors,,NT,Helichrysum mimetes
Gm24,Habitat degradation,Agriculture,Livestock,NT,Helichrysum mimetes
Gm24,Invasive Alien Species (direct effects),Competitors,,NT,Helichrysum mimetes
Gm25,Habitat degradation,Agriculture,Livestock,NT,Helichrysum mimetes
Gm25,Invasive Alien Species (direct effects),Competitors,,NT,Helichrysum mimetes
Gm31,Habitat degradation,Agriculture,Livestock,NT,Helichrysum mimetes
Gm31,Invasive Alien Species (direct effects),Competitors,,NT,Helichrysum mimetes
Gs20,Invasive Alien Species (direct effects),Competitors,,VU,Helichrysum oligopappum
Gs20,Habitat loss,Agriculture,Wood plantations,VU,Helichrysum oligopappum
Gs20,Habitat loss,Agriculture,Crops,VU,Helichrysum oligopappum
Gs8,Invasive Alien Species (direct effects),Competitors,,VU,Helichrysum oligopappum
Gs8,Habitat loss,Agriculture,Wood plantations,VU,Helichrysum oligopappum
Gs8,Habitat loss,Agriculture,Crops,VU,Helichrysum oligopappum
Gs9,Invasive Alien Species (direct effects),Competitors,,VU,Helichrysum oligopappum
Gs9,Habitat loss,Agriculture,Wood plantations,VU,Helichrysum oligopappum
Gs9,Habitat loss,Agriculture,Crops,VU,Helichrysum oligopappum
SVs5,Invasive Alien Species (direct effects),Competitors,,VU,Helichrysum oligopappum
SVs5,Habitat loss,Agriculture,Wood plantations,VU,Helichrysum oligopappum
SVs5,Habitat loss,Agriculture,Crops,VU,Helichrysum oligopappum
FFs20,Habitat loss,Agriculture,Crops,CR,Helichrysum outeniquense
FFs20,Invasive Alien Species (direct effects),Competitors,,CR,Helichrysum outeniquense
CB3,Invasive Alien Species (direct effects),Competitors,,EN,Helichrysum pannosum
CB3,Harvesting [gathering],Medicine,,EN,Helichrysum pannosum
CB3,Habitat degradation,Agriculture,Livestock,EN,Helichrysum pannosum
CB3,Habitat degradation,Fires,Too frequent fires,EN,Helichrysum pannosum
CB3,Habitat degradation,Fires,Too irregular fires,EN,Helichrysum pannosum
CB3,Habitat loss,Agriculture,Crops,EN,Helichrysum pannosum
CB3,Habitat loss,Agriculture,Wood plantations,EN,Helichrysum pannosum
CB3,Habitat degradation,Agriculture,Abandonment,EN,Helichrysum pannosum
CB3,Harvesting [gathering],Materials,,EN,Helichrysum pannosum
CB3,Pollution (affecting habitat and/or species),Land pollution,Commercial/Industrial,EN,Helichrysum pannosum
CB3,Habitat loss,Extraction,Mining,EN,Helichrysum pannosum
CB3,Habitat degradation,Fires,Wrong season for fires,EN,Helichrysum pannosum
CB3,Harvesting [gathering],Fuel,,EN,Helichrysum pannosum
CB3,Habitat loss,Infrastructure development,Human settlement,EN,Helichrysum pannosum
CB3,Habitat loss,Infrastructure development,Tourism/recreation,EN,Helichrysum pannosum
CB4,Invasive Alien Species (direct effects),Competitors,,EN,Helichrysum pannosum
CB4,Harvesting [gathering],Medicine,,EN,Helichrysum pannosum
CB4,Habitat degradation,Agriculture,Livestock,EN,Helichrysum pannosum
CB4,Habitat degradation,Fires,Too frequent fires,EN,Helichrysum pannosum
CB4,Habitat degradation,Fires,Too irregular fires,EN,Helichrysum pannosum
CB4,Habitat loss,Agriculture,Crops,EN,Helichrysum pannosum
CB4,Habitat loss,Agriculture,Wood plantations,EN,Helichrysum pannosum
CB4,Habitat degradation,Agriculture,Abandonment,EN,Helichrysum pannosum
CB4,Harvesting [gathering],Materials,,EN,Helichrysum pannosum
CB4,Pollution (affecting habitat and/or species),Land pollution,Commercial/Industrial,EN,Helichrysum pannosum
CB4,Habitat loss,Extraction,Mining,EN,Helichrysum pannosum
CB4,Habitat degradation,Fires,Wrong season for fires,EN,Helichrysum pannosum
CB4,Harvesting [gathering],Fuel,,EN,Helichrysum pannosum
CB4,Habitat loss,Infrastructure development,Human settlement,EN,Helichrysum pannosum
CB4,Habitat loss,Infrastructure development,Tourism/recreation,EN,Helichrysum pannosum
CB6,Invasive Alien Species (direct effects),Competitors,,EN,Helichrysum pannosum
CB6,Harvesting [gathering],Medicine,,EN,Helichrysum pannosum
CB6,Habitat degradation,Agriculture,Livestock,EN,Helichrysum pannosum
CB6,Habitat degradation,Fires,Too frequent fires,EN,Helichrysum pannosum
CB6,Habitat degradation,Fires,Too irregular fires,EN,Helichrysum pannosum
CB6,Habitat loss,Agriculture,Crops,EN,Helichrysum pannosum
CB6,Habitat loss,Agriculture,Wood plantations,EN,Helichrysum pannosum
CB6,Habitat degradation,Agriculture,Abandonment,EN,Helichrysum pannosum
CB6,Harvesting [gathering],Materials,,EN,Helichrysum pannosum
CB6,Pollution (affecting habitat and/or species),Land pollution,Commercial/Industrial,EN,Helichrysum pannosum
CB6,Habitat loss,Extraction,Mining,EN,Helichrysum pannosum
CB6,Habitat degradation,Fires,Wrong season for fires,EN,Helichrysum pannosum
CB6,Harvesting [gathering],Fuel,,EN,Helichrysum pannosum
CB6,Habitat loss,Infrastructure development,Human settlement,EN,Helichrysum pannosum
CB6,Habitat loss,Infrastructure development,Tourism/recreation,EN,Helichrysum pannosum
FOz5,Invasive Alien Species (direct effects),Competitors,,EN,Helichrysum pannosum
FOz5,Harvesting [gathering],Medicine,,EN,Helichrysum pannosum
FOz5,Habitat degradation,Agriculture,Livestock,EN,Helichrysum pannosum
FOz5,Habitat degradation,Fires,Too frequent fires,EN,Helichrysum pannosum
FOz5,Habitat degradation,Fires,Too irregular fires,EN,Helichrysum pannosum
FOz5,Habitat loss,Agriculture,Crops,EN,Helichrysum pannosum
FOz5,Habitat loss,Agriculture,Wood plantations,EN,Helichrysum pannosum
FOz5,Habitat degradation,Agriculture,Abandonment,EN,Helichrysum pannosum
FOz5,Harvesting [gathering],Materials,,EN,Helichrysum pannosum
FOz5,Pollution (affecting habitat and/or species),Land pollution,Commercial/Industrial,EN,Helichrysum pannosum
FOz5,Habitat loss,Extraction,Mining,EN,Helichrysum pannosum
FOz5,Habitat degradation,Fires,Wrong season for fires,EN,Helichrysum pannosum
FOz5,Harvesting [gathering],Fuel,,EN,Helichrysum pannosum
FOz5,Habitat loss,Infrastructure development,Human settlement,EN,Helichrysum pannosum
FOz5,Habitat loss,Infrastructure development,Tourism/recreation,EN,Helichrysum pannosum
Gs19,Invasive Alien Species (direct effects),Competitors,,EN,Helichrysum pannosum
Gs19,Harvesting [gathering],Medicine,,EN,Helichrysum pannosum
Gs19,Habitat degradation,Agriculture,Livestock,EN,Helichrysum pannosum
Gs19,Habitat degradation,Fires,Too frequent fires,EN,Helichrysum pannosum
Gs19,Habitat degradation,Fires,Too irregular fires,EN,Helichrysum pannosum
Gs19,Habitat loss,Agriculture,Crops,EN,Helichrysum pannosum
Gs19,Habitat loss,Agriculture,Wood plantations,EN,Helichrysum pannosum
Gs19,Habitat degradation,Agriculture,Abandonment,EN,Helichrysum pannosum
Gs19,Harvesting [gathering],Materials,,EN,Helichrysum pannosum
Gs19,Pollution (affecting habitat and/or species),Land pollution,Commercial/Industrial,EN,Helichrysum pannosum
Gs19,Habitat loss,Extraction,Mining,EN,Helichrysum pannosum
Gs19,Habitat degradation,Fires,Wrong season for fires,EN,Helichrysum pannosum
Gs19,Harvesting [gathering],Fuel,,EN,Helichrysum pannosum
Gs19,Habitat loss,Infrastructure development,Human settlement,EN,Helichrysum pannosum
Gs19,Habitat loss,Infrastructure development,Tourism/recreation,EN,Helichrysum pannosum
Gs20,Invasive Alien Species (direct effects),Competitors,,EN,Helichrysum pannosum
Gs20,Harvesting [gathering],Medicine,,EN,Helichrysum pannosum
Gs20,Habitat degradation,Agriculture,Livestock,EN,Helichrysum pannosum
Gs20,Habitat degradation,Fires,Too frequent fires,EN,Helichrysum pannosum
Gs20,Habitat degradation,Fires,Too irregular fires,EN,Helichrysum pannosum
Gs20,Habitat loss,Agriculture,Crops,EN,Helichrysum pannosum
Gs20,Habitat loss,Agriculture,Wood plantations,EN,Helichrysum pannosum
Gs20,Habitat degradation,Agriculture,Abandonment,EN,Helichrysum pannosum
Gs20,Harvesting [gathering],Materials,,EN,Helichrysum pannosum
Gs20,Pollution (affecting habitat and/or species),Land pollution,Commercial/Industrial,EN,Helichrysum pannosum
Gs20,Habitat loss,Extraction,Mining,EN,Helichrysum pannosum
Gs20,Habitat degradation,Fires,Wrong season for fires,EN,Helichrysum pannosum
Gs20,Harvesting [gathering],Fuel,,EN,Helichrysum pannosum
Gs20,Habitat loss,Infrastructure development,Human settlement,EN,Helichrysum pannosum
Gs20,Habitat loss,Infrastructure development,Tourism/recreation,EN,Helichrysum pannosum
Gs9,Invasive Alien Species (direct effects),Competitors,,EN,Helichrysum pannosum
Gs9,Harvesting [gathering],Medicine,,EN,Helichrysum pannosum
Gs9,Habitat degradation,Agriculture,Livestock,EN,Helichrysum pannosum
Gs9,Habitat degradation,Fires,Too frequent fires,EN,Helichrysum pannosum
Gs9,Habitat degradation,Fires,Too irregular fires,EN,Helichrysum pannosum
Gs9,Habitat loss,Agriculture,Crops,EN,Helichrysum pannosum
Gs9,Habitat loss,Agriculture,Wood plantations,EN,Helichrysum pannosum
Gs9,Habitat degradation,Agriculture,Abandonment,EN,Helichrysum pannosum
Gs9,Harvesting [gathering],Materials,,EN,Helichrysum pannosum
Gs9,Pollution (affecting habitat and/or species),Land pollution,Commercial/Industrial,EN,Helichrysum pannosum
Gs9,Habitat loss,Extraction,Mining,EN,Helichrysum pannosum
Gs9,Habitat degradation,Fires,Wrong season for fires,EN,Helichrysum pannosum
Gs9,Harvesting [gathering],Fuel,,EN,Helichrysum pannosum
Gs9,Habitat loss,Infrastructure development,Human settlement,EN,Helichrysum pannosum
Gs9,Habitat loss,Infrastructure development,Tourism/recreation,EN,Helichrysum pannosum
SVs3,Invasive Alien Species (direct effects),Competitors,,EN,Helichrysum pannosum
SVs3,Harvesting [gathering],Medicine,,EN,Helichrysum pannosum
SVs3,Habitat degradation,Agriculture,Livestock,EN,Helichrysum pannosum
SVs3,Habitat degradation,Fires,Too frequent fires,EN,Helichrysum pannosum
SVs3,Habitat degradation,Fires,Too irregular fires,EN,Helichrysum pannosum
SVs3,Habitat loss,Agriculture,Crops,EN,Helichrysum pannosum
SVs3,Habitat loss,Agriculture,Wood plantations,EN,Helichrysum pannosum
SVs3,Habitat degradation,Agriculture,Abandonment,EN,Helichrysum pannosum
SVs3,Harvesting [gathering],Materials,,EN,Helichrysum pannosum
SVs3,Pollution (affecting habitat and/or species),Land pollution,Commercial/Industrial,EN,Helichrysum pannosum
SVs3,Habitat loss,Extraction,Mining,EN,Helichrysum pannosum
SVs3,Habitat degradation,Fires,Wrong season for fires,EN,Helichrysum pannosum
SVs3,Harvesting [gathering],Fuel,,EN,Helichrysum pannosum
SVs3,Habitat loss,Infrastructure development,Human settlement,EN,Helichrysum pannosum
SVs3,Habitat loss,Infrastructure development,Tourism/recreation,EN,Helichrysum pannosum
SVs5,Invasive Alien Species (direct effects),Competitors,,EN,Helichrysum pannosum
SVs5,Harvesting [gathering],Medicine,,EN,Helichrysum pannosum
SVs5,Habitat degradation,Agriculture,Livestock,EN,Helichrysum pannosum
SVs5,Habitat degradation,Fires,Too frequent fires,EN,Helichrysum pannosum
SVs5,Habitat degradation,Fires,Too irregular fires,EN,Helichrysum pannosum
SVs5,Habitat loss,Agriculture,Crops,EN,Helichrysum pannosum
SVs5,Habitat loss,Agriculture,Wood plantations,EN,Helichrysum pannosum
SVs5,Habitat degradation,Agriculture,Abandonment,EN,Helichrysum pannosum
SVs5,Harvesting [gathering],Materials,,EN,Helichrysum pannosum
SVs5,Pollution (affecting habitat and/or species),Land pollution,Commercial/Industrial,EN,Helichrysum pannosum
SVs5,Habitat loss,Extraction,Mining,EN,Helichrysum pannosum
SVs5,Habitat degradation,Fires,Wrong season for fires,EN,Helichrysum pannosum
SVs5,Harvesting [gathering],Fuel,,EN,Helichrysum pannosum
SVs5,Habitat loss,Infrastructure development,Human settlement,EN,Helichrysum pannosum
SVs5,Habitat loss,Infrastructure development,Tourism/recreation,EN,Helichrysum pannosum
FFs13,Invasive Alien Species (direct effects),Competitors,,EN,Helichrysum rotundatum
FFs14,Invasive Alien Species (direct effects),Competitors,,EN,Helichrysum rotundatum
FFs23,Invasive Alien Species (direct effects),,,Rare,Helichrysum saxicola
FFs23,Habitat degradation,Fires,Too frequent fires,Rare,Helichrysum saxicola
FFs24,Invasive Alien Species (direct effects),,,Rare,Helichrysum saxicola
FFs24,Habitat degradation,Fires,Too frequent fires,Rare,Helichrysum saxicola
FFs31,Invasive Alien Species (direct effects),,,Rare,Helichrysum saxicola
FFs31,Habitat degradation,Fires,Too frequent fires,Rare,Helichrysum saxicola
FFd4,Habitat degradation,Agriculture,Livestock,NT,Helichrysum tricostatum
FFd4,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum tricostatum
FFd4,Habitat loss,Agriculture,Crops,NT,Helichrysum tricostatum
FFd5,Habitat degradation,Agriculture,Livestock,NT,Helichrysum tricostatum
FFd5,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum tricostatum
FFd5,Habitat loss,Agriculture,Crops,NT,Helichrysum tricostatum
FRg2,Habitat degradation,Agriculture,Livestock,NT,Helichrysum tricostatum
FRg2,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum tricostatum
FRg2,Habitat loss,Agriculture,Crops,NT,Helichrysum tricostatum
FRs9,Habitat degradation,Agriculture,Livestock,NT,Helichrysum tricostatum
FRs9,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum tricostatum
FRs9,Habitat loss,Agriculture,Crops,NT,Helichrysum tricostatum
SKn1,Habitat degradation,Agriculture,Livestock,NT,Helichrysum tricostatum
SKn1,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum tricostatum
SKn1,Habitat loss,Agriculture,Crops,NT,Helichrysum tricostatum
SKn4,Habitat degradation,Agriculture,Livestock,NT,Helichrysum tricostatum
SKn4,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum tricostatum
SKn4,Habitat loss,Agriculture,Crops,NT,Helichrysum tricostatum
SKs7,Habitat degradation,Agriculture,Livestock,NT,Helichrysum tricostatum
SKs7,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum tricostatum
SKs7,Habitat loss,Agriculture,Crops,NT,Helichrysum tricostatum
SKt2,Habitat degradation,Agriculture,Livestock,NT,Helichrysum tricostatum
SKt2,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum tricostatum
SKt2,Habitat loss,Agriculture,Crops,NT,Helichrysum tricostatum
SKt3,Habitat degradation,Agriculture,Livestock,NT,Helichrysum tricostatum
SKt3,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum tricostatum
SKt3,Habitat loss,Agriculture,Crops,NT,Helichrysum tricostatum
SKv5,Habitat degradation,Agriculture,Livestock,NT,Helichrysum tricostatum
SKv5,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum tricostatum
SKv5,Habitat loss,Agriculture,Crops,NT,Helichrysum tricostatum
FS2,Habitat loss,Infrastructure development,Human settlement,VU,Helichrysum bachmannii
FS2,Habitat degradation,Agriculture,Livestock,VU,Helichrysum bachmannii
FS3,Habitat loss,Infrastructure development,Human settlement,VU,Helichrysum bachmannii
FS3,Habitat degradation,Agriculture,Livestock,VU,Helichrysum bachmannii
FS5,Habitat loss,Infrastructure development,Human settlement,VU,Helichrysum bachmannii
FS5,Habitat degradation,Agriculture,Livestock,VU,Helichrysum bachmannii
FOz3,Habitat loss,Infrastructure development,Human settlement,CR,Helichrysum citricephalum
Gs9,Habitat loss,Infrastructure development,Human settlement,CR,Helichrysum citricephalum
FFd3,Invasive Alien Species (direct effects),Competitors,,NT,Helichrysum cochleariforme
FFd3,Habitat loss,Infrastructure development,Telecommunications,NT,Helichrysum cochleariforme
FFd3,Habitat degradation,Fires,Too irregular fires,NT,Helichrysum cochleariforme
FFd3,Invasive Alien Species (direct effects),,,NT,Helichrysum cochleariforme
FFd3,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum cochleariforme
FFd4,Invasive Alien Species (direct effects),Competitors,,NT,Helichrysum cochleariforme
FFd4,Habitat loss,Infrastructure development,Telecommunications,NT,Helichrysum cochleariforme
FFd4,Habitat degradation,Fires,Too irregular fires,NT,Helichrysum cochleariforme
FFd4,Invasive Alien Species (direct effects),,,NT,Helichrysum cochleariforme
FFd4,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum cochleariforme
FFs2,Invasive Alien Species (direct effects),Competitors,,NT,Helichrysum cochleariforme
FFs2,Habitat loss,Infrastructure development,Telecommunications,NT,Helichrysum cochleariforme
FFs2,Habitat degradation,Fires,Too irregular fires,NT,Helichrysum cochleariforme
FFs2,Invasive Alien Species (direct effects),,,NT,Helichrysum cochleariforme
FFs2,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum cochleariforme
FRs9,Invasive Alien Species (direct effects),Competitors,,NT,Helichrysum cochleariforme
FRs9,Habitat loss,Infrastructure development,Telecommunications,NT,Helichrysum cochleariforme
FRs9,Habitat degradation,Fires,Too irregular fires,NT,Helichrysum cochleariforme
FRs9,Invasive Alien Species (direct effects),,,NT,Helichrysum cochleariforme
