"","...1","LC","T_MAPCODE","IAT","IAT_cert","n","km2"
"13133",88435,3,"FRs15",5,6,2,2e-04
"13134",88437,5,"FRs15",5,6,7,7e-04
"13135",88441,1,"FRs16",5,6,25663,2.5663
"13136",88442,2,"FRs16",5,6,2112,0.2112
"13137",88443,3,"FRs16",5,6,2,2e-04
"13138",88444,4,"FRs16",5,6,122,0.0122
"13139",88445,5,"FRs16",5,6,353,0.0353
"13140",88447,7,"FRs16",5,6,38,0.0038
"13141",88449,1,"FRs17",5,6,79390,7.939
"13142",88450,2,"FRs17",5,6,10525,1.0525
"13143",88451,3,"FRs17",5,6,10,0.001
"13144",88452,4,"FRs17",5,6,530,0.053
"13145",88453,5,"FRs17",5,6,3711,0.3711
"13146",88455,7,"FRs17",5,6,9725,0.9725
"13147",88457,1,"FRs18",5,6,180,0.018
"13148",88465,1,"FRs19",5,6,27308,2.7308
"13149",88466,2,"FRs19",5,6,1796,0.1796
"13150",88467,3,"FRs19",5,6,5,5e-04
"13151",88468,4,"FRs19",5,6,28,0.0028
"13152",88469,5,"FRs19",5,6,781,0.0781
"13153",88497,1,"FRs4",5,6,4514,0.4514
"13154",88498,2,"FRs4",5,6,1934,0.1934
"13155",88499,3,"FRs4",5,6,9,9e-04
"13156",88500,4,"FRs4",5,6,318,0.0318
"13157",88501,5,"FRs4",5,6,16938,1.6938
"13158",88503,7,"FRs4",5,6,224,0.0224
"13159",88513,1,"FRs6",5,6,343,0.0343
"13160",88514,2,"FRs6",5,6,136,0.0136
"13161",88516,4,"FRs6",5,6,5,5e-04
"13162",88517,5,"FRs6",5,6,135,0.0135
"13163",88519,7,"FRs6",5,6,1,1e-04
"13164",88521,1,"FRs7",5,6,1534,0.1534
"13165",88522,2,"FRs7",5,6,541,0.0541
"13166",88524,4,"FRs7",5,6,19,0.0019
"13167",88525,5,"FRs7",5,6,320,0.032
"13168",88527,7,"FRs7",5,6,153,0.0153
"13169",88529,1,"FRs8",5,6,31050,3.105
"13170",88530,2,"FRs8",5,6,17334,1.7334
"13171",88531,3,"FRs8",5,6,18,0.0018
"13172",88532,4,"FRs8",5,6,550,0.055
"13173",88533,5,"FRs8",5,6,17548,1.7548
"13174",88534,6,"FRs8",5,6,3,3e-04
"13175",88535,7,"FRs8",5,6,21808,2.1808
"13176",88537,1,"FRs9",5,6,58134,5.8134
"13177",88538,2,"FRs9",5,6,19973,1.9973
"13178",88539,3,"FRs9",5,6,30,0.003
"13179",88540,4,"FRs9",5,6,5881,0.5881
"13180",88541,5,"FRs9",5,6,129216,12.9216
"13181",88542,6,"FRs9",5,6,26,0.0026
"13182",88543,7,"FRs9",5,6,9034,0.9034
"13183",88553,1,"FS10",5,6,17511,1.7511
"13184",88554,2,"FS10",5,6,16,0.0016
"13185",88556,4,"FS10",5,6,21,0.0021
"13186",88569,1,"FS12",5,6,11,0.0011
"13187",88570,2,"FS12",5,6,14,0.0014
"13188",88572,4,"FS12",5,6,20,0.002
"13189",88580,4,"FS13",5,6,171,0.0171
"13190",88593,1,"FS2",5,6,861,0.0861
"13191",88594,2,"FS2",5,6,62,0.0062
"13192",88596,4,"FS2",5,6,14,0.0014
"13193",88597,5,"FS2",5,6,10,0.001
"13194",88599,7,"FS2",5,6,3,3e-04
"13195",88601,1,"FS3",5,6,23526,2.3526
"13196",88602,2,"FS3",5,6,3391,0.3391
"13197",88604,4,"FS3",5,6,198,0.0198
"13198",88605,5,"FS3",5,6,569,0.0569
"13199",88606,6,"FS3",5,6,79,0.0079
"13200",88607,7,"FS3",5,6,1474,0.1474
"13201",88609,1,"FS4",5,6,179,0.0179
"13202",88610,2,"FS4",5,6,6,6e-04
"13203",88612,4,"FS4",5,6,1,1e-04
"13204",88617,1,"FS5",5,6,41221,4.1221
"13205",88618,2,"FS5",5,6,317,0.0317
"13206",88620,4,"FS5",5,6,109,0.0109
"13207",88623,7,"FS5",5,6,160,0.016
"13208",88625,1,"FS6",5,6,42683,4.2683
"13209",88626,2,"FS6",5,6,1628,0.1628
"13210",88627,3,"FS6",5,6,6,6e-04
"13211",88628,4,"FS6",5,6,2976,0.2976
"13212",88629,5,"FS6",5,6,11,0.0011
"13213",88630,6,"FS6",5,6,35,0.0035
"13214",88631,7,"FS6",5,6,126,0.0126
"13215",88633,1,"FS7",5,6,10954,1.0954
"13216",88634,2,"FS7",5,6,69,0.0069
"13217",88636,4,"FS7",5,6,39,0.0039
"13218",88637,5,"FS7",5,6,31,0.0031
"13219",88641,1,"FS9",5,6,4581,0.4581
"13220",88642,2,"FS9",5,6,512,0.0512
"13221",88643,3,"FS9",5,6,1,1e-04
"13222",88644,4,"FS9",5,6,178,0.0178
"13223",88645,5,"FS9",5,6,62,0.0062
"13224",89001,1,"SKv11",5,6,447,0.0447
"13225",89002,2,"SKv11",5,6,16,0.0016
"13226",89004,4,"SKv11",5,6,1,1e-04
"13227",89005,5,"SKv11",5,6,5,5e-04
"13228",89007,7,"SKv11",5,6,1,1e-04
"13229",89009,1,"SKv13",5,6,5,5e-04
"13230",89017,1,"SKv14",5,6,48,0.0048
"13231",89025,1,"SKv2",5,6,1,1e-04
"13232",89065,1,"SKv7",5,6,775,0.0775
"13233",89066,2,"SKv7",5,6,384,0.0384
"13234",89068,4,"SKv7",5,6,12,0.0012
"13235",89069,5,"SKv7",5,6,826,0.0826
"13236",89071,7,"SKv7",5,6,63,0.0063
"13237",89073,1,"SKv8",5,6,5,5e-04
"13238",89074,2,"SKv8",5,6,2,2e-04
"13239",89281,1,"AT37",6,6,34128,3.4128
"13240",89282,2,"AT37",6,6,3218,0.3218
"13241",89283,3,"AT37",6,6,1,1e-04
"13242",89284,4,"AT37",6,6,4,4e-04
"13243",89285,5,"AT37",6,6,1578,0.1578
"13244",89286,6,"AT37",6,6,2,2e-04
"13245",89305,1,"AT40",6,6,7339,0.7339
"13246",89306,2,"AT40",6,6,303,0.0303
"13247",89308,4,"AT40",6,6,55,0.0055
"13248",89309,5,"AT40",6,6,46,0.0046
"13249",89311,7,"AT40",6,6,30,0.003
"13250",89457,1,"AZa2",6,6,28402,2.8402
"13251",89458,2,"AZa2",6,6,6566,0.6566
"13252",89459,3,"AZa2",6,6,6,6e-04
"13253",89460,4,"AZa2",6,6,602,0.0602
"13254",89461,5,"AZa2",6,6,6700,0.67
"13255",89462,6,"AZa2",6,6,3,3e-04
"13256",89463,7,"AZa2",6,6,1029,0.1029
"13257",89481,1,"AZd3",6,6,1899,0.1899
"13258",89569,1,"FFb2",6,6,1314,0.1314
"13259",89575,7,"FFb2",6,6,1,1e-04
"13260",89585,1,"FFb4",6,6,11457,1.1457
"13261",89586,2,"FFb4",6,6,1855,0.1855
"13262",89588,4,"FFb4",6,6,4,4e-04
"13263",89589,5,"FFb4",6,6,173,0.0173
"13264",89591,7,"FFb4",6,6,902,0.0902
"13265",89609,1,"FFc1",6,6,466747,46.6747
"13266",89610,2,"FFc1",6,6,82776,8.2776
"13267",89611,3,"FFc1",6,6,25,0.0025
"13268",89612,4,"FFc1",6,6,1351,0.1351
"13269",89613,5,"FFc1",6,6,57102,5.7102
"13270",89614,6,"FFc1",6,6,2,2e-04
"13271",89615,7,"FFc1",6,6,12844,1.2844
"13272",89681,1,"FFd7",6,6,21975,2.1975
"13273",89682,2,"FFd7",6,6,6556,0.6556
"13274",89683,3,"FFd7",6,6,4,4e-04
"13275",89684,4,"FFd7",6,6,538,0.0538
"13276",89685,5,"FFd7",6,6,15092,1.5092
"13277",89686,6,"FFd7",6,6,2,2e-04
"13278",89687,7,"FFd7",6,6,619,0.0619
"13279",89697,1,"FFd9",6,6,132317,13.2317
"13280",89698,2,"FFd9",6,6,43720,4.372
"13281",89699,3,"FFd9",6,6,1,1e-04
"13282",89700,4,"FFd9",6,6,530,0.053
"13283",89701,5,"FFd9",6,6,11489,1.1489
"13284",89702,6,"FFd9",6,6,1,1e-04
"13285",89703,7,"FFd9",6,6,1855,0.1855
"13286",89705,1,"FFf1",6,6,851,0.0851
"13287",89706,2,"FFf1",6,6,1346,0.1346
"13288",89708,4,"FFf1",6,6,33,0.0033
"13289",89709,5,"FFf1",6,6,59,0.0059
"13290",89713,1,"FFf2",6,6,11610,1.161
"13291",89714,2,"FFf2",6,6,7678,0.7678
"13292",89716,4,"FFf2",6,6,13,0.0013
"13293",89717,5,"FFf2",6,6,4578,0.4578
"13294",89719,7,"FFf2",6,6,126,0.0126
"13295",89737,1,"FFg4",6,6,3027,0.3027
"13296",89738,2,"FFg4",6,6,510,0.051
"13297",89739,3,"FFg4",6,6,1,1e-04
"13298",89741,5,"FFg4",6,6,190,0.019
"13299",89745,1,"FFg5",6,6,185969,18.5969
"13300",89746,2,"FFg5",6,6,28225,2.8225
"13301",89747,3,"FFg5",6,6,62,0.0062
"13302",89748,4,"FFg5",6,6,3588,0.3588
"13303",89749,5,"FFg5",6,6,9840,0.984
"13304",89750,6,"FFg5",6,6,6,6e-04
"13305",89751,7,"FFg5",6,6,1422,0.1422
"13306",89793,1,"FFh4",6,6,7973,0.7973
"13307",89794,2,"FFh4",6,6,1786,0.1786
"13308",89795,3,"FFh4",6,6,6,6e-04
"13309",89796,4,"FFh4",6,6,33,0.0033
"13310",89797,5,"FFh4",6,6,2161,0.2161
"13311",89799,7,"FFh4",6,6,290,0.029
"13312",89817,1,"FFh7",6,6,22,0.0022
"13313",89818,2,"FFh7",6,6,5,5e-04
"13314",89821,5,"FFh7",6,6,12,0.0012
"13315",89823,7,"FFh7",6,6,3,3e-04
"13316",89825,1,"FFh8",6,6,370,0.037
"13317",89826,2,"FFh8",6,6,192,0.0192
"13318",89828,4,"FFh8",6,6,7,7e-04
"13319",89829,5,"FFh8",6,6,72,0.0072
"13320",89831,7,"FFh8",6,6,2,2e-04
"13321",89833,1,"FFh9",6,6,115615,11.5615
"13322",89834,2,"FFh9",6,6,12907,1.2907
"13323",89835,3,"FFh9",6,6,17,0.0017
"13324",89836,4,"FFh9",6,6,94,0.0094
"13325",89837,5,"FFh9",6,6,5679,0.5679
"13326",89839,7,"FFh9",6,6,12297,1.2297
"13327",89841,1,"FFl1",6,6,12706,1.2706
"13328",89842,2,"FFl1",6,6,180,0.018
"13329",89844,4,"FFl1",6,6,60,0.006
"13330",89845,5,"FFl1",6,6,8,8e-04
"13331",89847,7,"FFl1",6,6,23,0.0023
"13332",89849,1,"FFl2",6,6,345469,34.5469
"13333",89850,2,"FFl2",6,6,9295,0.9295
"13334",89851,3,"FFl2",6,6,15,0.0015
"13335",89852,4,"FFl2",6,6,336,0.0336
"13336",89853,5,"FFl2",6,6,2353,0.2353
"13337",89854,6,"FFl2",6,6,8,8e-04
"13338",89855,7,"FFl2",6,6,152,0.0152
"13339",89857,1,"FFl3",6,6,576670,57.667
"13340",89858,2,"FFl3",6,6,14522,1.4522
"13341",89860,4,"FFl3",6,6,332,0.0332
"13342",89861,5,"FFl3",6,6,11733,1.1733
"13343",89862,6,"FFl3",6,6,3,3e-04
"13344",89863,7,"FFl3",6,6,1002,0.1002
"13345",89929,1,"FFs12",6,6,2418,0.2418
"13346",89930,2,"FFs12",6,6,720,0.072
"13347",89932,4,"FFs12",6,6,4,4e-04
"13348",89934,6,"FFs12",6,6,2,2e-04
"13349",89937,1,"FFs13",6,6,6728,0.6728
"13350",89938,2,"FFs13",6,6,227,0.0227
"13351",89940,4,"FFs13",6,6,2,2e-04
"13352",89941,5,"FFs13",6,6,154,0.0154
"13353",89943,7,"FFs13",6,6,8,8e-04
"13354",89953,1,"FFs15",6,6,142679,14.2679
"13355",89954,2,"FFs15",6,6,13348,1.3348
"13356",89955,3,"FFs15",6,6,3,3e-04
"13357",89956,4,"FFs15",6,6,1332,0.1332
"13358",89957,5,"FFs15",6,6,7996,0.7996
"13359",89958,6,"FFs15",6,6,3,3e-04
"13360",89959,7,"FFs15",6,6,73,0.0073
"13361",89961,1,"FFs16",6,6,244934,24.4934
"13362",89962,2,"FFs16",6,6,8899,0.8899
"13363",89963,3,"FFs16",6,6,28,0.0028
"13364",89964,4,"FFs16",6,6,14,0.0014
"13365",89965,5,"FFs16",6,6,2060,0.206
"13366",89966,6,"FFs16",6,6,1,1e-04
"13367",89967,7,"FFs16",6,6,20403,2.0403
"13368",89969,1,"FFs17",6,6,14977,1.4977
"13369",89970,2,"FFs17",6,6,2529,0.2529
"13370",89972,4,"FFs17",6,6,66,0.0066
"13371",89973,5,"FFs17",6,6,112,0.0112
"13372",89975,7,"FFs17",6,6,340,0.034
"13373",89985,1,"FFs19",6,6,22508,2.2508
"13374",89986,2,"FFs19",6,6,702,0.0702
"13375",89987,3,"FFs19",6,6,1,1e-04
"13376",89988,4,"FFs19",6,6,2,2e-04
"13377",89989,5,"FFs19",6,6,230,0.023
"13378",89990,6,"FFs19",6,6,1,1e-04
"13379",89991,7,"FFs19",6,6,2,2e-04
"13380",90177,1,"FOz1",6,6,9469,0.9469
"13381",90178,2,"FOz1",6,6,269,0.0269
"13382",90180,4,"FOz1",6,6,1,1e-04
"13383",90181,5,"FOz1",6,6,19,0.0019
"13384",90183,7,"FOz1",6,6,363,0.0363
"13385",90193,1,"FOz6",6,6,283,0.0283
"13386",90194,2,"FOz6",6,6,132,0.0132
"13387",90197,5,"FOz6",6,6,19,0.0019
"13388",90199,7,"FOz6",6,6,9,9e-04
"13389",90225,1,"FRc2",6,6,16358,1.6358
"13390",90226,2,"FRc2",6,6,5451,0.5451
"13391",90227,3,"FRc2",6,6,1,1e-04
"13392",90228,4,"FRc2",6,6,83,0.0083
"13393",90229,5,"FRc2",6,6,12888,1.2888
"13394",90230,6,"FRc2",6,6,3,3e-04
"13395",90231,7,"FRc2",6,6,59,0.0059
"13396",90305,1,"FRs12",6,6,61264,6.1264
"13397",90306,2,"FRs12",6,6,25681,2.5681
"13398",90307,3,"FRs12",6,6,9,9e-04
"13399",90308,4,"FRs12",6,6,580,0.058
"13400",90309,5,"FRs12",6,6,191160,19.116
"13401",90311,7,"FRs12",6,6,1505,0.1505
"13402",90313,1,"FRs13",6,6,351493,35.1493
"13403",90314,2,"FRs13",6,6,108355,10.8355
"13404",90315,3,"FRs13",6,6,35,0.0035
"13405",90316,4,"FRs13",6,6,1291,0.1291
"13406",90317,5,"FRs13",6,6,367340,36.734
"13407",90318,6,"FRs13",6,6,41,0.0041
"13408",90319,7,"FRs13",6,6,1975,0.1975
"13409",90321,1,"FRs14",6,6,400496,40.0496
"13410",90322,2,"FRs14",6,6,63287,6.3287
"13411",90323,3,"FRs14",6,6,23,0.0023
"13412",90324,4,"FRs14",6,6,1140,0.114
"13413",90325,5,"FRs14",6,6,47699,4.7699
"13414",90326,6,"FRs14",6,6,5,5e-04
"13415",90327,7,"FRs14",6,6,197,0.0197
"13416",90417,1,"FRs7",6,6,124,0.0124
"13417",90418,2,"FRs7",6,6,52,0.0052
"13418",90420,4,"FRs7",6,6,6,6e-04
"13419",90421,5,"FRs7",6,6,14,0.0014
"13420",90425,1,"FRs8",6,6,11555,1.1555
"13421",90426,2,"FRs8",6,6,6273,0.6273
"13422",90427,3,"FRs8",6,6,10,0.001
"13423",90428,4,"FRs8",6,6,777,0.0777
"13424",90429,5,"FRs8",6,6,7125,0.7125
"13425",90431,7,"FRs8",6,6,47,0.0047
"13426",90449,1,"FS10",6,6,109669,10.9669
"13427",90450,2,"FS10",6,6,214,0.0214
"13428",90452,4,"FS10",6,6,230,0.023
"13429",90465,1,"FS12",6,6,6,6e-04
"13430",90466,2,"FS12",6,6,2,2e-04
"13431",90468,4,"FS12",6,6,38,0.0038
"13432",90529,1,"FS7",6,6,29427,2.9427
"13433",90530,2,"FS7",6,6,544,0.0544
"13434",90531,3,"FS7",6,6,1,1e-04
"13435",90532,4,"FS7",6,6,147,0.0147
"13436",90533,5,"FS7",6,6,562,0.0562
"13437",90537,1,"FS9",6,6,2495,0.2495
"13438",90538,2,"FS9",6,6,1110,0.111
"13439",90539,3,"FS9",6,6,5,5e-04
"13440",90540,4,"FS9",6,6,338,0.0338
"13441",90541,5,"FS9",6,6,146,0.0146
"13442",91041,1,"AT19",0,6,42854,4.2854
"13443",91042,2,"AT19",0,6,63,0.0063
"13444",91043,3,"AT19",0,6,4,4e-04
"13445",91044,4,"AT19",0,6,17,0.0017
"13446",91145,1,"AT33",0,6,94552,9.4552
"13447",91146,2,"AT33",0,6,1115,0.1115
"13448",91147,3,"AT33",0,6,63,0.0063
"13449",91149,5,"AT33",0,6,59,0.0059
"13450",91153,1,"AT34",0,6,40100,4.01
"13451",91154,2,"AT34",0,6,323,0.0323
"13452",91156,4,"AT34",0,6,184,0.0184
"13453",91157,5,"AT34",0,6,482,0.0482
"13454",91169,1,"AT36",0,6,2762,0.2762
"13455",91170,2,"AT36",0,6,2,2e-04
"13456",91171,3,"AT36",0,6,12,0.0012
"13457",91173,5,"AT36",0,6,3,3e-04
"13458",91177,1,"AT37",0,6,8930,0.893
"13459",91201,1,"AT40",0,6,24525,2.4525
"13460",91202,2,"AT40",0,6,128,0.0128
"13461",91204,4,"AT40",0,6,91,0.0091
"13462",91205,5,"AT40",0,6,973,0.0973
"13463",91207,7,"AT40",0,6,1,1e-04
"13464",91225,1,"AT43",0,6,26927,2.6927
"13465",91226,2,"AT43",0,6,355,0.0355
"13466",91227,3,"AT43",0,6,1,1e-04
"13467",91228,4,"AT43",0,6,216,0.0216
"13468",91229,5,"AT43",0,6,598,0.0598
"13469",91249,1,"AT46",0,6,184066,18.4066
"13470",91250,2,"AT46",0,6,259,0.0259
"13471",91251,3,"AT46",0,6,68,0.0068
"13472",91252,4,"AT46",0,6,90,0.009
"13473",91253,5,"AT46",0,6,424,0.0424
"13474",91255,7,"AT46",0,6,7,7e-04
"13475",91273,1,"AT49",0,6,64497,6.4497
"13476",91274,2,"AT49",0,6,90,0.009
"13477",91275,3,"AT49",0,6,4,4e-04
"13478",91313,1,"AT55",0,6,105948,10.5948
"13479",91314,2,"AT55",0,6,6207,0.6207
"13480",91315,3,"AT55",0,6,37,0.0037
"13481",91316,4,"AT55",0,6,199,0.0199
"13482",91317,5,"AT55",0,6,1893,0.1893
"13483",91337,1,"AT58",0,6,85940,8.594
"13484",91338,2,"AT58",0,6,1420,0.142
"13485",91339,3,"AT58",0,6,90,0.009
"13486",91340,4,"AT58",0,6,62,0.0062
"13487",91341,5,"AT58",0,6,1079,0.1079
"13488",91353,1,"AZa2",0,6,257284,25.7284
"13489",91354,2,"AZa2",0,6,86704,8.6704
"13490",91355,3,"AZa2",0,6,2264,0.2264
"13491",91356,4,"AZa2",0,6,20830,2.083
"13492",91357,5,"AZa2",0,6,269151,26.9151
"13493",91358,6,"AZa2",0,6,448,0.0448
"13494",91359,7,"AZa2",0,6,8604,0.8604
"13495",91361,1,"AZa6",0,6,809,0.0809
"13496",91362,2,"AZa6",0,6,27,0.0027
"13497",91377,1,"AZd3",0,6,104344,10.4344
"13498",91378,2,"AZd3",0,6,978,0.0978
"13499",91379,3,"AZd3",0,6,6,6e-04
"13500",91380,4,"AZd3",0,6,3164,0.3164
"13501",91382,6,"AZd3",0,6,211,0.0211
"13502",91401,1,"AZi6",0,6,281,0.0281
"13503",91409,1,"AZi7",0,6,27666,2.7666
"13504",91410,2,"AZi7",0,6,4673,0.4673
"13505",91411,3,"AZi7",0,6,168,0.0168
"13506",91412,4,"AZi7",0,6,470,0.047
"13507",91413,5,"AZi7",0,6,6388,0.6388
"13508",91417,1,"AZi8",0,6,23359,2.3359
"13509",91418,2,"AZi8",0,6,5569,0.5569
"13510",91419,3,"AZi8",0,6,88,0.0088
"13511",91420,4,"AZi8",0,6,350,0.035
"13512",91421,5,"AZi8",0,6,25213,2.5213
"13513",91423,7,"AZi8",0,6,466,0.0466
"13514",91425,1,"FFa1",0,6,271972,27.1972
"13515",91426,2,"FFa1",0,6,123593,12.3593
"13516",91427,3,"FFa1",0,6,36306,3.6306
"13517",91428,4,"FFa1",0,6,7025,0.7025
"13518",91429,5,"FFa1",0,6,431225,43.1225
"13519",91430,6,"FFa1",0,6,92,0.0092
"13520",91431,7,"FFa1",0,6,64,0.0064
"13521",91433,1,"FFa2",0,6,1455355,145.5355
"13522",91434,2,"FFa2",0,6,585525,58.5525
"13523",91435,3,"FFa2",0,6,44641,4.4641
"13524",91436,4,"FFa2",0,6,178544,17.8544
"13525",91437,5,"FFa2",0,6,2249259,224.9259
"13526",91438,6,"FFa2",0,6,2745,0.2745
"13527",91439,7,"FFa2",0,6,39280,3.928
"13528",91441,1,"FFa3",0,6,1152691,115.2691
"13529",91442,2,"FFa3",0,6,618577,61.8577
"13530",91443,3,"FFa3",0,6,185710,18.571
"13531",91444,4,"FFa3",0,6,317397,31.7397
"13532",91445,5,"FFa3",0,6,1768976,176.8976
"13533",91446,6,"FFa3",0,6,1263,0.1263
"13534",91447,7,"FFa3",0,6,50352,5.0352
"13535",91449,1,"FFa4",0,6,5472,0.5472
"13536",91450,2,"FFa4",0,6,2822,0.2822
"13537",91451,3,"FFa4",0,6,141,0.0141
"13538",91452,4,"FFa4",0,6,55990,5.599
"13539",91457,1,"FFb1",0,6,784148,78.4148
"13540",91458,2,"FFb1",0,6,6867,0.6867
"13541",91459,3,"FFb1",0,6,1051,0.1051
"13542",91460,4,"FFb1",0,6,509,0.0509
"13543",91461,5,"FFb1",0,6,6330,0.633
"13544",91463,7,"FFb1",0,6,916,0.0916
"13545",91465,1,"FFb2",0,6,376123,37.6123
"13546",91466,2,"FFb2",0,6,16348,1.6348
"13547",91467,3,"FFb2",0,6,300,0.03
"13548",91468,4,"FFb2",0,6,84,0.0084
"13549",91469,5,"FFb2",0,6,2655,0.2655
"13550",91471,7,"FFb2",0,6,2587,0.2587
"13551",91473,1,"FFb3",0,6,859336,85.9336
"13552",91474,2,"FFb3",0,6,407,0.0407
"13553",91475,3,"FFb3",0,6,95,0.0095
"13554",91476,4,"FFb3",0,6,274,0.0274
"13555",91477,5,"FFb3",0,6,538,0.0538
"13556",91479,7,"FFb3",0,6,8,8e-04
"13557",91481,1,"FFb4",0,6,294382,29.4382
"13558",91482,2,"FFb4",0,6,2032,0.2032
"13559",91483,3,"FFb4",0,6,52,0.0052
"13560",91484,4,"FFb4",0,6,146,0.0146
"13561",91485,5,"FFb4",0,6,2362,0.2362
"13562",91487,7,"FFb4",0,6,4662,0.4662
"13563",91489,1,"FFb5",0,6,135529,13.5529
"13564",91490,2,"FFb5",0,6,12442,1.2442
"13565",91491,3,"FFb5",0,6,805,0.0805
"13566",91492,4,"FFb5",0,6,240,0.024
"13567",91493,5,"FFb5",0,6,1062,0.1062
"13568",91497,1,"FFb6",0,6,69311,6.9311
"13569",91498,2,"FFb6",0,6,40496,4.0496
"13570",91499,3,"FFb6",0,6,2333,0.2333
"13571",91500,4,"FFb6",0,6,6197,0.6197
"13572",91501,5,"FFb6",0,6,58376,5.8376
"13573",91502,6,"FFb6",0,6,112,0.0112
"13574",91503,7,"FFb6",0,6,7961,0.7961
"13575",91505,1,"FFc1",0,6,1855661,185.5661
"13576",91506,2,"FFc1",0,6,424796,42.4796
"13577",91507,3,"FFc1",0,6,13540,1.354
"13578",91508,4,"FFc1",0,6,67438,6.7438
"13579",91509,5,"FFc1",0,6,1441687,144.1687
"13580",91510,6,"FFc1",0,6,1575,0.1575
"13581",91511,7,"FFc1",0,6,65428,6.5428
"13582",91521,1,"FFd10",0,6,28153,2.8153
"13583",91522,2,"FFd10",0,6,13970,1.397
"13584",91523,3,"FFd10",0,6,71,0.0071
"13585",91524,4,"FFd10",0,6,3167,0.3167
"13586",91525,5,"FFd10",0,6,21700,2.17
"13587",91527,7,"FFd10",0,6,45103,4.5103
"13588",91529,1,"FFd11",0,6,1294,0.1294
"13589",91530,2,"FFd11",0,6,363,0.0363
"13590",91532,4,"FFd11",0,6,7,7e-04
"13591",91533,5,"FFd11",0,6,723,0.0723
"13592",91538,2,"FFd2",0,6,31,0.0031
"13593",91541,5,"FFd2",0,6,1637,0.1637
"13594",91545,1,"FFd3",0,6,5411258,541.1258
"13595",91546,2,"FFd3",0,6,1103356,110.3356
"13596",91547,3,"FFd3",0,6,8599,0.8599
"13597",91548,4,"FFd3",0,6,63026,6.3026
"13598",91549,5,"FFd3",0,6,1071837,107.1837
"13599",91550,6,"FFd3",0,6,726,0.0726
"13600",91551,7,"FFd3",0,6,5259,0.5259
"13601",91553,1,"FFd4",0,6,2931486,293.1486
"13602",91554,2,"FFd4",0,6,1376498,137.6498
"13603",91555,3,"FFd4",0,6,10176,1.0176
"13604",91556,4,"FFd4",0,6,221440,22.144
"13605",91557,5,"FFd4",0,6,1767275,176.7275
"13606",91558,6,"FFd4",0,6,15206,1.5206
"13607",91559,7,"FFd4",0,6,21316,2.1316
"13608",91561,1,"FFd5",0,6,786936,78.6936
"13609",91562,2,"FFd5",0,6,490350,49.035
"13610",91563,3,"FFd5",0,6,16790,1.679
"13611",91564,4,"FFd5",0,6,3344064,334.4064
"13612",91565,5,"FFd5",0,6,625899,62.5899
"13613",91566,6,"FFd5",0,6,15225,1.5225
"13614",91567,7,"FFd5",0,6,21856,2.1856
"13615",91569,1,"FFd6",0,6,150406,15.0406
"13616",91570,2,"FFd6",0,6,11423,1.1423
"13617",91571,3,"FFd6",0,6,752,0.0752
"13618",91572,4,"FFd6",0,6,114621,11.4621
"13619",91573,5,"FFd6",0,6,1129,0.1129
"13620",91574,6,"FFd6",0,6,71,0.0071
"13621",91575,7,"FFd6",0,6,735,0.0735
"13622",91577,1,"FFd7",0,6,185812,18.5812
"13623",91578,2,"FFd7",0,6,118534,11.8534
"13624",91579,3,"FFd7",0,6,2842,0.2842
"13625",91580,4,"FFd7",0,6,14120,1.412
"13626",91581,5,"FFd7",0,6,578714,57.8714
"13627",91582,6,"FFd7",0,6,690,0.069
"13628",91583,7,"FFd7",0,6,1627,0.1627
"13629",91585,1,"FFd8",0,6,391511,39.1511
"13630",91586,2,"FFd8",0,6,78556,7.8556
"13631",91587,3,"FFd8",0,6,356521,35.6521
"13632",91588,4,"FFd8",0,6,6453,0.6453
"13633",91589,5,"FFd8",0,6,79524,7.9524
"13634",91590,6,"FFd8",0,6,5358,0.5358
"13635",91591,7,"FFd8",0,6,328,0.0328
"13636",91593,1,"FFd9",0,6,834980,83.498
"13637",91594,2,"FFd9",0,6,147812,14.7812
"13638",91595,3,"FFd9",0,6,20,0.002
"13639",91596,4,"FFd9",0,6,6171,0.6171
"13640",91597,5,"FFd9",0,6,786871,78.6871
"13641",91598,6,"FFd9",0,6,314,0.0314
"13642",91599,7,"FFd9",0,6,9091,0.9091
"13643",91601,1,"FFf1",0,6,29506,2.9506
"13644",91602,2,"FFf1",0,6,31482,3.1482
"13645",91603,3,"FFf1",0,6,104,0.0104
"13646",91604,4,"FFf1",0,6,13370,1.337
"13647",91605,5,"FFf1",0,6,25178,2.5178
"13648",91609,1,"FFf2",0,6,137410,13.741
"13649",91610,2,"FFf2",0,6,54549,5.4549
"13650",91611,3,"FFf2",0,6,440,0.044
"13651",91612,4,"FFf2",0,6,1106,0.1106
"13652",91613,5,"FFf2",0,6,104312,10.4312
"13653",91614,6,"FFf2",0,6,32,0.0032
"13654",91615,7,"FFf2",0,6,439,0.0439
"13655",91617,1,"FFg2",0,6,1321551,132.1551
"13656",91618,2,"FFg2",0,6,272212,27.2212
"13657",91619,3,"FFg2",0,6,30628,3.0628
"13658",91620,4,"FFg2",0,6,250168,25.0168
"13659",91621,5,"FFg2",0,6,504170,50.417
"13660",91622,6,"FFg2",0,6,255,0.0255
"13661",91623,7,"FFg2",0,6,92325,9.2325
"13662",91625,1,"FFg3",0,6,200689,20.0689
"13663",91626,2,"FFg3",0,6,55101,5.5101
"13664",91627,3,"FFg3",0,6,822,0.0822
"13665",91628,4,"FFg3",0,6,318919,31.8919
