"","T_MAPCODE","A3_fin","A3_prclost","A2b_fin","A2b_prclost50","B1_fin","B2_fin","RoD","D3_fin","D3_prcdeg","prpinv_max","RLE","Criteria_triggered","Criteria_used","X1750","X2022","pnat_2022","ROD9022","prclost50_9022","expert_change"
"371","SVcb10","LC",36,"LC",20,"EN","LC",0.4,"LC",0,0.028162048889202,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1442.1488,919.6632,0.637703404808158,0.396203723080417,20,"RLE not adjusted"
"372","SVcb11","LC",24,"LC",9,"LC","LC",0.2,"LC",0,0.00815434857686687,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3285.6364,2493.6388,0.758951538277334,0.184642520729905,9,"RLE not adjusted"
"373","SVcb12","LC",38,"LC",16,"LC","LC",0.3,"LC",0,0.0049638379668723,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",17384.092,10862.8848,0.624875017918681,0.312053652694547,16,"RLE not adjusted"
"374","SVcb13","LC",7,"LC",3,"LC","LC",0.1,"LC",0,0.00834623144874007,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2066.3028,1920.4356,0.929406667793317,0.0557944503757594,3,"RLE not adjusted"
"375","SVcb14","LC",42,"LC",7,"LC","LC",0.1,"LC",0,0.00162637298879126,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",759.892,441.2272,0.580644617919388,0.139715166715309,7,"RLE not adjusted"
"376","SVcb15","VU",60,"LC",22,"EN","LC",0.4,"LC",0,0.000869506644254709,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",7198.2152,2856.3324,0.396811198420408,0.442486250298423,22,"RLE not adjusted"
"377","SVcb16","LC",18,"LC",5,"LC","LC",0.1,"LC",0,0.000267548991341517,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",12074.1312,9880.8072,0.818345190749625,0.102873232750816,5,"RLE not adjusted"
"378","SVcb17","LC",8,"LC",2,"LC","LC",0,"LC",0,0.00366467404681833,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",8901.2312,8214.646,0.92286626596105,0.046383095644522,2,"RLE not adjusted"
"379","SVcb18","LC",21,"LC",8,"LC","LC",0.2,"LC",0,0.000730797685156583,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",6496.36,5101.8224,0.785335541749534,0.166257647762719,8,"RLE not adjusted"
"380","SVcb19","LC",11,"LC",7,"LC","LC",0.1,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",12012.4968,10665.7168,0.887885089800815,0.141399454281893,7,"RLE not adjusted"
"381","SVcb2","LC",3,"LC",1,"LC","LC",0,"LC",0,4.53592133671371e-05,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1107.4924,1075.8564,0.971434566955042,0.0266436612761128,1,"RLE not adjusted"
"382","SVcb20","LC",38,"LC",18,"EN","LC",0.4,"LC",0,0.00611605179337623,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",10110.8896,6219.6988,0.615148522638404,0.360848558720488,18,"RLE not adjusted"
"383","SVcb21","LC",27,"LC",10,"LC","LC",0.2,"LC",0,0.0426379552294378,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",4147.7392,3045.662,0.734294480231544,0.207117893220105,10,"RLE not adjusted"
"384","SVcb22","LC",12,"LC",13,"LC","LC",0.3,"LC",0,0.112866817155756,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",0.602,0.5316,0.883056478405316,0.254837595024188,13,"RLE not adjusted"
"385","SVcb23","LC",43,"LC",20,"EN","LC",0.4,"LC",0,0.00595989495951101,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",4445.3284,2519.1048,0.566685871846948,0.402322945462363,20,"RLE not adjusted"
"386","SVcb24","LC",11,"LC",3,"LC","LC",0.1,"LC",0,0.0178288930360265,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",666.91,596.7168,0.894748616754885,0.053612652783707,3,"RLE not adjusted"
"387","SVcb25","LC",8,"LC",4,"LC","LC",0.1,"LC",0,0.00573608104690275,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",891.324,823.9772,0.924441841575005,0.0712173675024894,4,"RLE not adjusted"
"388","SVcb26","LC",13,"LC",6,"LC","LC",0.1,"LC",0,0.0177908456556032,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2000.0168,1747.8652,0.873925259027824,0.112005171552885,6,"RLE not adjusted"
"389","SVcb27","VU",52,"VU",39,"EN","VU",0.8,"LC",0,0.00132021710530665,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_inv",2522.834,1210.104,0.479660572197774,0.782767868247456,39,"RLE not adjusted"
"390","SVcb28","LC",22,"LC",13,"LC","LC",0.3,"LC",0,0.00736942281842409,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2316.1448,1809.8568,0.781409176144773,0.256419408633836,13,"RLE not adjusted"
"391","SVcb29","LC",4,"LC",1,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",388.1768,373.6608,0.962604668800402,0.022342803909961,1,"RLE not adjusted"
"392","SVcb3","LC",33,"LC",10,"LC","LC",0.2,"LC",0,0.00990977825640242,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1331.3268,889.586,0.668195066755961,0.194641333211901,10,"RLE not adjusted"
"393","SVcb4","LC",11,"LC",4,"LC","LC",0.1,"LC",0,0.00394825422060129,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",4119.6272,3661.8716,0.888884217484534,0.070395829720844,4,"RLE not adjusted"
"394","SVcb5","LC",2,"LC",0,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",367.1036,359.8116,0.980136397463822,0.00942780889131731,0,"RLE not adjusted"
"395","SVcb6","VU",69,"VU",43,"EN","VU",0.9,"LC",0,0.0168185375150427,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_inv",2285.098,708.9796,0.310262229453616,0.858589565491364,43,"RLE not adjusted"
"396","SVcb7","LC",27,"LC",20,"EN","VU",0.4,"LC",0,0.00257098751408779,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_inv",491.3284,360.9508,0.734642654485269,0.406362857649688,20,"RLE not adjusted"
"397","SVcb8","VU",54,"LC",28,"EN","LC",0.6,"LC",0,0.0146428224178941,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1833.3936,843.362,0.460000514892165,0.56093875259762,28,"RLE not adjusted"
"398","SVcb9","LC",16,"LC",7,"LC","LC",0.1,"LC",0,0.0222596664389779,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3103.5984,2593.0128,0.835485931427211,0.131559723144737,7,"RLE not adjusted"
"399","SVk1","LC",22,"LC",4,"LC","LC",0.1,"LC",0,1.53974712219763e-05,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",15427.0416,12001.9708,0.777982656117295,0.0719492014742238,4,"RLE not adjusted"
"400","SVk10","LC",5,"LC",2,"LC","LC",0,"LC",0,0.000315613647593354,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",5838.9756,5539.6844,0.948742515724847,0.0370437618071446,2,"RLE not adjusted"
"401","SVk11","LC",2,"LC",0,"LC","LC",0,"LC",0,0.000418681368300386,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",13886.1856,13624.6808,0.981167988997641,0.00875888971773071,0,"RLE not adjusted"
"402","SVk12","LC",3,"LC",2,"LC","LC",0,"LC",0,0.000179023280747772,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",7452.5748,7252.688,0.973178826732474,0.0395136223638526,2,"RLE not adjusted"
"403","SVk13","LC",1,"LC",1,"LC","LC",0,"LC",0,0.00515879218411638,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",8517.6948,8409.2552,0.987268902849161,0.018282417172672,1,"RLE not adjusted"
"404","SVk14","LC",5,"LC",3,"LC","LC",0.1,"LC",0,0.000217523986674272,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",929.224,880.8224,0.947911805980044,0.0630329244584932,3,"RLE not adjusted"
"405","SVk15","LC",0,"LC",0,"LC","LC",0,"LC",0,0.000580256871257918,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1620.8448,1617.2148,0.997760427155024,0.00269366925942617,0,"RLE not adjusted"
"406","SVk16","LC",0,"LC",0,"LC","LC",0,"LC",0,0.00077730616133148,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",7918.5928,7905.7652,0.998380065710665,0.00282717867630227,0,"RLE not adjusted"
"407","SVk17","LC",48,"LC",12,"LC","LC",0.2,"LC",0,0.00152842595050821,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",7197.9932,3751.572,0.521196935834838,0.230275380087988,12,"RLE not adjusted"
"408","SVk18","LC",5,"LC",2,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",999.6036,953.0492,0.953427138517708,0.0477240518372242,2,"RLE not adjusted"
"409","SVk2","LC",23,"LC",6,"LC","LC",0.1,"LC",0,0.00120889041360065,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",4206.5528,3227.4224,0.767236869105744,0.113772732826021,6,"RLE not adjusted"
"410","SVk3","VU",58,"LC",14,"LC","LC",0.3,"LC",0,0,"VU","A3_nat","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1366.9324,576.2632,0.421574029556985,0.279142024364589,14,"RLE not adjusted"
"411","SVk4","LC",25,"LC",8,"LC","LC",0.2,"LC",0,0.000777914886226536,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",16649.7672,12455.3472,0.748079360533041,0.154346693112934,8,"RLE not adjusted"
"412","SVk5","LC",3,"LC",2,"LC","LC",0,"LC",0,0.000176544211916227,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1457.8836,1418.3416,0.972877121328479,0.0305806842756675,2,"RLE not adjusted"
"413","SVk6","LC",21,"LC",6,"LC","LC",0.1,"LC",0,0.00179130823126036,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",5313.8536,4220.3792,0.794221955983131,0.126887203524368,6,"RLE not adjusted"
"414","SVk7","LC",2,"LC",1,"LC","LC",0,"LC",0,0.000363771284166322,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",13360.5836,13112.6348,0.981441768756269,0.0207813494996901,1,"RLE not adjusted"
"415","SVk8","LC",4,"LC",1,"LC","LC",0,"LC",0,3.3376615799056e-06,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3363.508,3235.7984,0.962030832095538,0.0268012801068695,1,"RLE not adjusted"
"416","SVk9","LC",5,"LC",3,"LC","LC",0.1,"LC",0,0.000177826238112458,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",5779.5996,5504.2496,0.952358291394442,0.0666562029823189,3,"RLE not adjusted"
"417","SVkd1","LC",0,"LC",0,"LC","LC",0,"LC",0,0.00113815752302039,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",37063.7256,37004.7196,0.998407985191861,0.00298200747208225,0,"RLE not adjusted"
"418","SVkd2","LC",0,"LC",0,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2242.3668,2239.5116,0.998726702518071,0.00360543944012454,0,"RLE not adjusted"
"419","SVkd3","LC",0,"LC",0,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2898.1244,2897.932,0.999997929695495,0,0,"RLE not adjusted"
"420","SVkd4","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",762.4428,762.2544,0.999752899496198,0.000339416730549241,0,"RLE not adjusted"
"421","SVl1","LC",24,"LC",11,"LC","LC",0.2,"LC",0,0.0152002875271425,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2090.6908,1579.2596,0.755376930916805,0.228002285812232,11,"RLE not adjusted"
"422","SVl10","LC",25,"LC",13,"LC","LC",0.3,"LC",0,0.00687000118986392,"LC","","A3_nat, A3_mpl, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",942.7836,615.1964,0.652531927793398,0.265079715258868,13,"RLE not adjusted"
"423","SVl11","LC",4,"LC",4,"LC","LC",0.1,"LC",0,0.000503530749570222,"LC","","A3_nat, A3_mpl, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",630.6152,596.5872,0.946039993961452,0.0772787104570363,4,"RLE not adjusted"
"424","SVl12","LC",16,"LC",7,"LC","LC",0.1,"LC",0,0.0396117546397036,"LC","","A3_nat, A3_mpl, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",468.3948,368.3856,0.786485247060813,0.130314555065346,7,"RLE not adjusted"
"425","SVl13","LC",26,"LC",8,"LC","LC",0.2,"LC",0,0.0366761798038122,"LC","","A3_nat, A3_mpl, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",109.4832,72.4612,0.661847662472416,0.152425016540469,8,"RLE not adjusted"
"426","SVl14","LC",23,"LC",4,"LC","LC",0.1,"LC",0,0.00604895976204556,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",4460.3124,3420.6212,0.766901708499163,0.0731371900313014,4,"RLE not adjusted"
"427","SVl15","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",1335.0152,1334.5932,1.00653236008099,9.17855733157709e-05,0,"RLE not adjusted"
"428","SVl16","LC",13,"LC",5,"LC","LC",0.1,"LC",0,0.0299179503794475,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2583.6644,2251.9056,0.871593694599035,0.0911973441269242,5,"RLE not adjusted"
"429","SVl17","VU",68,"VU",39,"EN","EN",0.8,"LC",0,0.10966792021082,"EN","B1i_rod, B2i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_inv",134.5176,42.6524,0.317076724532701,0.780793826109591,39,"RLE not adjusted"
"430","SVl18","LC",20,"LC",11,"LC","LC",0.2,"LC",0,0.00237822960389506,"LC","","A3_nat, A3_kzn, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1124.2472,865.0132,0.769415480865774,0.226470545975163,11,"RLE not adjusted"
"431","SVl19","LC",24,"LC",27,"CR","EN",0.5,"LC",0,0.00267406160245618,"CR","B1i_rod","A3_nat, A3_kzn, A2b, B1i_rod, B2i_rod, D3_inv",152.9456,80.776,0.528135493927252,0.534644117888515,27,"RLE not adjusted"
"432","SVl2","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",181.636,181.6164,1.01207029443502,0,0,"RLE not adjusted"
"433","SVl20","VU",52,"VU",41,"EN","VU",0.8,"LC",0,0.0330977664310998,"EN","B1i_rod","A3_nat, A3_kzn, A2b, B1i_rod, B2i_rod, D3_inv",1645.0052,648.648,0.394313647154428,0.813680901875395,41,"RLE not adjusted"
"434","SVl21","LC",15,"LC",11,"LC","LC",0.2,"LC",0,0.0259477203031752,"LC","","A3_nat, A3_kzn, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",335.058,268.5708,0.801565102161417,0.229596201852156,11,"RLE not adjusted"
"435","SVl22","LC",29,"LC",8,"LC","LC",0.2,"LC",0,0.0395621778982301,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",5173.6088,3681.678,0.711626669569605,0.150366108786611,8,"RLE not adjusted"
"436","SVl23","LC",33,"LC",10,"LC","LC",0.2,"LC",0,0.030202126101213,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",8564.76,5704.3004,0.666019876797482,0.207563260608943,10,"RLE not adjusted"
"437","SVl24","EN",74,"VU",35,"CR","EN",0.7,"LC",0,0.0288062321702875,"CR","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_inv",694.624,182.28,0.262415349887133,0.695704908188958,35,"RLE not adjusted"
"438","SVl25","LC",26,"LC",14,"LC","LC",0.3,"LC",0,0.0664483410750957,"LC","","A3_nat, A3_kzn, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",660.6068,472.9328,0.715906648251274,0.286750720549646,14,"RLE not adjusted"
"439","SVl26","VU",52,"LC",24,"CR","VU",0.5,"LC",0,0.0155769441788284,"CR","B1i_rod","A3_kzn, A2b, B1i_rod, B2i_rod, D3_inv",703.5132,510.344,0.725422067418209,0.472493230791748,24,"RLE not adjusted"
"440","SVl27","LC",14,"LC",5,"LC","LC",0.1,"LC",0,0.0376265561721914,"LC","","A3_nat, A3_mpl, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",539.908,426.688,0.790297606258844,0.109674166613147,5,"RLE not adjusted"
"441","SVl3","LC",25,"LC",9,"LC","LC",0.2,"LC",0,0.00123033380951933,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",19839.1584,14882.14,0.750139683344632,0.174571946202386,9,"RLE not adjusted"
"442","SVl4","LC",28,"LC",5,"LC","LC",0.1,"LC",0,0.0014050430333808,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2722.0444,1968.0536,0.723005693808668,0.0921062286741595,5,"RLE not adjusted"
"443","SVl5","LC",17,"LC",6,"LC","LC",0.1,"LC",0,0.000296030489258274,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3568.624,2975.3692,0.833758109568282,0.12415637438794,6,"RLE not adjusted"
"444","SVl6","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A3_mpl, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",760.2468,757.7016,0.996652139805126,0.00421759856264241,0,"RLE not adjusted"
"445","SVl7","LC",12,"LC",4,"LC","LC",0.1,"LC",0,0.0137198424111816,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",323.4536,286.2132,0.88486633013205,0.0750121738134118,4,"RLE not adjusted"
"446","SVl8","LC",49,"LC",19,"EN","LC",0.4,"LC",0,0.0214924240812338,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3399.5656,1748.3556,0.514287943141912,0.389617588959323,19,"RLE not adjusted"
"447","SVl9","VU",52,"LC",26,"EN","LC",0.5,"LC",0,0.112752300617346,"EN","B1i_rod","A3_nat, A3_mpl, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3562.4732,1115.6136,0.3131570505569,0.518141606485643,26,"RLE not adjusted"
"448","SVmp1","LC",8,"LC",5,"LC","LC",0.1,"LC",0,3.16241613510943e-05,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",8796.3576,8133.022,0.924589741553936,0.1017824958165,5,"RLE not adjusted"
"449","SVmp2","LC",2,"LC",1,"LC","LC",0,"LC",0,7.25469634901888e-05,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2779.8908,2718.2392,0.977822294314582,0.0259856506600436,1,"RLE not adjusted"
"450","SVmp3","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",277.0592,276.878,0.999345988149825,0.000681559509262885,0,"RLE not adjusted"
"451","SVmp4","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",2804.706,2800.2144,0.998398548724893,0.000472213898720977,0,"RLE not adjusted"
"452","SVmp5","LC",11,"LC",4,"LC","LC",0.1,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",5315.1356,4722.0828,0.888421887110463,0.0722866231881706,4,"RLE not adjusted"
"453","SVmp6","LC",23,"LC",8,"LC","LC",0.2,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",3154.1124,2431.4684,0.770888317106264,0.16083524394714,8,"RLE not adjusted"
"454","SVmp7","LC",9,"LC",5,"LC","LC",0.1,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2225.5536,2027.626,0.911065902883669,0.0994815202817556,5,"RLE not adjusted"
"455","SVmp8","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",310.438,310.2836,0.999502638207951,0.000189331439266974,0,"RLE not adjusted"
"456","SVs1","LC",31,"LC",8,"LC","LC",0.2,"LC",0,0.00311009976250885,"LC","","A3_nat, A3_kzn, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2706.5924,1972.284,0.728696348958935,0.16688050850923,8,"RLE not adjusted"
"457","SVs2","LC",27,"LC",8,"LC","LC",0.2,"LC",0,0.0123352229201777,"LC","","A3_nat, A3_kzn, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2215.6012,1631.75,0.736481818117809,0.168464283867203,8,"RLE not adjusted"
"458","SVs3","LC",26,"LC",13,"LC","LC",0.3,"LC",0,0.115259056527877,"LC","","A3_nat, A3_kzn, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1533.5048,1014.296,0.661423426910695,0.266981615917963,13,"RLE not adjusted"
"459","SVs4","VU",59,"LC",18,"EN","VU",0.4,"LC",0,0.075621990689317,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_inv",803.1036,325.9052,0.405807171079796,0.36934191842557,18,"RLE not adjusted"
"460","SVs5","EN",76,"EN",52,"EN","LC",1,"LC",0,0.182556396744185,"EN","A3_nat, A3_kzn, A2b, B1i_rod","A3_nat, A3_kzn, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1812.6008,250.3336,0.138107408978303,1.04191297549587,52,"RLE not adjusted"
"461","SVs6","LC",31,"LC",6,"LC","LC",0.1,"LC",0,0.0835707114819484,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",10185.4844,7037.5756,0.690941669892499,0.122292242486316,6,"RLE not adjusted"
"462","SVs7","LC",38,"LC",13,"LC","LC",0.3,"LC",0,0.0971798204237838,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",7762.2768,4782.816,0.616161484991105,0.263995621943375,13,"RLE not adjusted"
"463","SVs8","LC",44,"LC",18,"EN","LC",0.4,"LC",0,0.0786386049716596,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_step; D3_inv",1527.7652,848.6824,0.555505780600317,0.368651048690571,18,"RLE not adjusted"
